q[nm-1]	I(q)[sr-1]_sub(Lyso_Lyso_4_frames_010_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])	error
5.09579800e+00	5.62318300e-01	6.75909306e+00
5.10577600e+00	7.64032000e-01	6.89151381e+00
5.11575500e+00	6.23679800e-01	6.82709582e+00
5.12573400e+00	7.75344800e-01	6.92653726e+00
5.13571300e+00	9.22229700e-01	7.00312322e+00
5.14569200e+00	5.04994700e-01	6.69587153e+00
5.15567100e+00	7.25334300e-01	6.90986402e+00
5.16565000e+00	7.37146200e-01	6.86281602e+00
5.17562800e+00	9.22206100e-01	7.00417768e+00
5.18560700e+00	5.92331400e-01	6.83709732e+00
5.19558600e+00	3.84838600e-01	6.65675305e+00
5.20556500e+00	6.20637200e-01	6.78602008e+00
5.21554400e+00	8.02293000e-01	6.92312900e+00
5.22552300e+00	7.82591100e-01	6.94028760e+00
5.23550200e+00	5.19175500e-01	6.77778674e+00
5.24548000e+00	4.11835600e-01	6.71800731e+00
5.25545900e+00	9.95511700e-01	7.03981665e+00
5.26543800e+00	7.28921800e-01	6.86175340e+00
5.27541700e+00	8.33244400e-01	7.00549411e+00
5.28539600e+00	7.43392300e-01	6.93081711e+00
5.29537500e+00	9.78999600e-01	7.09690427e+00
5.30535400e+00	7.12093700e-01	6.88685688e+00
5.31533200e+00	8.62146600e-01	7.00757629e+00
5.32531100e+00	8.00394500e-01	6.97805387e+00
5.33529000e+00	9.77522700e-01	7.07138857e+00
5.34526900e+00	7.99881900e-01	6.94843588e+00
5.35524800e+00	8.78822800e-01	7.01359781e+00
5.36522700e+00	7.05955800e-01	6.88652438e+00
5.37520500e+00	9.08973900e-01	7.05909848e+00
5.38518400e+00	8.23131200e-01	6.99858613e+00
5.39516300e+00	9.11558000e-01	7.09817338e+00
5.40514200e+00	9.35555600e-01	7.06675743e+00
5.41512100e+00	9.98143400e-01	7.13297220e+00
5.42510000e+00	5.06431100e-01	6.80297817e+00
5.43507900e+00	9.25551200e-01	7.03477011e+00
5.44505700e+00	8.55337800e-01	7.00247193e+00
5.45503600e+00	5.72903400e-01	6.84771457e+00
5.46501500e+00	7.96677500e-01	7.01594803e+00
5.47499400e+00	7.06366400e-01	6.96890740e+00
5.48497300e+00	9.09585900e-01	7.07962807e+00
5.49495200e+00	1.00168310e+00	7.14408111e+00
5.50493100e+00	6.39382900e-01	6.91342002e+00
5.51490900e+00	7.97675600e-01	7.01669726e+00
5.52488800e+00	6.54058400e-01	6.92183638e+00
5.53486700e+00	8.41889600e-01	7.04085943e+00
5.54484600e+00	3.93923100e-01	6.80230690e+00
5.55482500e+00	7.09464300e-01	6.98486922e+00
5.56480400e+00	8.48552300e-01	7.04794528e+00
5.57478300e+00	8.34876800e-01	7.06005245e+00
5.58476100e+00	8.84071000e-01	7.09523562e+00
5.59474000e+00	7.46311500e-01	6.97228961e+00
5.60471900e+00	7.63647900e-01	7.00493551e+00
5.61469800e+00	1.01023480e+00	7.19322849e+00
5.62467700e+00	7.16629800e-01	7.03669399e+00
5.63465600e+00	7.28809800e-01	7.01105735e+00
5.64463500e+00	8.57183600e-01	7.09743481e+00
5.65461300e+00	6.51546600e-01	6.97464415e+00
5.66459200e+00	1.10854400e+00	7.27116665e+00
5.67457100e+00	1.20365890e+00	7.32463963e+00
5.68455000e+00	7.68720000e-01	7.05742801e+00
5.69452900e+00	5.00002900e-01	6.85289294e+00
5.70450800e+00	1.04073300e+00	7.20147045e+00
5.71448700e+00	6.45229100e-01	6.98802279e+00
5.72446500e+00	7.13694200e-01	7.01698042e+00
5.73444400e+00	9.70571900e-01	7.21015655e+00
5.74442300e+00	1.05813000e+00	7.24567198e+00
5.75440200e+00	9.85047900e-01	7.20648255e+00
5.76438100e+00	7.90881700e-01	7.08836933e+00
5.77436000e+00	7.34959900e-01	7.08092628e+00
5.78433800e+00	9.14925500e-01	7.18571875e+00
5.79431700e+00	9.34543200e-01	7.16822294e+00
5.80429600e+00	9.06865600e-01	7.20870074e+00
5.81427500e+00	8.93209200e-01	7.17938990e+00
5.82425400e+00	7.77052300e-01	7.08103716e+00
5.83423300e+00	7.96119200e-01	7.09554696e+00
5.84421200e+00	6.31440000e-01	6.99914097e+00
5.85419000e+00	1.01286240e+00	7.28834469e+00
5.86416900e+00	9.55638100e-01	7.19924725e+00
5.87414800e+00	6.38680000e-01	7.04518675e+00
5.88412700e+00	1.04159880e+00	7.28229917e+00
5.89410600e+00	9.57900400e-01	7.23818559e+00
5.90408500e+00	1.00233980e+00	7.29813322e+00
5.91406400e+00	6.88670600e-01	7.12374275e+00
5.92404200e+00	1.15663680e+00	7.35576082e+00
5.93402100e+00	8.21104600e-01	7.15737745e+00
5.94400000e+00	1.10067050e+00	7.34171043e+00
5.95397900e+00	7.45033800e-01	7.17230765e+00
5.96395800e+00	8.54723300e-01	7.18997935e+00
5.97393700e+00	7.12003800e-01	7.12883241e+00
5.98391600e+00	5.07098100e-01	6.97930728e+00
5.99389400e+00	1.11135740e+00	7.36885582e+00
6.00387300e+00	9.70425900e-01	7.31949806e+00
6.01385200e+00	9.51141600e-01	7.30546902e+00
6.02383100e+00	6.33521200e-01	7.02823597e+00
6.03381000e+00	1.21047000e+00	7.47092480e+00
6.04378900e+00	6.47621900e-01	7.11760490e+00
6.05376800e+00	5.57758400e-01	7.07307019e+00
6.06374600e+00	7.13069200e-01	7.14536334e+00
6.07372500e+00	6.41547500e-01	7.12212789e+00
6.08370400e+00	7.59715700e-01	7.15382690e+00
6.09368300e+00	9.06266900e-01	7.26957520e+00
6.10366200e+00	8.03073700e-01	7.18254617e+00
6.11364100e+00	8.20207000e-01	7.21956019e+00
6.12362000e+00	6.90107900e-01	7.14437355e+00
6.13359800e+00	1.04493770e+00	7.37906604e+00
6.14357700e+00	7.47240100e-01	7.22667911e+00
6.15355600e+00	9.15640300e-01	7.27178428e+00
6.16353500e+00	8.45781400e-01	7.21437734e+00
6.17351400e+00	1.03014640e+00	7.41389872e+00
6.18349300e+00	9.55766000e-01	7.36339298e+00
6.19347100e+00	1.01909180e+00	7.40381312e+00
6.20345000e+00	7.08147300e-01	7.20015672e+00
6.21342900e+00	5.73552300e-01	7.13478799e+00
6.22340800e+00	1.03372630e+00	7.43511040e+00
6.23338700e+00	1.01740620e+00	7.38361065e+00
6.24336600e+00	7.76329900e-01	7.27246128e+00
6.25334500e+00	6.12012500e-01	7.16087292e+00
6.26332300e+00	8.39473600e-01	7.28776965e+00
6.27330200e+00	8.28447100e-01	7.28774373e+00
6.28328100e+00	8.14176600e-01	7.26369035e+00
6.29326000e+00	7.93409500e-01	7.25679386e+00
6.30323900e+00	6.73952300e-01	7.18701364e+00
6.31321800e+00	6.81340500e-01	7.21880851e+00
6.32319700e+00	3.54758100e-01	7.03377608e+00
6.33317500e+00	8.66436300e-01	7.34378370e+00
6.34315400e+00	1.04850540e+00	7.40983525e+00
6.35313300e+00	3.95916000e-01	7.06097999e+00
6.36311200e+00	8.10379900e-01	7.29243023e+00
6.37309100e+00	1.09849620e+00	7.53007442e+00
6.38307000e+00	9.71172400e-01	7.36877317e+00
6.39304900e+00	8.26178700e-01	7.35376857e+00
6.40302700e+00	5.80419900e-01	7.16492037e+00
6.41300600e+00	4.95681600e-01	7.16883032e+00
6.42298500e+00	8.02903100e-01	7.31728715e+00
6.43296400e+00	1.06679440e+00	7.48730588e+00
6.44294300e+00	8.63356000e-01	7.39235219e+00
6.45292200e+00	9.34818700e-01	7.42231108e+00
6.46290100e+00	9.66067600e-01	7.42585004e+00
6.47287900e+00	6.87223900e-01	7.28223261e+00
6.48285800e+00	1.04044280e+00	7.54915029e+00
6.49283700e+00	7.35738200e-01	7.32641417e+00
6.50281600e+00	1.08193340e+00	7.55473499e+00
6.51279500e+00	1.13090030e+00	7.56071431e+00
6.52277400e+00	8.22509100e-01	7.39328543e+00
6.53275300e+00	7.65503400e-01	7.37904387e+00
6.54273100e+00	7.59317000e-01	7.35834399e+00
6.55271000e+00	1.05173650e+00	7.50944878e+00
6.56268900e+00	7.87899100e-01	7.41459413e+00
6.57266800e+00	8.92083600e-01	7.47059289e+00
6.58264700e+00	1.17611520e+00	7.60220261e+00
6.59262600e+00	1.01098380e+00	7.53486788e+00
6.60260400e+00	9.86668100e-01	7.50179216e+00
6.61258300e+00	1.03343360e+00	7.55705506e+00
6.62256200e+00	1.19360480e+00	7.64599526e+00
6.63254100e+00	6.12023100e-01	7.32077535e+00
6.64252000e+00	1.13790610e+00	7.63327859e+00
6.65249900e+00	1.19746520e+00	7.67049506e+00
6.66247800e+00	8.40126000e-01	7.45375514e+00
6.67245600e+00	1.07327120e+00	7.60777847e+00
6.68243500e+00	1.08267280e+00	7.55845474e+00
6.69241400e+00	7.40457400e-01	7.38940915e+00
6.70239300e+00	1.67655070e+00	7.94214174e+00
6.71237200e+00	1.12570950e+00	7.59928533e+00
6.72235100e+00	9.88982000e-01	7.59637176e+00
6.73233000e+00	8.77667000e-01	7.47794570e+00
6.74230800e+00	8.22182900e-01	7.47744960e+00
6.75228700e+00	4.88439800e-01	7.30862885e+00
6.76226600e+00	1.18008180e+00	7.64864560e+00
6.77224500e+00	1.18096920e+00	7.68627004e+00
6.78222400e+00	1.04057810e+00	7.66244154e+00
6.79220300e+00	9.00088200e-01	7.53247019e+00
6.80218200e+00	4.69975900e-01	7.28456603e+00
6.81216000e+00	7.02329300e-01	7.42836554e+00
6.82213900e+00	9.12990500e-01	7.51017047e+00
6.83211800e+00	1.07339500e+00	7.59075712e+00
6.84209700e+00	7.47169400e-01	7.42135260e+00
6.85207600e+00	9.05450800e-01	7.55388426e+00
6.86205500e+00	5.95922500e-01	7.35472209e+00
6.87203400e+00	1.04063260e+00	7.63814445e+00
6.88201200e+00	1.07826120e+00	7.72007517e+00
6.89199100e+00	7.13084700e-01	7.45048219e+00
6.90197000e+00	1.00624390e+00	7.68314750e+00
6.91194900e+00	7.29834800e-01	7.47523013e+00
6.92192800e+00	7.98366800e-01	7.52775668e+00
6.93190700e+00	7.85077900e-01	7.49003015e+00
6.94188600e+00	6.51611700e-01	7.45204550e+00
6.95186400e+00	6.27887500e-01	7.44736366e+00
6.96184300e+00	8.48107500e-01	7.58074324e+00
6.97182200e+00	9.37789000e-01	7.66715370e+00
6.98180100e+00	7.56236700e-01	7.51577036e+00
6.99178000e+00	8.61921900e-01	7.56792892e+00
7.00175900e+00	8.48104400e-01	7.56792504e+00
7.01173700e+00	1.10576440e+00	7.71698127e+00
7.02171600e+00	8.95973900e-01	7.58371786e+00
7.03169500e+00	8.60649800e-01	7.60737818e+00
7.04167400e+00	4.92637000e-01	7.36622134e+00
7.05165300e+00	9.23950100e-01	7.64181178e+00
7.06163200e+00	9.68283100e-01	7.65274365e+00
7.07161100e+00	9.35397000e-01	7.65526962e+00
7.08158900e+00	7.43182900e-01	7.56039764e+00
7.09156800e+00	8.63472700e-01	7.62970835e+00
7.10154700e+00	8.58809300e-01	7.60666156e+00
7.11152600e+00	8.72978300e-01	7.62475448e+00
7.12150500e+00	7.52618600e-01	7.58290216e+00
7.13148400e+00	8.57805900e-01	7.63308690e+00
7.14146300e+00	8.96817200e-01	7.61604326e+00
7.15144100e+00	1.04324250e+00	7.73468286e+00
7.16142000e+00	1.17902340e+00	7.83304297e+00
7.17139900e+00	1.06329120e+00	7.71378429e+00
7.18137800e+00	1.27253060e+00	7.88343265e+00
7.19135700e+00	9.80063500e-01	7.72924584e+00
7.20133600e+00	4.72620700e-01	7.44793254e+00
7.21131500e+00	7.26648300e-01	7.59458080e+00
7.22129300e+00	7.00843900e-01	7.56909665e+00
7.23127200e+00	7.90047800e-01	7.58003617e+00
7.24125100e+00	6.40882700e-01	7.54368514e+00
7.25123000e+00	5.96315500e-01	7.51695313e+00
7.26120900e+00	8.19605900e-01	7.61785334e+00
7.27118800e+00	9.16328200e-01	7.68773213e+00
7.28116700e+00	1.16153120e+00	7.86445924e+00
7.29114500e+00	9.11690600e-01	7.72276090e+00
7.30112400e+00	9.04642700e-01	7.70332243e+00
7.31110300e+00	1.01279280e+00	7.81531434e+00
7.32108200e+00	8.77398500e-01	7.73270080e+00
7.33106100e+00	1.11180930e+00	7.87400771e+00
7.34104000e+00	1.06197230e+00	7.83435529e+00
7.35101900e+00	7.70006800e-01	7.61934568e+00
7.36099700e+00	9.30692100e-01	7.76683004e+00
7.37097600e+00	1.02655730e+00	7.82364738e+00
7.38095500e+00	6.04453200e-01	7.61285343e+00
7.39093400e+00	6.74657500e-01	1.79726681e-01
7.40091300e+00	1.21808520e+00	1.90518288e-01
7.41089200e+00	8.23304200e-01	1.82237771e-01
7.42087000e+00	1.19345100e+00	1.91729814e-01
7.43084900e+00	7.99743100e-01	1.80480856e-01
7.44082800e+00	5.56829300e-01	1.79333823e-01
7.45080700e+00	6.65545500e-01	1.78364923e-01
7.46078600e+00	9.65037700e-01	7.85128074e+00
7.47076500e+00	9.81108800e-01	7.83157640e+00
7.48074400e+00	8.85991900e-01	1.86470016e-01
7.49072200e+00	9.10974600e-01	1.85807872e-01
7.50070100e+00	8.56486000e-01	1.83040398e-01
7.51068000e+00	9.32383500e-01	1.86365563e-01
7.52065900e+00	1.08325290e+00	7.90920223e+00
7.53063800e+00	1.12834760e+00	7.93779096e+00
7.54061700e+00	1.30967880e+00	8.04573440e+00
7.55059600e+00	9.34465400e-01	7.83519328e+00
7.56057400e+00	7.11699400e-01	7.69004322e+00
7.57055300e+00	5.19678200e-01	7.54556606e+00
7.58053200e+00	6.39935700e-01	7.72168563e+00
7.59051100e+00	8.32012600e-01	7.80215944e+00
7.60049000e+00	1.06609160e+00	7.95923345e+00
7.61046900e+00	8.77327300e-01	7.84237799e+00
7.62044800e+00	1.07081440e+00	8.00187606e+00
7.63042600e+00	1.01864750e+00	7.92778458e+00
7.64040500e+00	8.66174300e-01	7.82557604e+00
7.65038400e+00	3.93865200e-01	1.75641521e-01
7.66036300e+00	5.91918100e-01	7.72278321e+00
7.67034200e+00	8.24499100e-01	7.82134878e+00
7.68032100e+00	7.27717300e-01	1.84002273e-01
7.69030000e+00	1.03627780e+00	1.91157538e-01
7.70027800e+00	9.80238300e-01	1.87094529e-01
7.71025700e+00	8.23749400e-01	1.86271002e-01
7.72023600e+00	9.13152900e-01	7.89640789e+00
7.73021500e+00	7.84749900e-01	7.78517323e+00
7.74019400e+00	7.34172300e-01	1.83445855e-01
7.75017300e+00	7.49971300e-01	1.85029590e-01
7.76015100e+00	8.86483600e-01	1.89749484e-01
7.77013000e+00	1.20270870e+00	1.95143334e-01
7.78010900e+00	6.78455000e-01	1.82510066e-01
7.79008800e+00	1.16988850e+00	1.93842544e-01
7.80006700e+00	9.00006100e-01	1.90052965e-01
7.81004600e+00	9.55387700e-01	1.90000094e-01
7.82002500e+00	8.74193700e-01	1.88409122e-01
7.83000300e+00	1.01569480e+00	1.91590431e-01
7.83998200e+00	1.05340990e+00	7.99572398e+00
7.84996100e+00	1.10710960e+00	7.99397248e+00
7.85994000e+00	1.07118790e+00	1.94816666e-01
7.86991900e+00	8.48209200e-01	1.88589163e-01
7.87989800e+00	9.30458500e-01	1.90027443e-01
7.88987700e+00	7.78534800e-01	1.87416001e-01
7.89985500e+00	6.11635200e-01	7.79481507e+00
7.90983400e+00	7.91546700e-01	7.89018408e+00
7.91981300e+00	8.39005300e-01	1.87295923e-01
7.92979200e+00	1.04080790e+00	1.94787492e-01
7.93977100e+00	5.82046400e-01	1.83129711e-01
7.94975000e+00	8.42639400e-01	1.87288005e-01
7.95972900e+00	6.96951100e-01	7.87896730e+00
7.96970700e+00	9.14714700e-01	7.96817874e+00
7.97968600e+00	1.10953710e+00	8.10830429e+00
7.98966500e+00	8.81650800e-01	1.91076325e-01
7.99964400e+00	6.32495000e-01	1.83272836e-01
8.00962300e+00	6.67345200e-01	1.86611238e-01
8.01960200e+00	4.79255800e-01	1.81421793e-01
8.02958100e+00	8.89167000e-01	1.90567232e-01
8.03955900e+00	5.37045800e-01	1.83449152e-01
8.04953800e+00	1.00884470e+00	1.91805619e-01
8.05951700e+00	5.39654400e-01	1.84909262e-01
8.06949600e+00	7.94205600e-01	1.88811357e-01
8.07947500e+00	6.03554300e-01	1.84918483e-01
8.08945400e+00	6.24991500e-01	1.87469293e-01
8.09943300e+00	1.09254000e+00	1.95393661e-01
8.10941100e+00	9.77149500e-01	1.94631271e-01
8.11939000e+00	6.35821900e-01	1.86725782e-01
8.12936900e+00	1.07148410e+00	8.15404507e+00
8.13934800e+00	1.16101500e+00	8.20146638e+00
8.14932700e+00	1.00714370e+00	1.93524701e-01
8.15930600e+00	8.21741900e-01	1.91822702e-01
8.16928400e+00	5.26179700e-01	1.84227670e-01
8.17926300e+00	8.55418600e-01	1.91392735e-01
8.18924200e+00	9.91678200e-01	1.94245164e-01
8.19922100e+00	1.01351260e+00	1.96850426e-01
8.20920000e+00	6.65360900e-01	1.87505879e-01
8.21917900e+00	9.20557700e-01	1.93015145e-01
8.22915800e+00	1.09848840e+00	1.96819137e-01
8.23913600e+00	9.16835900e-01	1.94380942e-01
8.24911500e+00	1.21756750e+00	1.97596494e-01
8.25909400e+00	9.40825100e-01	1.93972230e-01
8.26907300e+00	1.23800720e+00	1.99038397e-01
8.27905200e+00	7.50753000e-01	1.91279366e-01
8.28903100e+00	9.11257000e-01	8.07423993e+00
8.29901000e+00	4.00889700e-01	7.82699602e+00
8.30898800e+00	8.84941100e-01	1.93836377e-01
8.31896700e+00	7.93522900e-01	1.90259263e-01
8.32894600e+00	1.04575420e+00	1.96233240e-01
8.33892500e+00	7.72433100e-01	1.91483238e-01
8.34890400e+00	1.00416490e+00	1.95482212e-01
8.35888300e+00	1.39478180e+00	2.04313424e-01
8.36886200e+00	8.13442200e-01	1.92895654e-01
8.37884000e+00	6.95398900e-01	8.00001792e+00
8.38881900e+00	1.11230050e+00	8.22894659e+00
8.39879800e+00	7.50196000e-01	8.03324439e+00
8.40877700e+00	1.13836050e+00	8.22253726e+00
8.41875600e+00	1.21471910e+00	8.28204443e+00
8.42873500e+00	1.03232760e+00	8.21825650e+00
8.43871400e+00	8.19617100e-01	8.07526459e+00
8.44869200e+00	9.83956900e-01	1.95064772e-01
8.45867100e+00	7.67845300e-01	1.91773981e-01
8.46865000e+00	6.97524400e-01	1.92019550e-01
8.47862900e+00	9.81151900e-01	8.17463762e+00
8.48860800e+00	7.12750000e-01	7.99031870e+00
8.49858700e+00	9.00913600e-01	8.16972124e+00
8.50856600e+00	1.03826030e+00	8.24411263e+00
8.51854400e+00	6.68436300e-01	8.04131369e+00
8.52852300e+00	8.57135200e-01	8.12802192e+00
8.53850200e+00	6.51912200e-01	8.00880232e+00
8.54848100e+00	1.25118250e+00	8.37688103e+00
8.55846000e+00	9.97097100e-01	8.23122052e+00
8.56843900e+00	1.52240780e+00	8.52295613e+00
8.57841700e+00	8.82934600e-01	1.94113741e-01
8.58839600e+00	1.24924760e+00	2.03164835e-01
8.59837500e+00	1.06569460e+00	8.27043511e+00
8.60835400e+00	8.33961600e-01	8.19974676e+00
8.61833300e+00	9.52347200e-01	1.94686947e-01
8.62831200e+00	1.13407130e+00	2.02045268e-01
8.63829100e+00	7.70292700e-01	1.94795248e-01
8.64826900e+00	6.93121800e-01	1.91333459e-01
8.65824800e+00	1.26582480e+00	2.03372598e-01
8.66822700e+00	7.15235000e-01	1.95279154e-01
8.67820600e+00	8.83075400e-01	1.96105938e-01
8.68818500e+00	1.17894180e+00	2.00744351e-01
8.69816400e+00	8.14590600e-01	1.96001666e-01
8.70814300e+00	9.65627900e-01	1.98782255e-01
8.71812100e+00	8.81367700e-01	1.97337786e-01
8.72810000e+00	8.11243900e-01	1.95926438e-01
8.73807900e+00	1.04241200e+00	8.35214614e+00
8.74805800e+00	1.01902760e+00	8.30192639e+00
8.75803700e+00	1.12769610e+00	2.01059350e-01
8.76801600e+00	1.30099000e+00	2.04726097e-01
8.77799500e+00	1.35405380e+00	2.06235726e-01
8.78797300e+00	6.07182700e-01	1.93645924e-01
8.79795200e+00	7.93643100e-01	1.95613565e-01
8.80793100e+00	8.07903900e-01	8.22466130e+00
8.81791000e+00	1.22421090e+00	8.45803924e+00
8.82788900e+00	1.00182300e+00	8.34625280e+00
8.83786800e+00	1.12829850e+00	8.41528057e+00
8.84784700e+00	1.03797250e+00	2.00460788e-01
8.85782500e+00	9.21498500e-01	8.30863838e+00
8.86780400e+00	5.98056500e-01	8.12761160e+00
8.87778300e+00	1.14023200e+00	8.44597894e+00
8.88776200e+00	9.36340600e-01	8.29624493e+00
8.89774100e+00	8.26517000e-01	1.96609397e-01
8.90772000e+00	8.65134900e-01	1.96649031e-01
8.91769900e+00	8.10257400e-01	1.96071087e-01
8.92767700e+00	1.01529130e+00	2.00434068e-01
8.93765600e+00	1.05116910e+00	2.02300323e-01
8.94763500e+00	9.16782900e-01	8.33257669e+00
8.95761400e+00	1.20623110e+00	8.45168628e+00
8.96759300e+00	9.06045300e-01	1.97533156e-01
8.97757200e+00	1.12061890e+00	2.04976254e-01
8.98755000e+00	9.36603800e-01	1.99085628e-01
8.99752900e+00	6.32948700e-01	1.92502926e-01
9.00750800e+00	6.57453500e-01	1.95307332e-01
9.01748700e+00	1.04219170e+00	2.02747703e-01
9.02746600e+00	7.94219800e-01	1.96027089e-01
9.03744500e+00	8.68612800e-01	1.97935051e-01
9.04742400e+00	9.58931000e-01	2.03651346e-01
9.05740200e+00	9.24306100e-01	8.34324279e+00
9.06738100e+00	6.73143200e-01	8.27813609e+00
9.07736000e+00	1.40069220e+00	2.10730833e-01
9.08733900e+00	1.06009780e+00	2.02675798e-01
9.09731800e+00	8.74472200e-01	2.00654106e-01
9.10729700e+00	7.09331300e-01	1.98765514e-01
9.11727600e+00	1.43181830e+00	2.10597059e-01
9.12725400e+00	1.36488670e+00	2.08531791e-01
9.13723300e+00	6.77994400e-01	1.97328798e-01
9.14721200e+00	1.09885300e+00	2.03742631e-01
9.15719100e+00	1.08493860e+00	2.03468250e-01
9.16717000e+00	1.20150720e+00	2.06642680e-01
9.17714900e+00	1.23697940e+00	2.07398302e-01
9.18712800e+00	9.76976100e-01	2.01016575e-01
9.19710600e+00	5.76265900e-01	8.15681280e+00
9.20708500e+00	8.46987000e-01	8.38143145e+00
9.21706400e+00	1.27261090e+00	8.58493874e+00
9.22704300e+00	9.88875300e-01	2.03475315e-01
9.23702200e+00	1.25405920e+00	2.08907199e-01
9.24700100e+00	1.07512870e+00	2.03204603e-01
9.25698000e+00	8.31744900e-01	2.01017921e-01
9.26695800e+00	1.14953420e+00	2.07524675e-01
9.27693700e+00	1.23277810e+00	2.07171306e-01
9.28691600e+00	1.08389120e+00	8.49791683e+00
9.29689500e+00	1.26364210e+00	8.64162554e+00
9.30687400e+00	1.65900740e+00	8.83166646e+00
9.31685300e+00	9.74744300e-01	8.52297241e+00
9.32683200e+00	1.04622890e+00	2.06901730e-01
9.33681000e+00	1.01992260e+00	2.03815272e-01
9.34678900e+00	7.26610800e-01	1.99309203e-01
9.35676800e+00	1.10837860e+00	2.06874449e-01
9.36674700e+00	8.29501400e-01	2.01496379e-01
9.37672600e+00	1.12223850e+00	2.06963494e-01
9.38670500e+00	1.30494520e+00	8.67017867e+00
9.39668300e+00	1.15038040e+00	8.60103416e+00
9.40666200e+00	1.04537560e+00	2.06189078e-01
9.41664100e+00	1.06804660e+00	2.05201847e-01
9.42662000e+00	1.15586810e+00	2.07125828e-01
9.43659900e+00	1.27821340e+00	2.09412185e-01
9.44657800e+00	6.60932300e-01	1.97819617e-01
9.45655700e+00	1.26883680e+00	2.09874158e-01
9.46653500e+00	1.23068730e+00	2.08667215e-01
9.47651400e+00	1.37314820e+00	2.13572415e-01
9.48649300e+00	6.50381400e-01	1.99771648e-01
9.49647200e+00	1.10572150e+00	2.06396401e-01
9.50645100e+00	1.12507110e+00	2.08680830e-01
9.51643000e+00	8.93150300e-01	2.04501814e-01
9.52640900e+00	9.65648300e-01	2.04042807e-01
9.53638700e+00	1.07028900e+00	2.10043159e-01
9.54636600e+00	5.88098700e-01	1.98081203e-01
9.55634500e+00	1.21749870e+00	2.09968087e-01
9.56632400e+00	1.31721820e+00	2.14125573e-01
9.57630300e+00	1.07374890e+00	2.07700282e-01
9.58628200e+00	7.89221500e-01	2.00609528e-01
9.59626100e+00	1.09555170e+00	8.61767368e+00
9.60623900e+00	1.13097950e+00	8.65585225e+00
9.61621800e+00	1.26027260e+00	8.70598280e+00
9.62619700e+00	1.13246220e+00	2.09920414e-01
9.63617600e+00	1.26610260e+00	2.13811010e-01
9.64615500e+00	1.16765560e+00	2.08274516e-01
9.65613400e+00	9.85284600e-01	2.06850092e-01
9.66611300e+00	1.48736970e+00	2.17127345e-01
9.67609100e+00	7.07736200e-01	1.98450419e-01
9.68607000e+00	7.64072300e-01	2.03290828e-01
9.69604900e+00	1.09031890e+00	2.09542193e-01
9.70602800e+00	8.32259100e-01	2.03310063e-01
9.71600700e+00	9.87084700e-01	2.07719462e-01
9.72598600e+00	1.32430600e+00	2.14521216e-01
9.73596400e+00	7.28657500e-01	8.51635129e+00
9.74594300e+00	1.14909680e+00	8.72088125e+00
9.75592200e+00	1.29156080e+00	8.77252601e+00
9.76590100e+00	9.33840500e-01	2.05932124e-01
9.77588000e+00	9.69042200e-01	8.66508806e+00
9.78585900e+00	1.17803670e+00	8.76141485e+00
9.79583800e+00	7.75148800e-01	2.02479038e-01
9.80581600e+00	1.00261590e+00	2.10504671e-01
9.81579500e+00	1.54913230e+00	2.17747768e-01
9.82577400e+00	7.87168100e-01	2.04616759e-01
9.83575300e+00	8.59329500e-01	2.05756744e-01
9.84573200e+00	1.01713980e+00	2.10018995e-01
9.85571100e+00	7.11888200e-01	2.01395793e-01
9.86569000e+00	1.55328130e+00	2.19222295e-01
9.87566800e+00	1.44288720e+00	2.19286343e-01
9.88564700e+00	1.22674020e+00	2.10700018e-01
9.89562600e+00	1.15452930e+00	2.13121279e-01
9.90560500e+00	1.26676060e+00	2.13810644e-01
9.91558400e+00	9.65681500e-01	2.05956306e-01
9.92556300e+00	1.25179790e+00	2.15934696e-01
9.93554200e+00	9.29215100e-01	2.10130830e-01
9.94552000e+00	7.15331900e-01	2.02169018e-01
9.95549900e+00	1.00631920e+00	2.09893534e-01
9.96547800e+00	8.89189400e-01	2.09134313e-01
9.97545700e+00	1.41506500e+00	8.94962482e+00
9.98543600e+00	8.76743300e-01	8.68867525e+00
9.99541500e+00	1.18516480e+00	8.84978589e+00
1.00053900e+01	1.18559340e+00	2.14384059e-01
1.00153700e+01	8.78174100e-01	8.72442335e+00
1.00253500e+01	1.02443500e+00	8.84034233e+00
1.00353300e+01	9.89059000e-01	8.81531481e+00
1.00453100e+01	1.33970970e+00	8.92931502e+00
1.00552900e+01	1.05269200e+00	8.89856629e+00
1.00652700e+01	8.24760000e-01	2.09616610e-01
1.00752500e+01	9.87556900e-01	2.21270753e-01
1.00852200e+01	1.26580130e+00	2.31359758e-01
1.00952000e+01	1.11574810e+00	8.90768493e+00
1.01051800e+01	7.47613900e-01	2.27756035e-01
1.01151600e+01	9.07282700e-01	2.31438736e-01
1.01251400e+01	1.15547590e+00	8.90757435e+00
1.01351200e+01	8.03479900e-01	8.71760913e+00
1.01451000e+01	9.86109000e-01	2.42327597e-01
1.01550800e+01	1.08529650e+00	2.49985742e-01
1.01650600e+01	8.93788400e-01	2.46972098e-01
1.01750300e+01	1.44091820e+00	2.58867384e-01
1.01850100e+01	1.09574720e+00	2.58322868e-01
1.01949900e+01	6.17648900e-01	2.48913906e-01
1.00000000e+03	0.00000000e+00	0.00000000e+00
