q[nm-1]	I(q)[sr-1]_sub(Lyso_Lyso_3_000_350.dat_00001_[]-Lyso_Buffer_000_350.dat_00001_[])	error
5.17562800e+00	-7.51437000e-01	7.87110808e+00
5.18560700e+00	-6.29781000e-01	7.94577458e+00
5.19558600e+00	-5.98058000e-01	7.80463959e+00
5.20556500e+00	-7.46273000e-01	7.90753371e+00
5.21554400e+00	-6.61014000e-01	7.91273052e+00
5.22552300e+00	-7.99777000e-01	8.00404166e+00
5.23550200e+00	-6.47795000e-01	8.04075929e+00
5.24548000e+00	-9.16218000e-01	7.91520096e+00
5.25545900e+00	-7.96106000e-01	8.00584905e+00
5.26543800e+00	-7.48286000e-01	7.98290702e+00
5.27541700e+00	-8.40135000e-01	8.00668323e+00
5.28539600e+00	-8.03277000e-01	7.99408386e+00
5.29537500e+00	-8.24560000e-01	7.99676656e+00
5.30535400e+00	-6.09248000e-01	7.91702193e+00
5.31533200e+00	-8.48759000e-01	8.05556820e+00
5.32531100e+00	-8.23607000e-01	7.97822073e+00
5.33529000e+00	-7.92779000e-01	7.91462436e+00
5.34526900e+00	-7.94743000e-01	7.97655405e+00
5.35524800e+00	-8.47482000e-01	8.03756462e+00
5.36522700e+00	-6.43568000e-01	7.97173165e+00
5.37520500e+00	-8.71858000e-01	8.01294962e+00
5.38518400e+00	-7.12433000e-01	8.04061789e+00
5.39516300e+00	-8.45737000e-01	8.04903801e+00
5.40514200e+00	-7.34177000e-01	8.07793675e+00
5.41512100e+00	-6.47062000e-01	8.05744495e+00
5.42510000e+00	-7.88414000e-01	8.04923078e+00
5.43507900e+00	-8.36387000e-01	8.06210870e+00
5.44505700e+00	-8.28849000e-01	8.06406429e+00
5.45503600e+00	-7.91536000e-01	8.11165065e+00
5.46501500e+00	-8.78985000e-01	8.08961029e+00
5.47499400e+00	-1.00179400e+00	7.98746134e+00
5.48497300e+00	-8.41714000e-01	8.04502348e+00
5.49495200e+00	-7.80386000e-01	8.06007051e+00
5.50493100e+00	-7.37380000e-01	8.12541509e+00
5.51490900e+00	-8.10469000e-01	8.04839886e+00
5.52488800e+00	-7.45998000e-01	8.10750825e+00
5.53486700e+00	-7.86817000e-01	8.11580203e+00
5.54484600e+00	-6.64095000e-01	8.05294246e+00
5.55482500e+00	-7.34598000e-01	8.07062384e+00
5.56480400e+00	-8.77281000e-01	8.10833157e+00
5.57478300e+00	-7.11693000e-01	8.08615975e+00
5.58476100e+00	-8.69715000e-01	8.03621377e+00
5.59474000e+00	-8.00349000e-01	8.17558233e+00
5.60471900e+00	-7.59372000e-01	8.15935849e+00
5.61469800e+00	-9.57137000e-01	8.22816407e+00
5.62467700e+00	-7.06216000e-01	8.12484041e+00
5.63465600e+00	-9.59897000e-01	8.09153536e+00
5.64463500e+00	-6.09447000e-01	8.08279577e+00
5.65461300e+00	-7.53678000e-01	8.09473325e+00
5.66459200e+00	-6.46561000e-01	8.14984133e+00
5.67457100e+00	-9.58327000e-01	8.09600474e+00
5.68455000e+00	-7.76769000e-01	8.10434123e+00
5.69452900e+00	-6.83957000e-01	8.09009722e+00
5.70450800e+00	-7.62629000e-01	8.23851724e+00
5.71448700e+00	-7.44319000e-01	8.09886575e+00
5.72446500e+00	-6.35985000e-01	8.10536242e+00
5.73444400e+00	-7.43961000e-01	8.23416622e+00
5.74442300e+00	-7.77855000e-01	8.16635275e+00
5.75440200e+00	-9.55659000e-01	8.19992918e+00
5.76438100e+00	-9.24166000e-01	8.14119326e+00
5.77436000e+00	-9.20395000e-01	8.22500803e+00
5.78433800e+00	-7.78678000e-01	8.20247733e+00
5.79431700e+00	-9.55383000e-01	8.21577068e+00
5.80429600e+00	-9.30405000e-01	8.15675413e+00
5.81427500e+00	-7.18395000e-01	8.17908787e+00
5.82425400e+00	-1.02165500e+00	8.22358956e+00
5.83423300e+00	-8.40709000e-01	8.19930819e+00
5.84421200e+00	-7.89789000e-01	8.21462610e+00
5.85419000e+00	-8.30718000e-01	8.26932637e+00
5.86416900e+00	-7.75719000e-01	8.21027223e+00
5.87414800e+00	-7.23093000e-01	8.28343266e+00
5.88412700e+00	-7.69700000e-01	8.23818302e+00
5.89410600e+00	-6.99221000e-01	8.28135813e+00
5.90408500e+00	-7.51226000e-01	8.25765024e+00
5.91406400e+00	-8.83585000e-01	8.32523956e+00
5.92404200e+00	-7.54018000e-01	8.29150455e+00
5.93402100e+00	-7.55338000e-01	8.27592122e+00
5.94400000e+00	-7.87555000e-01	8.23697222e+00
5.95397900e+00	-7.57177000e-01	8.33967158e+00
5.96395800e+00	-7.89418000e-01	8.34034343e+00
5.97393700e+00	-8.12179000e-01	8.36959422e+00
5.98391600e+00	-7.21985000e-01	8.31330898e+00
5.99389400e+00	-7.16066000e-01	8.28754128e+00
6.00387300e+00	-8.71950000e-01	8.32809117e+00
6.01385200e+00	-8.31695000e-01	8.31711743e+00
6.02383100e+00	-7.23943000e-01	8.32120511e+00
6.03381000e+00	-8.50072000e-01	8.34720510e+00
6.04378900e+00	-9.45878000e-01	8.36633737e+00
6.05376800e+00	-7.42526000e-01	8.34944649e+00
6.06374600e+00	-7.76329000e-01	8.23666843e+00
6.07372500e+00	-8.60935000e-01	8.30393583e+00
6.08370400e+00	-7.09748000e-01	8.35820183e+00
6.09368300e+00	-7.28807000e-01	8.38312942e+00
6.10366200e+00	-7.88806000e-01	8.39815300e+00
6.11364100e+00	-9.93850000e-01	8.31457798e+00
6.12362000e+00	-8.64973000e-01	8.28726426e+00
6.13359800e+00	-9.08625000e-01	8.36122452e+00
6.14357700e+00	-8.41310000e-01	8.35582153e+00
6.15355600e+00	-7.99115000e-01	8.28626813e+00
6.16353500e+00	-7.20657000e-01	8.33817823e+00
6.17351400e+00	-7.72636000e-01	8.29082742e+00
6.18349300e+00	-7.88872000e-01	8.36996744e+00
6.19347100e+00	-9.94569000e-01	8.41162652e+00
6.20345000e+00	-9.20784000e-01	8.35851637e+00
6.21342900e+00	-9.53799000e-01	8.33471132e+00
6.22340800e+00	-1.06592600e+00	8.48350199e+00
6.23338700e+00	-8.38392000e-01	8.49179204e+00
6.24336600e+00	-8.79520000e-01	8.39390228e+00
6.25334500e+00	-9.00126000e-01	8.32137055e+00
6.26332300e+00	-1.01913000e+00	8.44755912e+00
6.27330200e+00	-8.10569000e-01	8.38094897e+00
6.28328100e+00	-9.04504000e-01	8.38545788e+00
6.29326000e+00	-8.79348000e-01	8.45234547e+00
6.30323900e+00	-7.39374000e-01	8.48488874e+00
6.31321800e+00	-9.71724000e-01	8.51901389e+00
6.32319700e+00	-8.41433000e-01	8.51752835e+00
6.33317500e+00	-9.31058000e-01	8.44492985e+00
6.34315400e+00	-8.53135000e-01	8.32740459e+00
6.35313300e+00	-1.05001200e+00	8.46479246e+00
6.36311200e+00	-8.22442000e-01	8.40881645e+00
6.37309100e+00	-7.90576000e-01	8.42265153e+00
6.38307000e+00	-8.40496000e-01	8.54411974e+00
6.39304900e+00	-9.83060000e-01	8.46515906e+00
6.40302700e+00	-8.11529000e-01	8.32342420e+00
6.41300600e+00	-8.83000000e-01	8.46609626e+00
6.42298500e+00	-8.64459000e-01	8.50595331e+00
6.43296400e+00	-9.63498000e-01	8.53914254e+00
6.44294300e+00	-8.49271000e-01	8.52799442e+00
6.45292200e+00	-9.49644000e-01	8.49020445e+00
6.46290100e+00	-9.84680000e-01	8.52146138e+00
6.47287900e+00	-8.23774000e-01	8.53493123e+00
6.48285800e+00	-9.15868000e-01	8.52077685e+00
6.49283700e+00	-9.71077000e-01	8.44561501e+00
6.50281600e+00	-7.98211000e-01	8.62367398e+00
6.51279500e+00	-9.29488000e-01	8.51730893e+00
6.52277400e+00	-1.05519400e+00	8.56883667e+00
6.53275300e+00	-1.02002700e+00	8.48656124e+00
6.54273100e+00	-8.60805000e-01	8.56479767e+00
6.55271000e+00	-9.32121000e-01	8.45237277e+00
6.56268900e+00	-1.01352000e+00	8.57708255e+00
6.57266800e+00	-9.90342000e-01	8.55531520e+00
6.58264700e+00	-8.90081000e-01	8.52128355e+00
6.59262600e+00	-9.45265000e-01	8.63002159e+00
6.60260400e+00	-8.30819000e-01	8.51288408e+00
6.61258300e+00	-8.53125000e-01	8.58680519e+00
6.62256200e+00	-9.70869000e-01	8.58788656e+00
6.63254100e+00	-9.00103000e-01	8.57752399e+00
6.64252000e+00	-9.30070000e-01	8.49781518e+00
6.65249900e+00	-9.51760000e-01	8.53535769e+00
6.66247800e+00	-9.81638000e-01	8.63944763e+00
6.67245600e+00	-9.46704000e-01	8.60532476e+00
6.68243500e+00	-1.01032200e+00	8.65777324e+00
6.69241400e+00	-7.64485000e-01	8.62034526e+00
6.70239300e+00	-8.97003000e-01	8.63959912e+00
6.71237200e+00	-8.37759000e-01	8.55994702e+00
6.72235100e+00	-9.83311000e-01	8.68649109e+00
6.73233000e+00	-8.76746000e-01	8.61285574e+00
6.74230800e+00	-9.90611000e-01	8.57882184e+00
6.75228700e+00	-9.66749000e-01	8.57241879e+00
6.76226600e+00	-8.05873000e-01	8.54888156e+00
6.77224500e+00	-9.94802000e-01	8.55521990e+00
6.78222400e+00	-1.03012400e+00	8.60527962e+00
6.79220300e+00	-9.13281000e-01	8.59831433e+00
6.80218200e+00	-1.06266400e+00	8.60019260e+00
6.81216000e+00	-1.12810000e+00	8.71185657e+00
6.82213900e+00	-9.11115000e-01	8.67772408e+00
6.83211800e+00	-9.79380000e-01	8.74152278e+00
6.84209700e+00	-8.47729000e-01	8.66081104e+00
6.85207600e+00	-9.38315000e-01	8.59970057e+00
6.86205500e+00	-9.06816000e-01	8.80433565e+00
6.87203400e+00	-1.13610000e+00	8.64478086e+00
6.88201200e+00	-1.04279500e+00	8.64462549e+00
6.89199100e+00	-8.84940000e-01	8.73439775e+00
6.90197000e+00	-8.33861000e-01	8.60506164e+00
6.91194900e+00	-1.01510900e+00	8.70904263e+00
6.92192800e+00	-9.51356000e-01	8.65641241e+00
6.93190700e+00	-8.85781000e-01	8.74357202e+00
6.94188600e+00	-8.99913000e-01	8.68407687e+00
6.95186400e+00	-1.04072800e+00	8.70287372e+00
6.96184300e+00	-1.01946900e+00	8.67435976e+00
6.97182200e+00	-1.11114400e+00	8.76802117e+00
6.98180100e+00	-8.83518000e-01	8.70808075e+00
6.99178000e+00	-1.16385400e+00	8.72114459e+00
7.00175900e+00	-1.05150300e+00	8.74288852e+00
7.01173700e+00	-8.61657000e-01	8.74374589e+00
7.02171600e+00	-1.02067300e+00	8.82056444e+00
7.03169500e+00	-1.20876400e+00	8.79488023e+00
7.04167400e+00	-1.02799400e+00	8.79396632e+00
7.05165300e+00	-9.87324000e-01	8.82900255e+00
7.06163200e+00	-8.40957000e-01	8.84473612e+00
7.07161100e+00	-1.12849800e+00	8.82059714e+00
7.08158900e+00	-1.05796500e+00	8.77677846e+00
7.09156800e+00	-9.52392000e-01	8.78732888e+00
7.10154700e+00	-8.83066000e-01	8.69596630e+00
7.11152600e+00	-9.67823000e-01	8.75331651e+00
7.12150500e+00	-1.05053300e+00	8.75345663e+00
7.13148400e+00	-1.07585800e+00	8.79740320e+00
7.14146300e+00	-1.04383100e+00	8.79512031e+00
7.15144100e+00	-1.13958100e+00	8.87616983e+00
7.16142000e+00	-1.11923900e+00	8.82144782e+00
7.17139900e+00	-1.11434900e+00	8.81203836e+00
7.18137800e+00	-9.36352000e-01	8.76747539e+00
7.19135700e+00	-1.06349600e+00	8.84961217e+00
7.20133600e+00	-1.05922000e+00	8.87762515e+00
7.21131500e+00	-1.11052500e+00	8.86402921e+00
7.22129300e+00	-9.07199000e-01	8.75533043e+00
7.23127200e+00	-1.12637100e+00	8.95117773e+00
7.24125100e+00	-1.03670400e+00	8.81571972e+00
7.25123000e+00	-1.13304200e+00	8.77845732e+00
7.26120900e+00	-1.11454100e+00	8.81367534e+00
7.27118800e+00	-1.22659600e+00	8.72365436e+00
7.28116700e+00	-1.13837600e+00	8.84761429e+00
7.29114500e+00	-1.06362400e+00	8.83223636e+00
7.30112400e+00	-1.08332400e+00	8.98673178e+00
7.31110300e+00	-1.10557900e+00	8.91208166e+00
7.32108200e+00	-9.93298000e-01	8.86700197e+00
7.33106100e+00	-9.95241000e-01	8.97631581e+00
7.34104000e+00	-1.16390000e+00	8.92737049e+00
7.35101900e+00	-9.63483000e-01	8.90514776e+00
7.36099700e+00	-9.87171000e-01	8.86072344e+00
7.37097600e+00	-1.16344700e+00	8.93123960e+00
7.38095500e+00	-1.12760800e+00	8.94793028e+00
7.39093400e+00	-1.10866900e+00	1.03847547e-01
7.40091300e+00	-8.72973000e-01	1.03930888e-01
7.41089200e+00	-1.08292800e+00	1.03171748e-01
7.42087000e+00	-8.71756000e-01	1.04831801e-01
7.43084900e+00	-9.94222000e-01	1.01763448e-01
7.44082800e+00	-1.04810000e+00	1.04243435e-01
7.45080700e+00	-9.48772000e-01	1.04256182e-01
7.46078600e+00	-1.10491000e+00	8.96030177e+00
7.47076500e+00	-1.25336600e+00	8.94213692e+00
7.48074400e+00	-1.10571700e+00	1.04651110e-01
7.49072200e+00	-9.27512000e-01	1.03833704e-01
7.50070100e+00	-9.31210000e-01	1.04649632e-01
7.51068000e+00	-1.13696500e+00	1.04869243e-01
7.52065900e+00	-1.19003600e+00	8.96740776e+00
7.53063800e+00	-1.03671300e+00	8.91649052e+00
7.54061700e+00	-1.00877000e+00	8.99437499e+00
7.55059600e+00	-1.07542000e+00	9.11035415e+00
7.56057400e+00	-9.04066000e-01	9.02013692e+00
7.57055300e+00	-1.09681600e+00	8.96073891e+00
7.58053200e+00	-1.15532300e+00	9.04281251e+00
7.59051100e+00	-1.21333200e+00	8.96403121e+00
7.60049000e+00	-1.14443400e+00	9.03400387e+00
7.61046900e+00	-1.08054900e+00	9.02951409e+00
7.62044800e+00	-1.21924900e+00	9.01345999e+00
7.63042600e+00	-1.08705500e+00	9.02308599e+00
7.64040500e+00	-1.07500700e+00	9.13334567e+00
7.65038400e+00	-1.32687700e+00	1.03071158e-01
7.66036300e+00	-1.01689900e+00	9.05131078e+00
7.67034200e+00	-1.13091800e+00	9.12233047e+00
7.68032100e+00	-1.28122000e+00	1.02164318e-01
7.69030000e+00	-1.20784200e+00	1.03770269e-01
7.70027800e+00	-1.04463800e+00	1.03447040e-01
7.71025700e+00	-1.03876500e+00	1.04234713e-01
7.72023600e+00	-9.89062000e-01	9.15198761e+00
7.73021500e+00	-1.09257000e+00	9.01595215e+00
7.74019400e+00	-1.14515600e+00	1.03531354e-01
7.75017300e+00	-1.09967400e+00	1.03490512e-01
7.76015100e+00	-1.16872400e+00	1.05706311e-01
7.77013000e+00	-1.18445100e+00	1.07840858e-01
7.78010900e+00	-1.09162600e+00	1.05944442e-01
7.79008800e+00	-1.13427400e+00	1.05601411e-01
7.80006700e+00	-1.19031300e+00	1.04856880e-01
7.81004600e+00	-1.13495900e+00	1.05813537e-01
7.82002500e+00	-1.27977700e+00	1.06352592e-01
7.83000300e+00	-1.05106800e+00	1.06248515e-01
7.83998200e+00	-1.09741900e+00	9.16036278e+00
7.84996100e+00	-1.06778000e+00	9.16849991e+00
7.85994000e+00	-1.18726000e+00	1.06212839e-01
7.86991900e+00	-1.09110400e+00	1.06189109e-01
7.87989800e+00	-1.13056200e+00	1.06531444e-01
7.88987700e+00	-1.17735400e+00	1.03738211e-01
7.89985500e+00	-8.66362000e-01	9.22445740e+00
7.90983400e+00	-1.06201200e+00	9.12318418e+00
7.91981300e+00	-1.28918700e+00	1.04317570e-01
7.92979200e+00	-1.20795600e+00	1.07610970e-01
7.93977100e+00	-1.32374900e+00	1.06337073e-01
7.94975000e+00	-1.24323000e+00	1.05820448e-01
7.95972900e+00	-1.30593100e+00	9.14132681e+00
7.96970700e+00	-1.07381900e+00	9.28335558e+00
7.97968600e+00	-1.28474300e+00	9.20324584e+00
7.98966500e+00	-1.10074300e+00	1.06293133e-01
7.99964400e+00	-1.31488000e+00	1.06770589e-01
8.00962300e+00	-1.20943500e+00	1.07625914e-01
8.01960200e+00	-1.34053000e+00	1.07603099e-01
8.02958100e+00	-1.09109600e+00	1.09865271e-01
8.03955900e+00	-1.28144500e+00	1.05308944e-01
8.04953800e+00	-1.05512800e+00	1.06668737e-01
8.05951700e+00	-1.19307800e+00	1.05834548e-01
8.06949600e+00	-1.27809600e+00	1.05593898e-01
8.07947500e+00	-1.23387200e+00	1.05677443e-01
8.08945400e+00	-1.32871100e+00	1.07855952e-01
8.09943300e+00	-1.44689700e+00	1.08356638e-01
8.10941100e+00	-1.26390600e+00	1.08165764e-01
8.11939000e+00	-1.28972000e+00	1.07384603e-01
8.12936900e+00	-1.21809900e+00	9.20992457e+00
8.13934800e+00	-1.46183100e+00	9.24936966e+00
8.14932700e+00	-1.24786300e+00	1.05273293e-01
8.15930600e+00	-1.38287300e+00	1.07765036e-01
8.16928400e+00	-9.78604000e-01	1.07805088e-01
8.17926300e+00	-1.12622100e+00	1.09116239e-01
8.18924200e+00	-1.25737300e+00	1.06220915e-01
8.19922100e+00	-1.10843800e+00	1.09121676e-01
8.20920000e+00	-1.12367600e+00	1.07858654e-01
8.21917900e+00	-1.31732000e+00	1.08815083e-01
8.22915800e+00	-1.34829300e+00	1.08893862e-01
8.23913600e+00	-1.11044600e+00	1.08376494e-01
8.24911500e+00	-1.02639000e+00	1.09466802e-01
8.25909400e+00	-1.24459400e+00	1.08875686e-01
8.26907300e+00	-1.19275600e+00	1.07793533e-01
8.27905200e+00	-1.33919500e+00	1.07642560e-01
8.28903100e+00	-1.22188600e+00	9.31153225e+00
8.29901000e+00	-1.19279300e+00	9.28911173e+00
8.30898800e+00	-1.39743500e+00	1.09370807e-01
8.31896700e+00	-1.28927700e+00	1.09883081e-01
8.32894600e+00	-1.39882800e+00	1.08168069e-01
8.33892500e+00	-1.00730200e+00	1.09111302e-01
8.34890400e+00	-1.17184800e+00	1.07270205e-01
8.35888300e+00	-1.27058100e+00	1.07660037e-01
8.36886200e+00	-1.22978700e+00	1.08431075e-01
8.37884000e+00	-1.31078700e+00	9.30891174e+00
8.38881900e+00	-1.27509400e+00	9.35007248e+00
8.39879800e+00	-1.27759100e+00	9.45419012e+00
8.40877700e+00	-1.30801200e+00	9.42798896e+00
8.41875600e+00	-1.20523100e+00	9.37859496e+00
8.42873500e+00	-1.16743500e+00	9.43808448e+00
8.43871400e+00	-1.14272200e+00	9.41003472e+00
8.44869200e+00	-1.23345000e+00	1.08397251e-01
8.45867100e+00	-1.29792600e+00	1.11304632e-01
8.46865000e+00	-1.33062400e+00	1.09476833e-01
8.47862900e+00	-1.36009000e+00	9.50764958e+00
8.48860800e+00	-1.45609400e+00	9.38833622e+00
8.49858700e+00	-1.18225400e+00	9.33340991e+00
8.50856600e+00	-9.60934000e-01	9.48384351e+00
8.51854400e+00	-1.34896700e+00	9.37184480e+00
8.52852300e+00	-1.20669000e+00	9.33864735e+00
8.53850200e+00	-1.29396800e+00	9.50715913e+00
8.54848100e+00	-1.44225300e+00	9.53578322e+00
8.55846000e+00	-1.17800500e+00	9.40429953e+00
8.56843900e+00	-1.37772500e+00	9.48904212e+00
8.57841700e+00	-1.27801900e+00	1.09305378e-01
8.58839600e+00	-1.27682100e+00	1.11973113e-01
8.59837500e+00	-1.24870700e+00	9.42644068e+00
8.60835400e+00	-1.44296700e+00	9.44981678e+00
8.61833300e+00	-1.26893700e+00	1.08757803e-01
8.62831200e+00	-1.47791500e+00	1.10740991e-01
8.63829100e+00	-1.24744000e+00	1.11314482e-01
8.64826900e+00	-1.15936900e+00	1.09206081e-01
8.65824800e+00	-1.07635800e+00	1.09406303e-01
8.66822700e+00	-1.20262300e+00	1.12755510e-01
8.67820600e+00	-1.33886100e+00	1.09036870e-01
8.68818500e+00	-1.27279800e+00	1.10088341e-01
8.69816400e+00	-1.25732100e+00	1.11633995e-01
8.70814300e+00	-1.37011300e+00	1.10388393e-01
8.71812100e+00	-1.52852500e+00	1.11370617e-01
8.72810000e+00	-1.45433300e+00	1.11175793e-01
8.73807900e+00	-1.22550900e+00	9.57405006e+00
8.74805800e+00	-1.39651600e+00	9.55149225e+00
8.75803700e+00	-1.19165400e+00	1.11536644e-01
8.76801600e+00	-1.45702000e+00	1.11906812e-01
8.77799500e+00	-1.35920200e+00	1.11255702e-01
8.78797300e+00	-1.34394000e+00	1.12124439e-01
8.79795200e+00	-1.20363200e+00	1.10973689e-01
8.80793100e+00	-1.24624000e+00	9.56565108e+00
8.81791000e+00	-1.38717000e+00	9.65145929e+00
8.82788900e+00	-1.34552800e+00	9.53277318e+00
8.83786800e+00	-1.37315500e+00	9.61012956e+00
8.84784700e+00	-1.34974500e+00	1.14054285e-01
8.85782500e+00	-1.33361200e+00	9.55090618e+00
8.86780400e+00	-1.59889200e+00	9.56584521e+00
8.87778300e+00	-1.57653900e+00	9.58700431e+00
8.88776200e+00	-1.27043200e+00	9.58013665e+00
8.89774100e+00	-1.11843000e+00	1.10010022e-01
8.90772000e+00	-1.38809600e+00	1.11158337e-01
8.91769900e+00	-1.25771500e+00	1.11496356e-01
8.92767700e+00	-1.41008700e+00	1.13916040e-01
8.93765600e+00	-1.30470400e+00	1.12018818e-01
8.94763500e+00	-1.38825100e+00	9.63744029e+00
8.95761400e+00	-1.49132800e+00	9.52572646e+00
8.96759300e+00	-1.22374700e+00	1.11602905e-01
8.97757200e+00	-1.36051900e+00	1.13229122e-01
8.98755000e+00	-1.29253200e+00	1.12756803e-01
8.99752900e+00	-1.46964500e+00	1.13092473e-01
9.00750800e+00	-1.37681200e+00	1.13642620e-01
9.01748700e+00	-1.16732700e+00	1.13520277e-01
9.02746600e+00	-1.38511200e+00	1.11175609e-01
9.03744500e+00	-1.35811700e+00	1.12467575e-01
9.04742400e+00	-1.53341400e+00	1.13281881e-01
9.05740200e+00	-1.34915900e+00	9.63905260e+00
9.06738100e+00	-1.26888100e+00	9.63698132e+00
9.07736000e+00	-1.26446200e+00	1.14055369e-01
9.08733900e+00	-1.49893900e+00	1.13630642e-01
9.09731800e+00	-1.39585300e+00	1.14120470e-01
9.10729700e+00	-1.33856100e+00	1.16126761e-01
9.11727600e+00	-1.36217400e+00	1.12807976e-01
9.12725400e+00	-1.28885800e+00	1.12691658e-01
9.13723300e+00	-1.33974400e+00	1.14488766e-01
9.14721200e+00	-1.38711200e+00	1.13651820e-01
9.15719100e+00	-1.56472800e+00	1.14114795e-01
9.16717000e+00	-1.48253500e+00	1.15715762e-01
9.17714900e+00	-1.34262300e+00	1.14097453e-01
9.18712800e+00	-1.35839100e+00	1.13288962e-01
9.19710600e+00	-1.09322800e+00	9.66137684e+00
9.20708500e+00	-1.50223300e+00	9.76679601e+00
9.21706400e+00	-1.54286100e+00	9.72445708e+00
9.22704300e+00	-1.31553600e+00	1.14112082e-01
9.23702200e+00	-1.47451900e+00	1.14181874e-01
9.24700100e+00	-1.54987300e+00	1.13752464e-01
9.25698000e+00	-1.60664300e+00	1.13922851e-01
9.26695800e+00	-1.17215700e+00	1.15033933e-01
9.27693700e+00	-1.48761500e+00	1.12574124e-01
9.28691600e+00	-1.54163300e+00	9.75709861e+00
9.29689500e+00	-1.36294200e+00	9.71832357e+00
9.30687400e+00	-1.32245400e+00	9.80719458e+00
9.31685300e+00	-1.45047200e+00	9.82958959e+00
9.32683200e+00	-1.43622500e+00	1.17192617e-01
9.33681000e+00	-1.41640100e+00	1.15071517e-01
9.34678900e+00	-1.48703200e+00	1.12883416e-01
9.35676800e+00	-1.32989800e+00	1.15024095e-01
9.36674700e+00	-1.69569700e+00	1.16213458e-01
9.37672600e+00	-1.24083600e+00	1.15825825e-01
9.38670500e+00	-1.37502400e+00	9.84219567e+00
9.39668300e+00	-1.48172000e+00	9.89286273e+00
9.40666200e+00	-1.33943600e+00	1.13946468e-01
9.41664100e+00	-1.54076300e+00	1.14393139e-01
9.42662000e+00	-1.22063900e+00	1.17390513e-01
9.43659900e+00	-1.24970900e+00	1.15567285e-01
9.44657800e+00	-1.40188300e+00	1.14962552e-01
9.45655700e+00	-1.17763900e+00	1.16134997e-01
9.46653500e+00	-1.18105600e+00	1.14978429e-01
9.47651400e+00	-1.35161800e+00	1.16940024e-01
9.48649300e+00	-1.49446400e+00	1.15624095e-01
9.49647200e+00	-1.36235700e+00	1.14529774e-01
9.50645100e+00	-1.53411300e+00	1.16071388e-01
9.51643000e+00	-1.20876900e+00	1.16119962e-01
9.52640900e+00	-1.41979300e+00	1.14807217e-01
9.53638700e+00	-1.29456900e+00	1.18017269e-01
9.54636600e+00	-1.28324500e+00	1.15036419e-01
9.55634500e+00	-1.44729400e+00	1.15996926e-01
9.56632400e+00	-1.30713400e+00	1.17938045e-01
9.57630300e+00	-1.36968800e+00	1.17939641e-01
9.58628200e+00	-1.45079400e+00	1.16058612e-01
9.59626100e+00	-1.63878100e+00	9.91671399e+00
9.60623900e+00	-1.47741200e+00	9.89567293e+00
9.61621800e+00	-1.30111400e+00	9.90955053e+00
9.62619700e+00	-1.39620500e+00	1.15588266e-01
9.63617600e+00	-1.37275500e+00	1.17671397e-01
9.64615500e+00	-1.45720600e+00	1.16556963e-01
9.65613400e+00	-1.49305000e+00	1.14687721e-01
9.66611300e+00	-1.38551800e+00	1.16986004e-01
9.67609100e+00	-1.50670600e+00	1.11836996e-01
9.68607000e+00	-1.50885000e+00	1.16658274e-01
9.69604900e+00	-1.55095700e+00	1.17132165e-01
9.70602800e+00	-1.35402900e+00	1.16935978e-01
9.71600700e+00	-1.33465700e+00	1.17780992e-01
9.72598600e+00	-1.53628500e+00	1.18018859e-01
9.73596400e+00	-1.68306600e+00	1.00292182e+01
9.74594300e+00	-1.52419600e+00	1.00164810e+01
9.75592200e+00	-1.35083700e+00	1.00045276e+01
9.76590100e+00	-1.30253200e+00	1.17478339e-01
9.77588000e+00	-1.48749000e+00	9.87160467e+00
9.78585900e+00	-1.36586900e+00	1.00022360e+01
9.79583800e+00	-1.39904300e+00	1.16544545e-01
9.80581600e+00	-1.67185300e+00	1.19381257e-01
9.81579500e+00	-1.59434300e+00	1.17426957e-01
9.82577400e+00	-1.23888200e+00	1.17055856e-01
9.83575300e+00	-1.43601400e+00	1.17051335e-01
9.84573200e+00	-1.47499700e+00	1.17839510e-01
9.85571100e+00	-1.37214800e+00	1.16212856e-01
9.86569000e+00	-1.57774000e+00	1.17410482e-01
9.87566800e+00	-1.53620400e+00	1.20051463e-01
9.88564700e+00	-1.47774000e+00	1.16104942e-01
9.89562600e+00	-1.35464300e+00	1.18616496e-01
9.90560500e+00	-1.57186100e+00	1.18958378e-01
9.91558400e+00	-1.36654800e+00	1.16928462e-01
9.92556300e+00	-1.38688600e+00	1.18322000e-01
9.93554200e+00	-1.46254700e+00	1.17946590e-01
9.94552000e+00	-1.25431500e+00	1.16651417e-01
9.95549900e+00	-1.76142400e+00	1.17692174e-01
9.96547800e+00	-1.49452700e+00	1.21465878e-01
9.97545700e+00	-1.43050800e+00	1.01290509e+01
9.98543600e+00	-1.45854400e+00	1.01239344e+01
9.99541500e+00	-1.51945000e+00	1.00877217e+01
1.00053900e+01	-1.40706200e+00	1.18926615e-01
1.00153700e+01	-1.47727300e+00	1.01676604e+01
1.00253500e+01	-1.59411500e+00	1.01354030e+01
1.00353300e+01	-1.40743300e+00	1.02208178e+01
1.00453100e+01	-1.43605400e+00	1.01957733e+01
1.00552900e+01	-1.46527000e+00	1.02860672e+01
1.00652700e+01	-1.52228700e+00	1.22934704e-01
1.00752500e+01	-1.65158000e+00	1.24419679e-01
1.00852200e+01	-1.59342500e+00	1.28389829e-01
1.00952000e+01	-1.56676500e+00	1.01772704e+01
1.01051800e+01	-1.49809900e+00	1.32310767e-01
1.01151600e+01	-1.80369000e+00	1.34451279e-01
1.01251400e+01	-1.46857500e+00	1.01802840e+01
