
SAXS 
     1000         0         0         0         0         0         0         0 
  0.000000E+00   3.499999E+02   0.000000E+00   0.000000E+00   1.340000E-01 
  0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00 
  2.261171E-01   1.633652E+01   6.993787E-01 
  2.360959E-01   1.452266E+01   5.268848E-01 
  2.460748E-01   1.202722E+01   2.977212E-01 
  2.560536E-01   1.070497E+01   2.390536E-01 
  2.660325E-01   9.905105E+00   1.985254E-01 
  2.760113E-01   9.492616E+00   1.756980E-01 
  2.859902E-01   8.856255E+00   1.488957E-01 
  2.959690E-01   8.079356E+00   1.367906E-01 
  3.059479E-01   7.983088E+00   1.238363E-01 
  3.159268E-01   7.407205E+00   1.222761E-01 
  3.259056E-01   7.026936E+00   1.151895E-01 
  3.358845E-01   6.765409E+00   1.092962E-01 
  3.458633E-01   6.376463E+00   1.078787E-01 
  3.558422E-01   6.222404E+00   1.006948E-01 
  3.658210E-01   6.007862E+00   9.912662E-02 
  3.757999E-01   5.869539E+00   9.655888E-02 
  3.857787E-01   5.731400E+00   9.284980E-02 
  3.957576E-01   5.443389E+00   9.011613E-02 
  4.057364E-01   5.499125E+00   8.836811E-02 
  4.157153E-01   5.327224E+00   8.894647E-02 
  4.256941E-01   5.201275E+00   6.813545E+00 
  4.356730E-01   5.125266E+00   6.763577E+00 
  4.456519E-01   5.031730E+00   6.701575E+00 
  4.556307E-01   4.881849E+00   7.877491E-02 
  4.656096E-01   4.955751E+00   6.650785E+00 
  4.755884E-01   4.835600E+00   6.569667E+00 
  4.855673E-01   4.839099E+00   6.572044E+00 
  4.955461E-01   4.854016E+00   6.582166E+00 
  5.055250E-01   4.737065E+00   7.474836E-02 
  5.155038E-01   4.557350E+00   7.381691E-02 
  5.254827E-01   4.638544E+00   7.261843E-02 
  5.354615E-01   4.552947E+00   7.210525E-02 
  5.454404E-01   4.454931E+00   7.138886E-02 
  5.554192E-01   4.446679E+00   6.889296E-02 
  5.653981E-01   4.396674E+00   7.063799E-02 
  5.753769E-01   4.404139E+00   6.926502E-02 
  5.853558E-01   4.353408E+00   6.842074E-02 
  5.953347E-01   4.528073E+00   6.816969E-02 
  6.053135E-01   4.288981E+00   6.484753E-02 
  6.152924E-01   4.382438E+00   6.849533E-02 
  6.252712E-01   4.220022E+00   6.628745E-02 
  6.352501E-01   4.295116E+00   6.527524E-02 
  6.452289E-01   4.206761E+00   6.576358E-02 
  6.552078E-01   4.149403E+00   6.393079E-02 
  6.651866E-01   4.191461E+00   6.733807E-02 
  6.751655E-01   4.247915E+00   6.403837E-02 
  6.851443E-01   4.214191E+00   6.481990E-02 
  6.951232E-01   4.124785E+00   6.273031E-02 
  7.051020E-01   4.033582E+00   6.285795E-02 
  7.150809E-01   4.064809E+00   6.281302E-02 
  7.250597E-01   4.086183E+00   6.039168E+00 
  7.350386E-01   4.143408E+00   6.081309E+00 
  7.450175E-01   4.138547E+00   6.077741E+00 
  7.549963E-01   4.123169E+00   6.348821E-02 
  7.649752E-01   4.103211E+00   6.113557E-02 
  7.749540E-01   4.007495E+00   6.020372E-02 
  7.849329E-01   3.970843E+00   5.919917E-02 
  7.949117E-01   3.960025E+00   5.892723E-02 
  8.048906E-01   4.034652E+00   6.071281E-02 
  8.148694E-01   3.952264E+00   5.829961E-02 
  8.248483E-01   3.954599E+00   5.950181E-02 
  8.348271E-01   3.928117E+00   5.880111E-02 
  8.448060E-01   3.970576E+00   5.758645E-02 
  8.547848E-01   3.943406E+00   5.770560E-02 
  8.647637E-01   3.957174E+00   5.720189E-02 
