q[nm-1]	I(q)[sr-1]_mult(Lyso_Lyso_3_000_350.dat_00001_[]*1.5000)	error
5.31533200e+00	4.70585700e+00	7.73838600e+00
5.32531100e+00	4.62303600e+00	7.66998600e+00
5.33529000e+00	4.56376350e+00	7.62065850e+00
5.34526900e+00	4.64381850e+00	7.68720750e+00
5.35524800e+00	4.68284550e+00	7.71944100e+00
5.36522700e+00	4.75783950e+00	7.78100850e+00
5.37520500e+00	4.63066500e+00	7.67631300e+00
5.38518400e+00	4.79447250e+00	7.81090650e+00
5.39516300e+00	4.69954200e+00	7.73319150e+00
5.40514200e+00	4.82704350e+00	7.83739200e+00
5.41512100e+00	4.86900150e+00	7.87138200e+00
5.42510000e+00	4.74545400e+00	7.77087300e+00
5.43507900e+00	4.72445400e+00	7.75366050e+00
5.44505700e+00	4.73307300e+00	7.76073000e+00
5.45503600e+00	4.82662800e+00	7.83705450e+00
5.46501500e+00	4.72736700e+00	7.75605000e+00
5.47499400e+00	4.49335800e+00	7.56164850e+00
5.48497300e+00	4.69738800e+00	7.73141850e+00
5.49495200e+00	4.76632950e+00	7.78794750e+00
5.50493100e+00	4.88829600e+00	7.88696100e+00
5.51490900e+00	4.72677750e+00	7.75556700e+00
5.52488800e+00	4.85732400e+00	7.86193650e+00
5.53486700e+00	4.83597300e+00	7.84463850e+00
5.54484600e+00	4.84942050e+00	7.85553750e+00
5.55482500e+00	4.81691400e+00	7.82916450e+00
5.56480400e+00	4.75387350e+00	7.77776400e+00
5.57478300e+00	4.85597400e+00	7.86084450e+00
5.58476100e+00	4.66333800e+00	7.70334600e+00
5.59474000e+00	4.90596750e+00	7.90120500e+00
5.60471900e+00	4.91662350e+00	7.90978050e+00
5.61469800e+00	4.85263200e+00	7.85813700e+00
5.62467700e+00	4.91234100e+00	7.90633500e+00
5.63465600e+00	4.66551000e+00	7.70514000e+00
5.64463500e+00	4.93289400e+00	7.92285900e+00
5.65461300e+00	4.83404100e+00	7.84307100e+00
5.66459200e+00	4.99359600e+00	7.97145750e+00
5.67457100e+00	4.67276100e+00	7.71112500e+00
5.68455000e+00	4.82855850e+00	7.83862200e+00
5.69452900e+00	4.88334600e+00	7.88296800e+00
5.70450800e+00	5.02168200e+00	7.99384200e+00
5.71448700e+00	4.84704600e+00	7.85361300e+00
5.72446500e+00	4.94205600e+00	7.93021200e+00
5.73444400e+00	5.03060550e+00	8.00094150e+00
5.74442300e+00	4.91137350e+00	7.90555650e+00
5.75440200e+00	4.81534050e+00	7.82788500e+00
5.76438100e+00	4.76082000e+00	7.78344450e+00
5.77436000e+00	4.87758600e+00	7.87831800e+00
5.78433800e+00	4.95975750e+00	7.94440200e+00
5.79431700e+00	4.83712650e+00	7.84557450e+00
5.80429600e+00	4.77688350e+00	7.79656500e+00
5.81427500e+00	4.97599200e+00	7.95739350e+00
5.82425400e+00	4.79500650e+00	7.81134000e+00
5.83423300e+00	4.90604400e+00	7.90126650e+00
5.84421200e+00	4.96745100e+00	7.95056100e+00
5.85419000e+00	5.00963400e+00	7.98424650e+00
5.86416900e+00	4.97272500e+00	7.95478050e+00
5.87414800e+00	5.11471350e+00	8.06755050e+00
5.88412700e+00	5.01559350e+00	7.98899400e+00
5.89410600e+00	5.13087750e+00	8.08028700e+00
5.90408500e+00	5.05693950e+00	8.02185600e+00
5.91406400e+00	5.04448050e+00	8.01196800e+00
5.92404200e+00	5.10118200e+00	8.05687050e+00
5.93402100e+00	5.07871800e+00	8.03911050e+00
5.94400000e+00	4.99971900e+00	7.97634300e+00
5.95397900e+00	5.16510300e+00	8.10719250e+00
5.96395800e+00	5.14035450e+00	8.08774650e+00
5.97393700e+00	5.16276300e+00	8.10535650e+00
5.98391600e+00	5.15672100e+00	8.10061050e+00
5.99389400e+00	5.12595750e+00	8.07641250e+00
6.00387300e+00	5.05768650e+00	8.02244850e+00
6.01385200e+00	5.07459750e+00	8.03584950e+00
6.02383100e+00	5.16605400e+00	8.10793800e+00
6.03381000e+00	5.10154350e+00	8.05715700e+00
6.04378900e+00	5.05176150e+00	8.01774750e+00
6.05376800e+00	5.19030000e+00	8.12694300e+00
6.06374600e+00	5.00824500e+00	7.98313950e+00
6.07372500e+00	5.03313900e+00	8.00295600e+00
6.08370400e+00	5.22853800e+00	8.15682450e+00
6.09368300e+00	5.24796900e+00	8.17196700e+00
6.10366200e+00	5.22109350e+00	8.15101500e+00
6.11364100e+00	4.94194950e+00	7.93012650e+00
6.12362000e+00	5.00698350e+00	7.98213450e+00
6.13359800e+00	5.07433800e+00	8.03564400e+00
6.14357700e+00	5.12045850e+00	8.07207900e+00
6.15355600e+00	5.05806450e+00	8.02274850e+00
6.16353500e+00	5.19212250e+00	8.12836950e+00
6.17351400e+00	5.08542150e+00	8.04441450e+00
6.18349300e+00	5.18184450e+00	8.12032050e+00
6.19347100e+00	5.07600150e+00	8.03695950e+00
6.20345000e+00	5.06089800e+00	8.02499550e+00
6.21342900e+00	5.00164800e+00	7.97788050e+00
6.22340800e+00	5.11988250e+00	8.07162450e+00
6.23338700e+00	5.31276750e+00	8.22226350e+00
6.24336600e+00	5.14292700e+00	8.08976850e+00
6.25334500e+00	5.02596600e+00	7.99725150e+00
6.26332300e+00	5.10668250e+00	8.06121300e+00
6.27330200e+00	5.17982100e+00	8.11873350e+00
6.28328100e+00	5.11127700e+00	8.06483850e+00
6.29326000e+00	5.22471750e+00	8.15384400e+00
6.30323900e+00	5.38191000e+00	8.27559300e+00
6.31321800e+00	5.24498250e+00	8.16964200e+00
6.32319700e+00	5.34665100e+00	8.24844150e+00
6.33317500e+00	5.17314150e+00	8.11349850e+00
6.34315400e+00	5.07172200e+00	8.03357250e+00
6.35313300e+00	5.10625950e+00	8.06087850e+00
6.36311200e+00	5.20916850e+00	8.14170150e+00
6.37309100e+00	5.25386100e+00	8.17655250e+00
6.38307000e+00	5.38502400e+00	8.27798850e+00
6.39304900e+00	5.16009600e+00	8.10326100e+00
6.40302700e+00	5.09936250e+00	8.05543350e+00
6.41300600e+00	5.24110200e+00	8.16661950e+00
6.42298500e+00	5.31197100e+00	8.22164700e+00
6.43296400e+00	5.28001050e+00	8.19687600e+00
6.44294300e+00	5.35520550e+00	8.25503700e+00
6.45292200e+00	5.22192750e+00	8.15166600e+00
6.46290100e+00	5.23812300e+00	8.16429750e+00
6.47287900e+00	5.38532850e+00	8.27822100e+00
6.48285800e+00	5.29196100e+00	8.20614600e+00
6.49283700e+00	5.14222950e+00	8.08922100e+00
6.50281600e+00	5.53197150e+00	8.39017350e+00
6.51279500e+00	5.27621250e+00	8.19392700e+00
6.52277400e+00	5.24911350e+00	8.17285800e+00
6.53275300e+00	5.16074400e+00	8.10377100e+00
6.54273100e+00	5.39819100e+00	8.28810150e+00
6.55271000e+00	5.18272500e+00	8.12101050e+00
6.56268900e+00	5.29402950e+00	8.20775100e+00
6.57266800e+00	5.28156000e+00	8.19807900e+00
6.58264700e+00	5.31321300e+00	8.22260850e+00
6.59262600e+00	5.42393700e+00	8.30784300e+00
6.60260400e+00	5.34854550e+00	8.24990250e+00
6.61258300e+00	5.43561150e+00	8.31678000e+00
6.62256200e+00	5.34337800e+00	8.24591700e+00
6.63254100e+00	5.38498650e+00	8.27795850e+00
6.64252000e+00	5.24824050e+00	8.17217850e+00
6.65249900e+00	5.28400050e+00	8.19997200e+00
6.66247800e+00	5.40846900e+00	8.29598850e+00
6.67245600e+00	5.38748850e+00	8.27988150e+00
6.68243500e+00	5.41191300e+00	8.29863000e+00
6.69241400e+00	5.55407250e+00	8.40691650e+00
6.70239300e+00	5.47609200e+00	8.34769050e+00
6.71237200e+00	5.40965700e+00	8.29689900e+00
6.72235100e+00	5.47473450e+00	8.34665550e+00
6.73233000e+00	5.45395950e+00	8.33080350e+00
6.74230800e+00	5.31474900e+00	8.22379650e+00
6.75228700e+00	5.32464600e+00	8.23144950e+00
6.76226600e+00	5.41935000e+00	8.30432850e+00
6.77224500e+00	5.27787300e+00	8.19521700e+00
6.78222400e+00	5.32098600e+00	8.22862050e+00
6.79220300e+00	5.40410550e+00	8.29264200e+00
6.80218200e+00	5.28781200e+00	8.20293000e+00
6.81216000e+00	5.39602050e+00	8.28643650e+00
6.82213900e+00	5.51960850e+00	8.38079250e+00
6.83211800e+00	5.55740850e+00	8.40944100e+00
6.84209700e+00	5.54577000e+00	8.40063000e+00
6.85207600e+00	5.38614600e+00	8.27884950e+00
6.86205500e+00	5.70660300e+00	8.52157350e+00
6.87203400e+00	5.29309650e+00	8.20702800e+00
6.88201200e+00	5.36718450e+00	8.26426500e+00
6.89199100e+00	5.62229550e+00	8.45839200e+00
6.90197000e+00	5.47698450e+00	8.34837150e+00
6.91194900e+00	5.48194500e+00	8.35215150e+00
6.92192800e+00	5.45692050e+00	8.33306550e+00
6.93190700e+00	5.63492400e+00	8.46788700e+00
6.94188600e+00	5.53767750e+00	8.39449950e+00
6.95186400e+00	5.45263350e+00	8.32979100e+00
6.96184300e+00	5.42847000e+00	8.31131400e+00
6.97182200e+00	5.49094650e+00	8.35900500e+00
6.98180100e+00	5.58535800e+00	8.43056100e+00
6.99178000e+00	5.38097400e+00	8.27487450e+00
7.00175900e+00	5.50194750e+00	8.36737350e+00
7.01173700e+00	5.65438950e+00	8.48250000e+00
7.02171600e+00	5.63964600e+00	8.47143300e+00
7.03169500e+00	5.45232150e+00	8.32955400e+00
7.04167400e+00	5.59495950e+00	8.43780450e+00
7.05165300e+00	5.67855750e+00	8.50060800e+00
7.06163200e+00	5.81818950e+00	8.60448600e+00
7.07161100e+00	5.55381900e+00	8.40672450e+00
7.08158900e+00	5.54604150e+00	8.40083700e+00
7.09156800e+00	5.64549300e+00	8.47582350e+00
7.10154700e+00	5.56823250e+00	8.41762650e+00
7.11152600e+00	5.58372450e+00	8.42932800e+00
7.12150500e+00	5.51805450e+00	8.37961350e+00
7.13148400e+00	5.56185300e+00	8.41280400e+00
7.14146300e+00	5.58402900e+00	8.42955900e+00
7.15144100e+00	5.62655550e+00	8.46159600e+00
7.16142000e+00	5.56243800e+00	8.41324500e+00
7.17139900e+00	5.55257100e+00	8.40578100e+00
7.18137800e+00	5.62936200e+00	8.46370650e+00
7.19135700e+00	5.64810900e+00	8.47778700e+00
7.20133600e+00	5.69269950e+00	8.51118600e+00
7.21131500e+00	5.63183400e+00	8.46556350e+00
7.22129300e+00	5.63493000e+00	8.46789150e+00
7.23127200e+00	5.74797600e+00	8.55240900e+00
7.24125100e+00	5.61979200e+00	8.45650950e+00
7.25123000e+00	5.48869350e+00	8.35729050e+00
7.26120900e+00	5.55481200e+00	8.40747600e+00
7.27118800e+00	5.33463600e+00	8.23916850e+00
7.28116700e+00	5.58553950e+00	8.43069900e+00
7.29114500e+00	5.62252650e+00	8.45856600e+00
7.30112400e+00	5.83515300e+00	8.61702000e+00
7.31110300e+00	5.70661500e+00	8.52158250e+00
7.32108200e+00	5.72956800e+00	8.53870350e+00
7.33106100e+00	5.88978750e+00	8.65726650e+00
7.34104000e+00	5.68278600e+00	8.50377300e+00
7.35101900e+00	5.80953750e+00	8.59808550e+00
7.36099700e+00	5.72521650e+00	8.53546050e+00
7.37097600e+00	5.68887750e+00	8.50832850e+00
7.38095500e+00	5.74216950e+00	8.54808900e+00
7.39093400e+00	5.72135550e+00	1.12129515e-01
7.40091300e+00	5.92080750e+00	1.13892720e-01
7.41089200e+00	5.81095650e+00	1.12043115e-01
7.42087000e+00	5.89841550e+00	1.16194185e-01
7.43084900e+00	5.78746200e+00	1.10362140e-01
7.44082800e+00	5.74187700e+00	1.13097810e-01
7.45080700e+00	5.95579200e+00	1.13488050e-01
7.46078600e+00	5.77862250e+00	8.57517750e+00
7.47076500e+00	5.63341650e+00	8.46675300e+00
7.48074400e+00	5.71359150e+00	1.13136165e-01
7.49072200e+00	5.91861000e+00	1.12891680e-01
7.50070100e+00	5.98211850e+00	1.14585270e-01
7.51068000e+00	5.76025350e+00	1.13553480e-01
7.52065900e+00	5.72139000e+00	8.53260750e+00
7.53063800e+00	5.76798150e+00	8.56727850e+00
7.54061700e+00	5.90592750e+00	8.66912100e+00
7.55059600e+00	6.02698950e+00	8.75752200e+00
7.56057400e+00	6.02780550e+00	8.75811450e+00
7.57055300e+00	5.78571750e+00	8.58044100e+00
7.58053200e+00	5.86166700e+00	8.63657550e+00
7.59051100e+00	5.69781600e+00	8.51500950e+00
7.60049000e+00	5.85713400e+00	8.63323500e+00
7.61046900e+00	5.90128800e+00	8.66571450e+00
7.62044800e+00	5.76679950e+00	8.56640100e+00
7.63042600e+00	5.88648150e+00	8.65483650e+00
7.64040500e+00	6.06210600e+00	8.78299800e+00
7.65038400e+00	5.67518700e+00	1.11553695e-01
7.66036300e+00	5.98466400e+00	8.72671650e+00
7.67034200e+00	6.00090000e+00	8.73854550e+00
7.68032100e+00	5.63525400e+00	1.09256100e-01
7.69030000e+00	5.87381850e+00	1.12107510e-01
7.70027800e+00	6.03055350e+00	1.12294650e-01
7.71025700e+00	5.99425950e+00	1.12906680e-01
7.72023600e+00	6.15882600e+00	8.85278550e+00
7.73021500e+00	5.87141550e+00	8.64375450e+00
7.74019400e+00	5.85420900e+00	1.11532320e-01
7.75017300e+00	5.87414400e+00	1.12268310e-01
7.76015100e+00	5.89042800e+00	1.13986740e-01
7.77013000e+00	5.98816200e+00	1.18093065e-01
7.78010900e+00	6.09237000e+00	1.14959460e-01
7.79008800e+00	5.92728600e+00	1.15811550e-01
7.80006700e+00	5.92576200e+00	1.12592310e-01
7.81004600e+00	5.96275500e+00	1.14613725e-01
7.82002500e+00	5.86260600e+00	1.14960195e-01
7.83000300e+00	6.05768850e+00	1.16901075e-01
7.83998200e+00	6.08524650e+00	8.79974550e+00
7.84996100e+00	6.12122250e+00	8.82571800e+00
7.85994000e+00	5.94739050e+00	1.13787540e-01
7.86991900e+00	6.05623500e+00	1.14953820e-01
7.87989800e+00	6.10850100e+00	1.16503770e-01
7.88987700e+00	5.78719350e+00	1.11900495e-01
7.89985500e+00	6.36699450e+00	9.00115500e+00
7.90983400e+00	6.05707050e+00	8.77934850e+00
7.91981300e+00	5.83125450e+00	1.12925280e-01
7.92979200e+00	6.07990500e+00	1.17960525e-01
7.93977100e+00	5.93467650e+00	1.14765825e-01
7.94975000e+00	5.93469600e+00	1.14015240e-01
7.95972900e+00	5.89028850e+00	8.65763400e+00
7.96970700e+00	6.29217600e+00	8.94811200e+00
7.97968600e+00	6.00136800e+00	8.73888600e+00
7.98966500e+00	6.04443300e+00	1.14910260e-01
7.99964400e+00	5.98971600e+00	1.15655655e-01
8.00962300e+00	6.05904600e+00	1.16345820e-01
8.01960200e+00	6.15710250e+00	1.15936830e-01
8.02958100e+00	6.36925800e+00	1.20139650e-01
8.03955900e+00	6.02652900e+00	1.13163450e-01
8.04953800e+00	6.19947450e+00	1.16779980e-01
8.05951700e+00	6.02981850e+00	1.14296730e-01
8.06949600e+00	5.95983900e+00	1.14049905e-01
8.07947500e+00	6.05517450e+00	1.13474100e-01
8.08945400e+00	5.99898600e+00	1.15270005e-01
8.09943300e+00	6.02627850e+00	1.15533600e-01
8.10941100e+00	6.14563050e+00	1.16797095e-01
8.11939000e+00	6.18361350e+00	1.15388265e-01
8.12936900e+00	6.06464400e+00	8.78483550e+00
8.13934800e+00	5.93091600e+00	8.68744050e+00
8.14932700e+00	6.12217350e+00	1.13325915e-01
8.15930600e+00	5.85107250e+00	1.16194620e-01
8.16928400e+00	6.36809850e+00	1.18071675e-01
8.17926300e+00	6.31460400e+00	1.19743875e-01
8.18924200e+00	6.07879500e+00	1.14370305e-01
8.19922100e+00	6.31184100e+00	1.19622900e-01
8.20920000e+00	6.31485600e+00	1.17484020e-01
8.21917900e+00	6.12139500e+00	1.17741690e-01
8.22915800e+00	6.16739100e+00	1.17595215e-01
8.23913600e+00	6.25810950e+00	1.18617120e-01
8.24911500e+00	6.42895350e+00	1.20128850e-01
8.25909400e+00	6.30674850e+00	1.18458120e-01
8.26907300e+00	6.27610050e+00	1.17454935e-01
8.27905200e+00	6.15084750e+00	1.14733365e-01
8.28903100e+00	6.21770400e+00	8.89500150e+00
8.29901000e+00	6.20628750e+00	8.88683100e+00
8.30898800e+00	6.18331800e+00	1.17600420e-01
8.31896700e+00	6.37476450e+00	1.18360785e-01
8.32894600e+00	6.19356450e+00	1.14386955e-01
8.33892500e+00	6.40520250e+00	1.19833290e-01
8.34890400e+00	6.27079800e+00	1.17200955e-01
8.35888300e+00	6.11525250e+00	1.15298430e-01
8.36886200e+00	6.24099750e+00	1.17722070e-01
8.37884000e+00	6.14285400e+00	8.84130000e+00
8.38881900e+00	6.23497650e+00	8.90734800e+00
8.39879800e+00	6.39536400e+00	9.02118450e+00
8.40877700e+00	6.33010500e+00	8.97504000e+00
8.41875600e+00	6.33492150e+00	8.97845400e+00
8.42873500e+00	6.45785850e+00	9.06515550e+00
8.43871400e+00	6.43369500e+00	9.04818000e+00
8.44869200e+00	6.38589900e+00	1.16624445e-01
8.45867100e+00	6.37807950e+00	1.20010965e-01
8.46865000e+00	6.26746200e+00	1.19180370e-01
8.47862900e+00	6.41372850e+00	9.03412800e+00
8.48860800e+00	6.15028800e+00	8.84664750e+00
8.49858700e+00	6.28309950e+00	8.94165450e+00
8.50856600e+00	6.69413100e+00	9.22949850e+00
8.51854400e+00	6.20994900e+00	8.88945150e+00
8.52852300e+00	6.27174750e+00	8.93357400e+00
8.53850200e+00	6.46561650e+00	9.07059900e+00
8.54848100e+00	6.39272550e+00	9.01932450e+00
8.55846000e+00	6.39664650e+00	9.02208900e+00
8.56843900e+00	6.37036800e+00	9.00353850e+00
8.57841700e+00	6.35147700e+00	1.18392675e-01
8.58839600e+00	6.52036650e+00	1.21667190e-01
8.59837500e+00	6.37491600e+00	9.00675150e+00
8.60835400e+00	6.25679700e+00	8.92291950e+00
8.61833300e+00	6.50591100e+00	1.18671900e-01
8.62831200e+00	6.28104750e+00	1.18165125e-01
8.63829100e+00	6.56230200e+00	1.20326160e-01
8.64826900e+00	6.46232250e+00	1.19323035e-01
8.65824800e+00	6.53446200e+00	1.19401035e-01
8.66822700e+00	6.47222100e+00	1.23547110e-01
8.67820600e+00	6.28692150e+00	1.17350115e-01
8.68818500e+00	6.45108300e+00	1.20169620e-01
8.69816400e+00	6.53721900e+00	1.21454310e-01
8.70814300e+00	6.38038950e+00	1.18952085e-01
8.71812100e+00	6.40288650e+00	1.18970190e-01
8.72810000e+00	6.31992000e+00	1.19791260e-01
8.73807900e+00	6.62599350e+00	9.18240600e+00
8.74805800e+00	6.45401850e+00	9.06246000e+00
8.75803700e+00	6.71266950e+00	1.21305870e-01
8.76801600e+00	6.44769450e+00	1.19706210e-01
8.77799500e+00	6.50964600e+00	1.20538530e-01
8.78797300e+00	6.45500400e+00	1.22312685e-01
8.79795200e+00	6.72021000e+00	1.19296485e-01
8.80793100e+00	6.59615100e+00	9.16170450e+00
8.81791000e+00	6.62067000e+00	9.17871600e+00
8.82788900e+00	6.46500000e+00	9.07016550e+00
8.83786800e+00	6.56580900e+00	9.14060850e+00
8.84784700e+00	6.51418350e+00	1.24399575e-01
8.85782500e+00	6.50318850e+00	9.09691500e+00
8.86780400e+00	6.31559700e+00	8.96475000e+00
8.87778300e+00	6.36701100e+00	9.00116550e+00
8.88776200e+00	6.59988600e+00	9.16429800e+00
8.89774100e+00	6.73486800e+00	1.19872890e-01
8.90772000e+00	6.35585100e+00	1.20703515e-01
8.91769900e+00	6.54434850e+00	1.21388895e-01
8.92767700e+00	6.71510400e+00	1.24133595e-01
8.93765600e+00	6.53403450e+00	1.21867605e-01
8.94763500e+00	6.59738250e+00	9.16255950e+00
8.95761400e+00	6.33774300e+00	8.98045350e+00
8.96759300e+00	6.64422750e+00	1.21345575e-01
8.97757200e+00	6.66197550e+00	1.22224995e-01
8.98755000e+00	6.69189000e+00	1.22083020e-01
8.99752900e+00	6.58357650e+00	1.22053440e-01
9.00750800e+00	6.64799550e+00	1.23488235e-01
9.01748700e+00	6.84438600e+00	1.23789675e-01
9.02746600e+00	6.59697150e+00	1.20533115e-01
9.03744500e+00	6.72485850e+00	1.21868460e-01
9.04742400e+00	6.57790950e+00	1.21273365e-01
9.05740200e+00	6.63109350e+00	9.18593850e+00
9.06738100e+00	6.69171750e+00	9.22783350e+00
9.07736000e+00	6.87678750e+00	1.23758265e-01
9.08733900e+00	6.63588150e+00	1.21774290e-01
9.09731800e+00	6.76210950e+00	1.22763825e-01
9.10729700e+00	6.81027600e+00	1.26776640e-01
9.11727600e+00	6.82120500e+00	1.23510855e-01
9.12725400e+00	6.75315600e+00	1.21770090e-01
9.13723300e+00	6.73361550e+00	1.24257285e-01
9.14721200e+00	6.67396800e+00	1.23126930e-01
9.15719100e+00	6.63860850e+00	1.23272595e-01
9.16717000e+00	6.69363900e+00	1.25853330e-01
9.17714900e+00	6.85767600e+00	1.22524185e-01
9.18712800e+00	6.86801850e+00	1.22443455e-01
9.19710600e+00	6.87065850e+00	9.35039850e+00
9.20708500e+00	6.71477400e+00	9.24371850e+00
9.21706400e+00	6.61397550e+00	9.17407500e+00
9.22704300e+00	6.82684050e+00	1.23862335e-01
9.23702200e+00	6.82816950e+00	1.22021280e-01
9.24700100e+00	6.69123750e+00	1.22082825e-01
9.25698000e+00	6.54531600e+00	1.21375800e-01
9.26695800e+00	6.99825300e+00	1.26400335e-01
9.27693700e+00	6.58488750e+00	1.20006150e-01
9.28691600e+00	6.66769200e+00	9.21125400e+00
9.29689500e+00	6.74737950e+00	9.26613300e+00
9.30687400e+00	6.92353650e+00	9.38631150e+00
9.31685300e+00	6.85805250e+00	9.34181700e+00
9.32683200e+00	6.90366450e+00	1.24563375e-01
9.33681000e+00	6.80755050e+00	1.23567645e-01
9.34678900e+00	6.66809850e+00	1.20871875e-01
9.35676800e+00	6.93166350e+00	1.25336895e-01
9.36674700e+00	6.70694100e+00	1.22486820e-01
9.37672600e+00	7.01225850e+00	1.26276405e-01
9.38670500e+00	6.93870750e+00	9.39658950e+00
9.39668300e+00	6.93666000e+00	9.39520350e+00
9.40666200e+00	6.94796100e+00	1.23322680e-01
9.41664100e+00	6.77928300e+00	1.21822965e-01
9.42662000e+00	7.01944950e+00	1.30994445e-01
9.43659900e+00	7.00388850e+00	1.25510145e-01
9.44657800e+00	7.08151350e+00	1.24008585e-01
9.45655700e+00	7.18621500e+00	1.26319815e-01
9.46653500e+00	7.11843150e+00	1.24470540e-01
9.47651400e+00	7.05019200e+00	1.26006360e-01
9.48649300e+00	6.93050550e+00	1.23986865e-01
9.49647200e+00	7.00160550e+00	1.23255210e-01
9.50645100e+00	6.77235300e+00	1.25094210e-01
9.51643000e+00	7.09583550e+00	1.26580185e-01
9.52640900e+00	6.99603300e+00	1.24680660e-01
9.53638700e+00	7.13158650e+00	1.28981430e-01
9.54636600e+00	7.12070100e+00	1.25038620e-01
9.55634500e+00	7.01715450e+00	1.24413255e-01
9.56632400e+00	7.26100800e+00	1.29747135e-01
9.57630300e+00	7.05973500e+00	1.28426715e-01
9.58628200e+00	7.14924600e+00	1.25573415e-01
9.59626100e+00	6.85075800e+00	9.33684750e+00
9.60623900e+00	6.94470450e+00	9.40064850e+00
9.61621800e+00	7.10790600e+00	9.51046650e+00
9.62619700e+00	7.04010300e+00	1.24515930e-01
9.63617600e+00	6.94306500e+00	1.29063360e-01
9.64615500e+00	7.18060500e+00	1.26052920e-01
9.65613400e+00	6.89823600e+00	1.23498615e-01
9.66611300e+00	7.03128450e+00	1.26448635e-01
9.67609100e+00	6.85992750e+00	1.19620020e-01
9.68607000e+00	6.99542700e+00	1.25070870e-01
9.69604900e+00	7.01816700e+00	1.25811465e-01
9.70602800e+00	7.30833150e+00	1.27065450e-01
9.71600700e+00	7.28084550e+00	1.27411935e-01
9.72598600e+00	6.99540300e+00	1.27265265e-01
9.73596400e+00	7.00159500e+00	9.43907550e+00
9.74594300e+00	7.10694600e+00	9.50982450e+00
9.75592200e+00	7.22516700e+00	9.58859400e+00
9.76590100e+00	7.39332900e+00	1.26897900e-01
9.77588000e+00	6.89722050e+00	9.36845550e+00
9.78585900e+00	7.20939300e+00	9.57812100e+00
9.79583800e+00	7.18752300e+00	1.27122150e-01
9.80581600e+00	7.00111350e+00	1.28762625e-01
9.81579500e+00	6.97017750e+00	1.25981535e-01
9.82577400e+00	7.21202700e+00	1.26394740e-01
9.83575300e+00	7.17254700e+00	1.26157200e-01
9.84573200e+00	7.26921150e+00	1.27088355e-01
9.85571100e+00	7.24919250e+00	1.27149480e-01
9.86569000e+00	7.15041450e+00	1.26618645e-01
9.87566800e+00	7.17945450e+00	1.28964675e-01
9.88564700e+00	7.17194100e+00	1.25047965e-01
9.89562600e+00	7.31268750e+00	1.28358225e-01
9.90560500e+00	7.24631250e+00	1.29041400e-01
9.91558400e+00	7.37398800e+00	1.26796485e-01
9.92556300e+00	7.32264600e+00	1.28205195e-01
9.93554200e+00	7.16301150e+00	1.26828750e-01
9.94552000e+00	7.34320200e+00	1.25782695e-01
9.95549900e+00	7.07076150e+00	1.25590740e-01
9.96547800e+00	7.49266200e+00	1.32049845e-01
9.97545700e+00	7.36964100e+00	9.68398650e+00
9.98543600e+00	7.33871850e+00	9.66364800e+00
9.99541500e+00	7.22950950e+00	9.59147550e+00
1.00053900e+01	7.39514550e+00	1.28488605e-01
1.00153700e+01	7.39738800e+00	9.70219950e+00
1.00253500e+01	7.25001600e+00	9.60506850e+00
1.00353300e+01	7.54289400e+00	9.79715550e+00
1.00453100e+01	7.47769500e+00	9.75472050e+00
1.00552900e+01	7.60780500e+00	9.83922000e+00
1.00652700e+01	7.73696400e+00	1.34156010e-01
1.00752500e+01	7.37765700e+00	1.34631675e-01
1.00852200e+01	7.52241600e+00	1.37380905e-01
1.00952000e+01	7.34232900e+00	9.66602550e+00
1.01051800e+01	7.55087250e+00	1.42939755e-01
1.01151600e+01	7.39972650e+00	1.44573570e-01
1.01251400e+01	7.42561800e+00	9.72069450e+00
1.01351200e+01	7.62334500e+00	9.84926400e+00
1.01451000e+01	7.52032650e+00	1.47434520e-01
1.01550800e+01	7.29899550e+00	1.50980100e-01
1.01650600e+01	7.61334750e+00	1.51223250e-01
1.01750300e+01	7.45173150e+00	1.50335850e-01
1.01850100e+01	7.49907900e+00	1.54100250e-01
1.01949900e+01	7.48381800e+00	1.55849100e-01
