q[nm-1]	I(q)[sr-1]_sub(Lyso_Lyso_3_000_350_mult.dat_00001_[mult(Lyso_Lyso_3_000_350.dat_00001_[]*1.5000)]-Lyso_Buffer_000_350.dat_00001_[])	error
5.19558600e+00	9.27095000e-01	9.65705239e+00
5.20556500e+00	7.84226000e-01	9.74621653e+00
5.21554400e+00	8.94392000e-01	9.77748392e+00
5.22552300e+00	7.58969500e-01	9.85512107e+00
5.23550200e+00	9.67585500e-01	9.94553495e+00
5.24548000e+00	5.72518500e-01	9.70692170e+00
5.25545900e+00	7.64415000e-01	9.85849834e+00
5.26543800e+00	8.14789500e-01	9.84262945e+00
5.27541700e+00	7.09067000e-01	9.84699339e+00
5.28539600e+00	7.50136500e-01	9.84129053e+00
5.29537500e+00	7.24389000e-01	9.83865949e+00
5.30535400e+00	9.61779000e-01	9.79787791e+00
5.31533200e+00	7.19860000e-01	9.90758800e+00
5.32531100e+00	7.17405000e-01	9.81501956e+00
5.33529000e+00	7.28475500e-01	9.74191225e+00
5.34526900e+00	7.53196500e-01	9.82114797e+00
5.35524800e+00	7.13466500e-01	9.88472926e+00
5.36522700e+00	9.42378500e-01	9.85820029e+00
5.37520500e+00	6.71697000e-01	9.84600969e+00
5.38518400e+00	8.85724500e-01	9.92704010e+00
5.39516300e+00	7.20777000e-01	9.90002452e+00
5.40514200e+00	8.74837500e-01	9.96884662e+00
5.41512100e+00	9.75938500e-01	9.96714070e+00
5.42510000e+00	7.93404000e-01	9.91655956e+00
5.43507900e+00	7.38431000e-01	9.91953531e+00
5.44505700e+00	7.48842000e-01	9.92419516e+00
5.45503600e+00	8.17340000e-01	9.99603812e+00
5.46501500e+00	6.96804000e-01	9.94293557e+00
5.47499400e+00	4.95992000e-01	9.77575509e+00
5.48497300e+00	7.24082000e-01	9.89599125e+00
5.49495200e+00	8.08390500e-01	9.93279227e+00
5.50493100e+00	8.92052000e-01	1.00289697e+01
5.51490900e+00	7.65123500e-01	9.90922475e+00
5.52488800e+00	8.73110000e-01	1.00035296e+01
5.53486700e+00	8.25174000e-01	1.00027105e+01
5.54484600e+00	9.52378500e-01	9.95655165e+00
5.55482500e+00	8.71040000e-01	9.95932732e+00
5.56480400e+00	7.07343500e-01	9.96757762e+00
5.57478300e+00	9.06965000e-01	9.98575761e+00
5.58476100e+00	6.84731000e-01	9.87665195e+00
5.59474000e+00	8.34973500e-01	1.00758596e+01
5.60471900e+00	8.79502500e-01	1.00664421e+01
5.61469800e+00	6.60407000e-01	1.00999216e+01
5.62467700e+00	9.31231000e-01	1.00369758e+01
5.63465600e+00	5.95273000e-01	9.92249080e+00
5.64463500e+00	1.03485100e+00	1.00102323e+01
5.65461300e+00	8.57669000e-01	9.98493961e+00
5.66459200e+00	1.01797100e+00	1.00857429e+01
5.67457100e+00	5.99260000e-01	9.92871749e+00
5.68455000e+00	8.32750500e-01	9.99079073e+00
5.69452900e+00	9.43825000e-01	9.99862757e+00
5.70450800e+00	9.11265000e-01	1.01673008e+01
5.71448700e+00	8.71363000e-01	9.99289094e+00
5.72446500e+00	1.01136700e+00	1.00316910e+01
5.73444400e+00	9.32907500e-01	1.01668785e+01
5.74442300e+00	8.59269500e-01	1.00702696e+01
5.75440200e+00	6.49454500e-01	1.00638432e+01
5.76438100e+00	6.62774000e-01	9.99678443e+00
5.77436000e+00	7.05467000e-01	1.01060833e+01
5.78433800e+00	8.74574500e-01	1.01165064e+01
5.79431700e+00	6.56992500e-01	1.00843949e+01
5.80429600e+00	6.61889500e-01	1.00151323e+01
5.81427500e+00	9.40269000e-01	1.01032330e+01
5.82425400e+00	5.76680500e-01	1.00760000e+01
5.83423300e+00	7.94639000e-01	1.00951471e+01
5.84421200e+00	8.66028000e-01	1.01290443e+01
5.85419000e+00	8.39160000e-01	1.01881019e+01
5.86416900e+00	8.81856000e-01	1.01273546e+01
5.87414800e+00	9.81811500e-01	1.02359072e+01
5.88412700e+00	9.02164500e-01	1.01649128e+01
5.89410600e+00	1.01107150e+00	1.02398091e+01
5.90408500e+00	9.34420500e-01	1.01950421e+01
5.91406400e+00	7.97908500e-01	1.02455664e+01
5.92404200e+00	9.46376000e-01	1.02377691e+01
5.93402100e+00	9.37568000e-01	1.02173835e+01
5.94400000e+00	8.79018000e-01	1.01584100e+01
5.95397900e+00	9.64524000e-01	1.02987807e+01
5.96395800e+00	9.24033500e-01	1.02908275e+01
5.97393700e+00	9.08742000e-01	1.03222251e+01
5.98391600e+00	9.96922000e-01	1.02745609e+01
5.99389400e+00	9.92586500e-01	1.02431129e+01
6.00387300e+00	8.13945500e-01	1.02524378e+01
6.01385200e+00	8.59837500e-01	1.02493597e+01
6.02383100e+00	9.98075000e-01	1.02841592e+01
6.03381000e+00	8.50442500e-01	1.02830572e+01
6.04378900e+00	7.38042500e-01	1.02814925e+01
6.05376800e+00	9.87574000e-01	1.03153355e+01
6.06374600e+00	8.93086000e-01	1.01611293e+01
6.07372500e+00	8.16778000e-01	1.02243428e+01
6.08370400e+00	1.03309800e+00	1.03355093e+01
6.09368300e+00	1.02051600e+00	1.03623086e+01
6.10366200e+00	9.51558500e-01	1.03653053e+01
6.11364100e+00	6.53466500e-01	1.02014400e+01
6.12362000e+00	8.04021500e-01	1.02017487e+01
6.13359800e+00	7.82821000e-01	1.02850947e+01
6.14357700e+00	8.65509500e-01	1.02965478e+01
6.15355600e+00	8.86906500e-01	1.02186247e+01
6.16353500e+00	1.01005050e+00	1.03068418e+01
6.17351400e+00	9.22504500e-01	1.02317773e+01
6.18349300e+00	9.38409500e-01	1.03290594e+01
6.19347100e+00	6.97431500e-01	1.03266792e+01
6.20345000e+00	7.66182000e-01	1.02782723e+01
6.21342900e+00	7.13417000e-01	1.02384873e+01
6.22340800e+00	6.40701500e-01	1.04002343e+01
6.23338700e+00	9.32530500e-01	1.04723067e+01
6.24336600e+00	8.34789000e-01	1.03351618e+01
6.25334500e+00	7.75196000e-01	1.02360313e+01
6.26332300e+00	6.83097500e-01	1.03664366e+01
6.27330200e+00	9.16038000e-01	1.03372676e+01
6.28328100e+00	7.99255000e-01	1.03174676e+01
6.29326000e+00	8.62224500e-01	1.04104923e+01
6.30323900e+00	1.05459600e+00	1.04900335e+01
6.31321800e+00	7.76603500e-01	1.04715362e+01
6.32319700e+00	9.40784000e-01	1.05045944e+01
6.33317500e+00	7.93322500e-01	1.03869354e+01
6.34315400e+00	8.37439000e-01	1.02567183e+01
6.35313300e+00	6.52074500e-01	1.03803405e+01
6.36311200e+00	9.13947500e-01	1.03698830e+01
6.37309100e+00	9.60711000e-01	1.03963112e+01
6.38307000e+00	9.54512000e-01	1.05390454e+01
6.39304900e+00	7.36972000e-01	1.03989554e+01
6.40302700e+00	8.88258500e-01	1.02630110e+01
6.41300600e+00	8.64034000e-01	1.04272157e+01
6.42298500e+00	9.06198000e-01	1.04835245e+01
6.43296400e+00	7.96505500e-01	1.04997168e+01
6.44294300e+00	9.35797500e-01	1.05159581e+01
6.45292200e+00	7.90998500e-01	1.04403088e+01
6.46290100e+00	7.61361000e-01	1.04712119e+01
6.47287900e+00	9.71335500e-01	1.05316991e+01
6.48285800e+00	8.48119000e-01	1.04888136e+01
6.49283700e+00	7.42999500e-01	1.03769681e+01
6.50281600e+00	1.04577950e+00	1.06525158e+01
6.51279500e+00	8.29249500e-01	1.04806868e+01
6.52277400e+00	6.94510500e-01	1.05134977e+01
6.53275300e+00	7.00221000e-01	1.04166054e+01
6.54273100e+00	9.38592000e-01	1.05602239e+01
6.55271000e+00	7.95454000e-01	1.03962467e+01
6.56268900e+00	7.51156500e-01	1.05353004e+01
6.57266800e+00	7.70178000e-01	1.05133950e+01
6.58264700e+00	8.80990000e-01	1.04963852e+01
6.59262600e+00	8.62714000e-01	1.06217635e+01
6.60260400e+00	9.52029500e-01	1.05014666e+01
6.61258300e+00	9.58745500e-01	1.05905784e+01
6.62256200e+00	8.10257000e-01	1.05606286e+01
6.63254100e+00	8.94892500e-01	1.05661317e+01
6.64252000e+00	8.19343500e-01	1.04553988e+01
6.65249900e+00	8.09573500e-01	1.04979823e+01
6.66247800e+00	8.21185000e-01	1.06242784e+01
6.67245600e+00	8.49125500e-01	1.05895479e+01
6.68243500e+00	7.93649000e-01	1.06403302e+01
6.69241400e+00	1.08687250e+00	1.06571541e+01
6.70239300e+00	9.28361000e-01	1.06468761e+01
6.71237200e+00	9.65460000e-01	1.05601289e+01
6.72235100e+00	8.41600500e-01	1.06845134e+01
6.73233000e+00	9.41240500e-01	1.06178204e+01
6.74230800e+00	7.80972000e-01	1.05436648e+01
6.75228700e+00	8.08133000e-01	1.05417745e+01
6.76226600e+00	1.00057700e+00	1.05544079e+01
6.77224500e+00	7.64489000e-01	1.05120777e+01
6.78222400e+00	7.43538000e-01	1.05672897e+01
6.79220300e+00	8.88087500e-01	1.05894006e+01
6.80218200e+00	6.99940000e-01	1.05520410e+01
6.81216000e+00	6.70573500e-01	1.06791237e+01
6.82213900e+00	9.28754500e-01	1.06922322e+01
6.83211800e+00	8.73089500e-01	1.07565044e+01
6.84209700e+00	1.00086100e+00	1.06871665e+01
6.85207600e+00	8.57067000e-01	1.05845296e+01
6.86205500e+00	9.95385000e-01	1.08562988e+01
6.87203400e+00	6.28265500e-01	1.05901772e+01
6.88201200e+00	7.46266500e-01	1.06147504e+01
6.89199100e+00	9.89158500e-01	1.07720281e+01
6.90197000e+00	9.91800500e-01	1.06191667e+01
6.91194900e+00	8.12206000e-01	1.07052375e+01
6.92192800e+00	8.67617500e-01	1.06541655e+01
6.93190700e+00	9.92527000e-01	1.07836090e+01
6.94188600e+00	9.45979500e-01	1.07033579e+01
6.95186400e+00	7.76816500e-01	1.06905316e+01
6.96184300e+00	7.90021000e-01	1.06593222e+01
6.97182200e+00	7.19171500e-01	1.07562312e+01
6.98180100e+00	9.78268000e-01	1.07385486e+01
6.99178000e+00	6.29804000e-01	1.06817238e+01
7.00175900e+00	7.82479500e-01	1.07393751e+01
7.01173700e+00	1.02313950e+00	1.07901285e+01
7.02171600e+00	8.59209000e-01	1.08476679e+01
7.03169500e+00	6.08676500e-01	1.07654623e+01
7.04167400e+00	8.36992500e-01	1.08114513e+01
7.05165300e+00	9.05528500e-01	1.08671945e+01
7.06163200e+00	1.09843950e+00	1.09252516e+01
7.07161100e+00	7.22775000e-01	1.08196914e+01
7.08158900e+00	7.90715500e-01	1.07814495e+01
7.09156800e+00	9.29439000e-01	1.08225703e+01
7.10154700e+00	9.73011500e-01	1.07230833e+01
7.11152600e+00	8.93418500e-01	1.07747276e+01
7.12150500e+00	7.88818500e-01	1.07532767e+01
7.13148400e+00	7.78093000e-01	1.08034207e+01
7.14146300e+00	8.17512000e-01	1.08088163e+01
7.15144100e+00	7.35937500e-01	1.08886819e+01
7.16142000e+00	7.34907000e-01	1.08232000e+01
7.17139900e+00	7.36508000e-01	1.08123076e+01
7.18137800e+00	9.40102000e-01	1.08011793e+01
7.19135700e+00	8.19207000e-01	1.08740521e+01
7.20133600e+00	8.38346500e-01	1.09113167e+01
7.21131500e+00	7.66753000e-01	1.08805022e+01
7.22129300e+00	9.71111000e-01	1.07931472e+01
7.23127200e+00	7.89621000e-01	1.09890387e+01
7.24125100e+00	8.36560000e-01	1.08372557e+01
7.25123000e+00	6.96522500e-01	1.07640004e+01
7.26120900e+00	7.37063000e-01	1.08143738e+01
7.27118800e+00	5.51616000e-01	1.06684311e+01
7.28116700e+00	7.23470500e-01	1.08520655e+01
7.29114500e+00	8.10551500e-01	1.08515861e+01
7.30112400e+00	8.61727000e-01	1.10459510e+01
7.31110300e+00	7.96626000e-01	1.09438650e+01
7.32108200e+00	9.16558000e-01	1.09146222e+01
7.33106100e+00	9.68021500e-01	1.10549613e+01
7.34104000e+00	7.30362000e-01	1.09486289e+01
7.35101900e+00	9.73029500e-01	1.09714290e+01
7.36099700e+00	9.21234500e-01	1.09081122e+01
7.37097600e+00	7.32845500e-01	1.09537494e+01
7.38095500e+00	7.86448500e-01	1.09845257e+01
7.39093400e+00	7.98449500e-01	1.33301646e-01
7.40091300e+00	1.10062950e+00	1.34194065e-01
7.41089200e+00	8.54057500e-01	1.32735319e-01
7.42087000e+00	1.09438250e+00	1.35979084e-01
7.43084900e+00	9.34932000e-01	1.30852420e-01
7.44082800e+00	8.65859000e-01	1.34062927e-01
7.45080700e+00	1.03649200e+00	1.34255913e-01
7.46078600e+00	8.21297500e-01	1.10063185e+01
7.47076500e+00	6.24439500e-01	1.09447392e+01
7.48074400e+00	7.98813500e-01	1.34398104e-01
7.49072200e+00	1.04535800e+00	1.33647796e-01
7.50070100e+00	1.06282950e+00	1.35077274e-01
7.51068000e+00	7.83119500e-01	1.34763162e-01
7.52065900e+00	7.17094000e-01	1.09937183e+01
7.53063800e+00	8.85947500e-01	1.09672519e+01
7.54061700e+00	9.59872500e-01	1.10747828e+01
7.55059600e+00	9.33576500e-01	1.12074278e+01
7.56057400e+00	1.10520250e+00	1.11344744e+01
7.57055300e+00	8.31756500e-01	1.10089530e+01
7.58053200e+00	7.98566000e-01	1.11000716e+01
7.59051100e+00	6.85940000e-01	1.09833795e+01
7.60049000e+00	8.07944000e-01	1.10914520e+01
7.61046900e+00	8.86547000e-01	1.11018625e+01
7.62044800e+00	7.03017500e-01	1.10458553e+01
7.63042600e+00	8.75105500e-01	1.10919175e+01
7.64040500e+00	9.45695000e-01	1.12371769e+01
7.65038400e+00	5.64852000e-01	1.32427803e-01
7.66036300e+00	9.77989000e-01	1.11460703e+01
7.67034200e+00	8.69382000e-01	1.12089404e+01
7.68032100e+00	5.97198000e-01	1.30648981e-01
7.69030000e+00	7.50097500e-01	1.33231164e-01
7.70027800e+00	9.65546500e-01	1.33067256e-01
7.71025700e+00	9.59321500e-01	1.33966609e-01
7.72023600e+00	1.06388000e+00	1.12826758e+01
7.73021500e+00	8.64568500e-01	1.10813106e+01
7.74019400e+00	8.06247000e-01	1.32776321e-01
7.75017300e+00	8.58374000e-01	1.33088710e-01
7.76015100e+00	7.94752000e-01	1.35617642e-01
7.77013000e+00	8.11603000e-01	1.39202776e-01
7.78010900e+00	9.39164000e-01	1.36258093e-01
7.79008800e+00	8.41488000e-01	1.36392610e-01
7.80006700e+00	7.84941000e-01	1.34304724e-01
7.81004600e+00	8.52626000e-01	1.35994310e-01
7.82002500e+00	6.74425000e-01	1.36576026e-01
7.83000300e+00	9.68161500e-01	1.37407759e-01
7.83998200e+00	9.30996500e-01	1.12664094e+01
7.84996100e+00	9.72627500e-01	1.12843008e+01
7.85994000e+00	7.95203500e-01	1.35920126e-01
7.86991900e+00	9.27641000e-01	1.36445775e-01
7.87989800e+00	9.05605000e-01	1.37439352e-01
7.88987700e+00	7.51710500e-01	1.33109459e-01
7.89985500e+00	1.25596950e+00	1.14062336e+01
7.90983400e+00	9.57011500e-01	1.12273337e+01
7.91981300e+00	6.54564500e-01	1.34039792e-01
7.92979200e+00	8.18679000e-01	1.38962231e-01
7.93977100e+00	6.54476500e-01	1.36473087e-01
7.94975000e+00	7.35002000e-01	1.35719924e-01
7.95972900e+00	6.57498500e-01	1.11895181e+01
7.96970700e+00	1.02357300e+00	1.14308052e+01
7.97968600e+00	7.15713000e-01	1.12750376e+01
7.98966500e+00	9.14068000e-01	1.36506374e-01
7.99964400e+00	6.81692000e-01	1.37226811e-01
8.00962300e+00	8.10247000e-01	1.38215526e-01
8.01960200e+00	7.11837500e-01	1.38006677e-01
8.02958100e+00	1.03199000e+00	1.41735700e-01
8.03955900e+00	7.27398000e-01	1.34923680e-01
8.04953800e+00	1.01136350e+00	1.37675864e-01
8.05951700e+00	8.16861500e-01	1.35862380e-01
8.06949600e+00	7.08517000e-01	1.35559559e-01
8.07947500e+00	7.84519500e-01	1.35356055e-01
8.08945400e+00	6.70951000e-01	1.37893690e-01
8.09943300e+00	5.61862500e-01	1.38407817e-01
8.10941100e+00	7.84637500e-01	1.38846958e-01
8.11939000e+00	7.71484500e-01	1.37580415e-01
8.12936900e+00	8.03449000e-01	1.13003002e+01
8.13934800e+00	5.15141000e-01	1.12906828e+01
8.14932700e+00	7.92861500e-01	1.34971607e-01
8.15930600e+00	5.67484500e-01	1.38253260e-01
8.16928400e+00	1.14409550e+00	1.39164984e-01
8.17926300e+00	9.78647000e-01	1.40968933e-01
8.18924200e+00	7.68892000e-01	1.36197887e-01
8.19922100e+00	9.95509000e-01	1.40916071e-01
8.20920000e+00	9.81276000e-01	1.38929990e-01
8.21917900e+00	7.23145000e-01	1.39794305e-01
8.22915800e+00	7.07504000e-01	1.39787152e-01
8.23913600e+00	9.75590500e-01	1.39864730e-01
8.24911500e+00	1.11659450e+00	1.41421957e-01
8.25909400e+00	8.57655500e-01	1.40177216e-01
8.26907300e+00	8.99277500e-01	1.38865771e-01
8.27905200e+00	7.11087500e-01	1.37477680e-01
8.28903100e+00	8.50682000e-01	1.14306943e+01
8.29901000e+00	8.75969500e-01	1.14089010e+01
8.30898800e+00	6.63671000e-01	1.40161437e-01
8.31896700e+00	8.35644500e-01	1.40915657e-01
8.32894600e+00	6.65693500e-01	1.37729549e-01
8.33892500e+00	1.12776550e+00	1.41007318e-01
8.34890400e+00	9.18418000e-01	1.38340317e-01
8.35888300e+00	7.67836500e-01	1.37753722e-01
8.36886200e+00	8.50545500e-01	1.39486404e-01
8.37884000e+00	7.36831000e-01	1.14053860e+01
8.38881900e+00	8.03231500e-01	1.14674367e+01
8.39879800e+00	8.54197000e-01	1.16014570e+01
8.40877700e+00	8.02023000e-01	1.15601783e+01
8.41875600e+00	9.06409500e-01	1.15214080e+01
8.42873500e+00	9.85184500e-01	1.16073835e+01
8.43871400e+00	1.00184300e+00	1.15772122e+01
8.44869200e+00	8.95183000e-01	1.38946826e-01
8.45867100e+00	8.28100500e-01	1.42794199e-01
8.46865000e+00	7.58530000e-01	1.40983212e-01
8.47862900e+00	7.77819500e-01	1.16506364e+01
8.48860800e+00	5.94002000e-01	1.14725933e+01
8.49858700e+00	9.12112500e-01	1.14686955e+01
8.50856600e+00	1.27044300e+00	1.17161228e+01
8.51854400e+00	7.21016000e-01	1.14774901e+01
8.52852300e+00	8.83892500e-01	1.14694606e+01
8.53850200e+00	8.61237500e-01	1.16659690e+01
8.54848100e+00	6.88655500e-01	1.16672454e+01
8.55846000e+00	9.54210500e-01	1.15612288e+01
8.56843900e+00	7.45731000e-01	1.16222766e+01
8.57841700e+00	8.39140000e-01	1.40480571e-01
8.58839600e+00	8.96634500e-01	1.44089605e-01
8.59837500e+00	8.76265000e-01	1.15726110e+01
8.60835400e+00	6.42632000e-01	1.15555845e+01
8.61833300e+00	8.99700000e-01	1.40186161e-01
8.62831200e+00	6.15767500e-01	1.41494832e-01
8.63829100e+00	9.39994000e-01	1.42949156e-01
8.64826900e+00	9.94738500e-01	1.40840196e-01
8.65824800e+00	1.10179600e+00	1.41032182e-01
8.66822700e+00	9.54784000e-01	1.45580710e-01
8.67820600e+00	7.56779500e-01	1.39784198e-01
8.68818500e+00	8.77563000e-01	1.41922778e-01
8.69816400e+00	9.21752000e-01	1.43726239e-01
8.70814300e+00	7.56683500e-01	1.41585612e-01
8.71812100e+00	6.05770500e-01	1.42361145e-01
8.72810000e+00	6.52307000e-01	1.42591196e-01
8.73807900e+00	9.83155500e-01	1.17688138e+01
8.74805800e+00	7.54823500e-01	1.16986226e+01
8.75803700e+00	1.04590250e+00	1.43580940e-01
8.76801600e+00	6.92211500e-01	1.43122362e-01
8.77799500e+00	8.10680000e-01	1.43002784e-01
8.78797300e+00	8.07728000e-01	1.44510273e-01
8.79795200e+00	1.03643800e+00	1.42202787e-01
8.80793100e+00	9.52477000e-01	1.17530104e+01
8.81791000e+00	8.19720000e-01	1.18302819e+01
8.82788900e+00	8.09472000e-01	1.16866657e+01
8.83786800e+00	8.15448000e-01	1.17801383e+01
8.84784700e+00	8.21649500e-01	1.46988923e-01
8.85782500e+00	8.34117500e-01	1.17129918e+01
8.86780400e+00	5.06307000e-01	1.16684868e+01
8.87778300e+00	5.45798000e-01	1.17013806e+01
8.88776200e+00	9.29530000e-01	1.17659252e+01
8.89774100e+00	1.12652600e+00	1.41722496e-01
8.90772000e+00	7.30521000e-01	1.43004381e-01
8.91769900e+00	9.23734500e-01	1.43588632e-01
8.92767700e+00	8.28281000e-01	1.46756611e-01
8.93765600e+00	8.73307500e-01	1.44219165e-01
8.94763500e+00	8.10876500e-01	1.18118809e+01
8.95761400e+00	6.21253000e-01	1.16423456e+01
8.96759300e+00	9.90995500e-01	1.43651051e-01
8.97757200e+00	8.60139500e-01	1.45328078e-01
8.98755000e+00	9.38098000e-01	1.44893903e-01
8.99752900e+00	7.24880500e-01	1.45141455e-01
9.00750800e+00	8.39186500e-01	1.46241249e-01
9.01748700e+00	1.11413500e+00	1.46287805e-01
9.02746600e+00	8.13878500e-01	1.42937944e-01
9.03744500e+00	8.83502500e-01	1.44568402e-01
9.04742400e+00	6.59222500e-01	1.44925731e-01
9.05740200e+00	8.61205500e-01	1.18232790e+01
9.06738100e+00	9.61691500e-01	1.18397036e+01
9.07736000e+00	1.02780050e+00	1.46688705e-01
9.08733900e+00	7.13021500e-01	1.45431234e-01
9.09731800e+00	8.58183500e-01	1.46274520e-01
9.10729700e+00	9.31531000e-01	1.49714693e-01
9.11727600e+00	9.11561000e-01	1.45604262e-01
9.12725400e+00	9.62194000e-01	1.44696795e-01
9.13723300e+00	9.04794500e-01	1.47259582e-01
9.14721200e+00	8.37544000e-01	1.46079062e-01
9.15719100e+00	6.48141500e-01	1.46507619e-01
9.16717000e+00	7.48678000e-01	1.48961793e-01
9.17714900e+00	9.43269000e-01	1.46144882e-01
9.18712800e+00	9.30948500e-01	1.45476802e-01
9.19710600e+00	1.19699150e+00	1.19127830e+01
9.20708500e+00	7.36025000e-01	1.19524261e+01
9.21706400e+00	6.61797500e-01	1.18879203e+01
9.22704300e+00	9.60077500e-01	1.46781582e-01
9.23702200e+00	8.01537500e-01	1.45976964e-01
9.24700100e+00	6.80539500e-01	1.45669980e-01
9.25698000e+00	5.75129000e-01	1.45474766e-01
9.26695800e+00	1.16059400e+00	1.48690759e-01
9.27693700e+00	7.07347500e-01	1.43783703e-01
9.28691600e+00	6.80931000e-01	1.19305619e+01
9.29689500e+00	8.86184500e-01	1.19225203e+01
9.30687400e+00	9.85391500e-01	1.20468705e+01
9.31685300e+00	8.35545500e-01	1.20459085e+01
9.32683200e+00	8.64996500e-01	1.49512971e-01
9.33681000e+00	8.52782500e-01	1.47391354e-01
9.34678900e+00	7.35667500e-01	1.44427622e-01
9.35676800e+00	9.80656500e-01	1.48182158e-01
9.36674700e+00	5.39950000e-01	1.47785586e-01
9.37672600e+00	1.09658350e+00	1.49245975e-01
9.38670500e+00	9.37878500e-01	1.20798216e+01
9.39668300e+00	8.30500000e-01	1.21205420e+01
9.40666200e+00	9.76551000e-01	1.46399983e-01
9.41664100e+00	7.18998000e-01	1.46050328e-01
9.42662000e+00	1.11917750e+00	1.52687959e-01
9.43659900e+00	1.08492050e+00	1.48685410e-01
9.44657800e+00	9.58621500e-01	1.47512011e-01
9.45655700e+00	1.21776600e+00	1.49506416e-01
9.46653500e+00	1.19175450e+00	1.47740362e-01
9.47651400e+00	9.98446000e-01	1.49986198e-01
9.48649300e+00	8.15704500e-01	1.48018053e-01
9.49647200e+00	9.71511500e-01	1.46822968e-01
9.50645100e+00	7.23338000e-01	1.48883217e-01
9.51643000e+00	1.15650950e+00	1.49617039e-01
9.52640900e+00	9.12218000e-01	1.47705642e-01
9.53638700e+00	1.08262650e+00	1.52218312e-01
9.54636600e+00	1.09032200e+00	1.48051673e-01
9.55634500e+00	8.91757500e-01	1.48507715e-01
9.56632400e+00	1.11320200e+00	1.52518137e-01
9.57630300e+00	9.83557000e-01	1.51897237e-01
9.58628200e+00	9.32288000e-01	1.49097219e-01
9.59626100e+00	6.44805000e-01	1.21149795e+01
9.60623900e+00	8.37489500e-01	1.21251806e+01
9.61621800e+00	1.06818800e+00	1.21839493e+01
9.62619700e+00	9.50496000e-01	1.48236638e-01
9.63617600e+00	9.41600000e-01	1.51988952e-01
9.64615500e+00	9.36329000e-01	1.49709506e-01
9.65613400e+00	8.06362000e-01	1.47059700e-01
9.66611300e+00	9.58243500e-01	1.50228645e-01
9.67609100e+00	7.79936500e-01	1.43027724e-01
9.68607000e+00	8.22959000e-01	1.49330353e-01
9.69604900e+00	7.88432000e-01	1.50045223e-01
9.70602800e+00	1.08208150e+00	1.50478625e-01
9.71600700e+00	1.09229150e+00	1.51298184e-01
9.72598600e+00	7.95516000e-01	1.51414919e-01
9.73596400e+00	6.50799000e-01	1.22508399e+01
9.74594300e+00	8.44786000e-01	1.22708002e+01
9.75592200e+00	1.05755200e+00	1.22950796e+01
9.76590100e+00	1.16191100e+00	1.50822127e-01
9.77588000e+00	8.11583500e-01	1.20916730e+01
9.78585900e+00	1.03726200e+00	1.22886783e+01
9.79583800e+00	9.96798000e-01	1.50201303e-01
9.80581600e+00	6.61851500e-01	1.53176016e-01
9.81579500e+00	7.29049500e-01	1.50354599e-01
9.82577400e+00	1.16512700e+00	1.50257857e-01
9.83575300e+00	9.54835000e-01	1.50143387e-01
9.84573200e+00	9.48073500e-01	1.51192519e-01
9.85571100e+00	1.04424950e+00	1.49956958e-01
9.86569000e+00	8.05731500e-01	1.50638787e-01
9.87566800e+00	8.56947500e-01	1.53793014e-01
9.88564700e+00	9.12907000e-01	1.48887797e-01
9.89562600e+00	1.08291950e+00	1.52391319e-01
9.90560500e+00	8.43576500e-01	1.52977223e-01
9.91558400e+00	1.09144800e+00	1.50346684e-01
9.92556300e+00	1.05399600e+00	1.52090515e-01
9.93554200e+00	9.25123500e-01	1.51154903e-01
9.94552000e+00	1.19341900e+00	1.49656796e-01
9.95549900e+00	5.95496500e-01	1.50380332e-01
9.96547800e+00	1.00302700e+00	1.56337044e-01
9.97545700e+00	1.02603900e+00	1.24377429e+01
9.98543600e+00	9.87695500e-01	1.24247821e+01
9.99541500e+00	8.90386500e-01	1.23641110e+01
1.00053900e+01	1.05798650e+00	1.52693763e-01
1.00153700e+01	9.88523000e-01	1.24770689e+01
1.00253500e+01	8.22557000e-01	1.24088868e+01
1.00353300e+01	1.10686500e+00	1.25614371e+01
1.00453100e+01	1.05651100e+00	1.25226772e+01
1.00552900e+01	1.07066500e+00	1.26327610e+01
1.00652700e+01	1.05670100e+00	1.58466838e-01
1.00752500e+01	8.07639000e-01	1.59843933e-01
1.00852200e+01	9.14047000e-01	1.64223120e-01
1.00952000e+01	8.80678000e-01	1.24693034e+01
1.01051800e+01	1.01885850e+00	1.69873849e-01
1.01151600e+01	6.62885500e-01	1.72305253e-01
1.01251400e+01	1.00663100e+00	1.24953464e+01
1.01351200e+01	1.09731700e+00	1.26363645e+01
1.01451000e+01	7.76828500e-01	1.76533640e-01
1.01550800e+01	9.40008500e-01	1.78980212e-01
1.01650600e+01	1.01740650e+00	1.80292028e-01
1.01750300e+01	9.26882500e-01	1.79362585e-01
1.01850100e+01	9.48915000e-01	1.82983836e-01
1.01949900e+01	1.04705300e+00	1.85052640e-01
