4.659265079999999788e-03 2.490308504700570325e+01 6.486267177385882446e-03
5.277180270000000027e-03 1.757429356541203802e+01 2.267707221207262286e-02
5.895095450000000306e-03 1.289011065809462764e+01 8.407853031850999123e-03
6.513010629999999718e-03 9.749728926585406796e+00 5.007511005659427000e-03
7.130925809999999997e-03 7.559982360658118239e+00 1.742623378670178289e-02
7.748840990000000276e-03 5.996621245213343165e+00 4.267344352199901360e-03
8.366756169999999687e-03 4.835616234126492330e+00 2.739302331296099811e-03
8.984671359999999926e-03 3.973466740299292699e+00 4.230944162506361170e-03
9.602586539999999338e-03 3.292389526056061833e+00 6.736274207461947355e-03
1.022050170000000056e-02 2.767361958118319087e+00 3.832214031062702777e-03
1.083841689999999990e-02 2.345826325942805823e+00 6.438280455437118575e-04
1.145633209999999923e-02 2.012056786858082980e+00 2.779947730954358733e-03
1.207424730000000029e-02 1.736107600665871109e+00 1.965278170888372020e-03
1.269216240000000002e-02 1.508716760574236426e+00 9.480443636962616839e-04
1.331007759999999936e-02 1.320706067565662778e+00 4.351814180134299477e-04
1.392799280000000042e-02 1.166013996411429332e+00 1.666701999378202405e-03
1.454590799999999975e-02 1.032834316328754776e+00 4.429133783701928902e-03
1.516382320000000082e-02 9.196010060161707855e-01 2.156726689699435453e-03
1.578173839999999842e-02 8.234966304689140815e-01 1.877320167122979765e-03
1.639965349999999988e-02 7.404465950826955023e-01 2.235830140001977741e-03
1.701756869999999922e-02 6.688871142955479243e-01 2.692162417843620495e-03
1.763548389999999855e-02 6.060769928822212771e-01 8.786543955937776594e-04
1.825339910000000135e-02 5.492540414199479359e-01 4.736936171211953654e-04
1.887131430000000068e-02 5.007438635348003819e-01 2.970455730259783083e-03
1.948922939999999868e-02 4.604623650737675877e-01 6.466109402402751144e-04
2.010714460000000148e-02 4.195020230515996151e-01 9.409894312983424578e-05
2.072505980000000081e-02 3.870319596550972352e-01 2.693470649453077580e-03
2.134297500000000014e-02 3.587221233060663428e-01 2.576402878189980577e-03
2.196089019999999947e-02 3.298099121128831301e-01 4.946541175425742094e-05
2.257880539999999880e-02 3.062934241359213661e-01 9.815243492796368801e-06
2.319672050000000027e-02 2.843761590990510624e-01 6.181707382880703532e-04
2.381463569999999960e-02 2.643262148561363323e-01 4.640921002015741849e-04
2.443255089999999893e-02 2.451851074362929872e-01 7.186872478043542650e-05
2.505046610000000173e-02 2.285677407374779313e-01 1.306059186910135900e-04
2.566838130000000107e-02 2.144615546344847135e-01 6.043291576075666667e-04
2.628629639999999906e-02 2.017715023013866571e-01 8.276240204017973334e-04
2.690421159999999839e-02 1.879937339149566344e-01 5.165645893498512116e-04
2.752212680000000120e-02 1.780714500198790351e-01 7.149865165066996353e-04
2.814004200000000053e-02 1.670600968151443322e-01 9.128295008071028033e-04
