4.659265079999999788e-03 3.388745109672304778e+01 1.605421588807983552e-02
5.277180270000000027e-03 2.393362030873371538e+01 1.483121832463077210e-02
5.895095450000000306e-03 1.756508961026985460e+01 8.004359458120674162e-03
6.513010629999999718e-03 1.328179729442503110e+01 1.165070936209854600e-02
7.130925809999999997e-03 1.031116037945214003e+01 7.236427458729458202e-03
7.748840990000000276e-03 8.184329165462761679e+00 4.707394325218950890e-03
8.366756169999999687e-03 6.585066602074926223e+00 1.990066179429002876e-03
8.984671359999999926e-03 5.409258083743422318e+00 3.470411972093144764e-03
9.602586539999999338e-03 4.493088562394431662e+00 1.214717813421223530e-03
1.022050170000000056e-02 3.771978923493591651e+00 9.889613739425271235e-03
1.083841689999999990e-02 3.208610474809068247e+00 1.286094949819664268e-04
1.145633209999999923e-02 2.750408815160411358e+00 5.172949723294682431e-03
1.207424730000000029e-02 2.373103298424832808e+00 9.677604040961649678e-04
1.269216240000000002e-02 2.073676095876113123e+00 3.881076444260867474e-03
1.331007759999999936e-02 1.812378472196150891e+00 5.566630025084442915e-04
1.392799280000000042e-02 1.597270490483422289e+00 1.298895673823996380e-04
1.454590799999999975e-02 1.418881393855576434e+00 1.079301730361798776e-03
1.516382320000000082e-02 1.262780538032468369e+00 4.044032905253376088e-03
1.578173839999999842e-02 1.133774302000417400e+00 1.633217645125009145e-03
1.639965349999999988e-02 1.017447879142474143e+00 6.864202155630076338e-04
1.701756869999999922e-02 9.186765365059615940e-01 3.643258527050137821e-03
1.763548389999999855e-02 8.319527529932815302e-01 6.844764853881930150e-04
1.825339910000000135e-02 7.588447307380845608e-01 2.769056800224296323e-03
1.887131430000000068e-02 6.910504446854159877e-01 1.286111060289700471e-03
1.948922939999999868e-02 6.313340591850132855e-01 1.126995436714742704e-03
2.010714460000000148e-02 5.806732999758756897e-01 2.320523660839047663e-03
2.072505980000000081e-02 5.357674051922298730e-01 1.687604130784761377e-03
2.134297500000000014e-02 4.950299788239102550e-01 1.262449237442182575e-03
2.196089019999999947e-02 4.589571413666391209e-01 4.026069163260177363e-04
2.257880539999999880e-02 4.247264730208842876e-01 1.276897958951082749e-03
2.319672050000000027e-02 3.941934506414732087e-01 1.190406260801133917e-03
2.381463569999999960e-02 3.681200481139896286e-01 4.418784945993226390e-04
2.443255089999999893e-02 3.435354144934820164e-01 2.108476102775160097e-03
2.505046610000000173e-02 3.204127376861815590e-01 1.178833349920759693e-03
2.566838130000000107e-02 3.014433029981777312e-01 1.605092902921740434e-03
2.628629639999999906e-02 2.829940654563022906e-01 6.846875583495404434e-04
2.690421159999999839e-02 2.651458267123528167e-01 1.861461254977496600e-03
2.752212680000000120e-02 2.513608836147516734e-01 1.377144081585294794e-04
2.814004200000000053e-02 2.359754809746900106e-01 1.370842698361674796e-04
2.875795719999999986e-02 2.223599193562349752e-01 3.143349331773065761e-04
2.937587230000000132e-02 2.116005924575037056e-01 3.018298493317522128e-04
2.999378750000000066e-02 2.007019150574001209e-01 1.827107248276181367e-04
3.061170269999999999e-02 1.912212724777252459e-01 5.119280298901100626e-04
3.122961789999999932e-02 1.827611802350064540e-01 4.315816338468813403e-04
3.184753309999999865e-02 1.726694305255232764e-01 6.298555642497589155e-04
3.246544829999999798e-02 1.659512187995146604e-01 6.763514713079751264e-04
3.308336340000000292e-02 1.566651966212786462e-01 6.689467441672829326e-04
3.370127860000000225e-02 1.517663738415629404e-01 4.191347307592764842e-04
3.431919380000000158e-02 1.437848856165409028e-01 4.115830861181857497e-04
3.493710900000000091e-02 1.384543315051146029e-01 3.534716694970028170e-04
3.555502420000000025e-02 1.333047845536691201e-01 7.558049077853074308e-04
3.617293929999999824e-02 1.284871355217397926e-01 3.751586971265483573e-05
3.679085449999999757e-02 1.232803294042575659e-01 1.427422473380110307e-04
3.740876969999999690e-02 1.183720568386637112e-01 1.180999889735997050e-04
3.802668490000000318e-02 1.138154996961114468e-01 1.274110664775468733e-04
3.864460010000000251e-02 1.097099835984333971e-01 1.093333422029368418e-03
3.926251530000000184e-02 1.069393299904546207e-01 4.520103612645027732e-04
3.988043039999999984e-02 1.031112701300554019e-01 5.803110397309235420e-04
4.049834559999999917e-02 9.965683541360020881e-02 1.203528943959647577e-03
4.111626079999999850e-02 9.765505413791895906e-02 7.906808155836102898e-04
4.173417599999999783e-02 9.519294517380715026e-02 4.095877041375620533e-04
4.235209119999999716e-02 9.079370803378553068e-02 7.438953705647328215e-04
4.297000630000000210e-02 8.806543338542853483e-02 3.530611495479099712e-04
4.358792150000000143e-02 8.646877786998409532e-02 9.832871895132432125e-04
4.420583670000000076e-02 8.510417127875262444e-02 2.890898290345604799e-04
4.482375190000000009e-02 8.183392897722578663e-02 4.112335901107784910e-04
4.544166709999999942e-02 8.005608196002819699e-02 7.647465498324004882e-04
4.605958229999999876e-02 7.893375431231097750e-02 4.390344129450132922e-04
4.667749739999999675e-02 7.672523896224330009e-02 6.245067142882159642e-04
