4.930947740000000273e-03 3.006301999778004586e+01 1.624397550292196526e-02
5.547468940000000424e-03 2.162142588494249651e+01 7.395835391123308997e-03
6.163990149999999668e-03 1.609239871140580647e+01 3.779430960296579958e-03
6.780511349999999819e-03 1.232156722948497496e+01 5.216683719066627159e-03
7.397032559999999930e-03 9.659904962761432401e+00 4.517163662175427592e-03
8.013553760000000081e-03 7.718314641405185306e+00 3.239800425012228681e-03
8.630074959999999365e-03 6.287825007362576990e+00 1.008098365868265005e-02
9.246596169999999476e-03 5.175765926886362500e+00 6.807686534004584768e-03
9.863117370000000494e-03 4.324191093147441656e+00 9.075943707842626038e-03
1.047963860000000053e-02 3.651928214411356954e+00 6.182381232561475100e-03
1.109615979999999981e-02 3.112456201872525696e+00 2.498038083057121678e-03
1.171268100000000083e-02 2.677151837779296439e+00 4.004470322439573730e-03
1.232920220000000011e-02 2.316840149097273205e+00 4.124551231863096169e-03
1.294572339999999940e-02 2.021529358449346780e+00 3.614429328662260767e-03
1.356224460000000041e-02 1.780092034857904126e+00 3.311952505957784518e-04
1.417876579999999970e-02 1.566320107132704198e+00 5.197070633495034890e-03
1.479528700000000072e-02 1.394845270382794711e+00 2.975933035856419880e-03
1.541180820000000000e-02 1.243367838853752572e+00 1.631017016376270362e-03
1.602832939999999928e-02 1.118862991051782441e+00 8.776761787452635761e-04
1.664485060000000030e-02 1.006311570450180382e+00 7.571609614373845613e-05
1.726137180000000132e-02 9.069373135524932961e-01 7.640158025658595232e-04
1.787789299999999887e-02 8.225787254540407600e-01 6.371392390495552154e-04
1.849441419999999989e-02 7.516318351170763190e-01 1.619378934507873739e-03
1.911093540000000091e-02 6.850916394287023259e-01 1.999164033199159456e-03
1.972745659999999845e-02 6.277194030648953760e-01 1.485971045304041978e-03
2.034397779999999947e-02 5.751969739560829353e-01 6.792321269659818816e-04
2.096049909999999836e-02 5.314623340176849453e-01 1.204213946592883056e-03
2.157702029999999938e-02 4.857197092880989331e-01 2.300178463780585929e-03
2.219354150000000039e-02 4.557517845304788207e-01 3.354182068197583471e-04
2.281006270000000141e-02 4.198621294490748612e-01 9.885067633819226689e-04
2.342658389999999896e-02 3.878254241538155456e-01 2.239509201349563963e-03
2.404310509999999998e-02 3.642042145760367999e-01 1.622166319436490903e-03
2.465962630000000100e-02 3.398229850482818448e-01 1.337301382938305356e-03
2.527614749999999855e-02 3.194357054787708705e-01 2.103454365387744194e-03
2.589266869999999957e-02 2.984045636788248967e-01 1.014520866875466684e-03
2.650918990000000058e-02 2.786199611669321063e-01 1.965580461244659249e-04
2.712571110000000160e-02 2.615018823455597108e-01 1.051449685863704462e-03
2.774223229999999915e-02 2.478690746682175872e-01 1.624283822564407667e-03
2.835875350000000017e-02 2.329088239562409068e-01 2.286675395370190746e-03
2.897527470000000119e-02 2.190463649770881538e-01 2.605380194194465652e-04
2.959179589999999874e-02 2.070728939896208098e-01 2.228571176410734916e-03
3.020831709999999976e-02 1.963073850234776374e-01 4.766807854443015006e-04
3.082483830000000077e-02 1.872840064949554406e-01 4.524929492165301152e-04
3.144135950000000179e-02 1.781736597919469922e-01 4.821097595262125823e-04
3.205788069999999934e-02 1.680431791727315105e-01 1.051479074867127383e-03
3.267440189999999689e-02 1.593697368568093020e-01 8.713041765312343374e-04
3.329092310000000138e-02 1.520970299264072512e-01 2.884227915636573781e-04
3.390744429999999893e-02 1.437595376256676771e-01 1.551991328118665445e-03
3.452396550000000341e-02 1.376089092765111765e-01 9.238188422124876545e-04
3.514048680000000230e-02 1.315630709370145812e-01 2.517097835054424087e-04
3.575700799999999985e-02 1.255312063259720057e-01 7.616850478152072069e-04
3.637352919999999740e-02 1.197407147092135055e-01 5.676419152533970737e-04
3.699005040000000188e-02 1.147457347944053907e-01 3.302603470370427379e-04
3.760657159999999943e-02 1.099977248817086001e-01 1.031361288611171590e-03
3.822309279999999698e-02 1.042372254473313969e-01 2.103407439106200438e-05
3.945613519999999902e-02 9.705662196048783774e-02 1.465684732000714630e-04
4.068917760000000106e-02 9.039928098179336735e-02 5.552205225217356644e-04
4.192222000000000309e-02 8.329464581581430549e-02 6.653168330033040279e-04
4.315526239999999819e-02 7.677216782646174853e-02 5.717165929597699345e-04
4.438830480000000023e-02 7.250264454651303425e-02 2.723574299935785392e-04
4.562134720000000226e-02 6.755269410330805302e-02 4.259040370208909713e-04
