
  7.609070E-02   5.091540E+00   4.878336E-01 
  7.993862E-02   6.058443E+00   2.254102E-01 
  8.378654E-02   5.679026E+00   1.588333E-01 
  8.763446E-02   4.928006E+00   1.351616E-01 
  9.148238E-02   4.308226E+00   1.187207E-01 
  9.533030E-02   4.014484E+00   1.107773E-01 
  9.917822E-02   3.527167E+00   1.028636E-01 
  1.030261E-01   3.297112E+00   9.725931E-02 
  1.068741E-01   2.786713E+00   8.568292E-02 
  1.107220E-01   2.521889E+00   7.981585E-02 
  1.145699E-01   2.237743E+00   7.324317E-02 
  1.184178E-01   2.273277E+00   1.507739E+00 
  1.222657E-01   1.924952E+00   6.564458E-02 
  1.261136E-01   1.799833E+00   6.376439E-02 
  1.299616E-01   1.806469E+00   6.199769E-02 
  1.338095E-01   1.578996E+00   5.791734E-02 
  1.376574E-01   1.500117E+00   5.253066E-02 
  1.415053E-01   1.392796E+00   5.335916E-02 
  1.453532E-01   1.228113E+00   1.108202E+00 
  1.492012E-01   1.163757E+00   4.593042E-02 
  1.530491E-01   1.134850E+00   4.373773E-02 
  1.568970E-01   1.003009E+00   4.090720E-02 
  1.607449E-01   9.842764E-01   3.979615E-02 
  1.645928E-01   9.950717E-01   4.092598E-02 
  1.684407E-01   8.945444E-01   3.675499E-02 
  1.722887E-01   7.733495E-01   3.496181E-02 
  1.761366E-01   7.566037E-01   3.428770E-02 
  1.799845E-01   7.775463E-01   3.357536E-02 
  1.838324E-01   7.189983E-01   3.235222E-02 
  1.876803E-01   6.307469E-01   3.027139E-02 
  1.915283E-01   5.804331E-01   2.868284E-02 
  1.953762E-01   6.320622E-01   2.995776E-02 
  1.992241E-01   6.543627E-01   3.030696E-02 
  2.030720E-01   5.873638E-01   2.806981E-02 
  2.069199E-01   5.717206E-01   2.808415E-02 
  2.107679E-01   5.891936E-01   2.807488E-02 
  2.146158E-01   5.595440E-01   2.711909E-02 
  2.184637E-01   5.591240E-01   2.760244E-02 
  2.223116E-01   4.964106E-01   2.548080E-02 
  2.261595E-01   5.382009E-01   2.639944E-02 
  2.300074E-01   4.690613E-01   2.480959E-02 
  2.338554E-01   4.613234E-01   2.420367E-02 
  2.377033E-01   4.120368E-01   2.286380E-02 
  2.415512E-01   4.113504E-01   6.413661E-01 
  2.453991E-01   4.211683E-01   2.220055E-02 
  2.492470E-01   4.127714E-01   2.282867E-02 
  2.530950E-01   3.905474E-01   6.249379E-01 
  2.569429E-01   3.950202E-01   2.195456E-02 
  2.607908E-01   4.380230E-01   2.301673E-02 
  2.646387E-01   4.009873E-01   2.198698E-02 
  2.684866E-01   3.785328E-01   2.069001E-02 
  2.723345E-01   4.017915E-01   2.152898E-02 
  2.761825E-01   3.345750E-01   1.937732E-02 
  2.800304E-01   3.468961E-01   1.937276E-02 
  2.838783E-01   3.206629E-01   1.881920E-02 
  2.877262E-01   3.665869E-01   2.037429E-02 
  2.915741E-01   3.526886E-01   1.980296E-02 
  2.954221E-01   3.311464E-01   1.918726E-02 
  2.992700E-01   3.499067E-01   1.953417E-02 
  3.031179E-01   3.686641E-01   2.012315E-02 
  3.069658E-01   3.314020E-01   1.865684E-02 
  3.108137E-01   3.010568E-01   1.763507E-02 
  3.146616E-01   2.833809E-01   1.720509E-02 
  3.185096E-01   2.910124E-01   1.761443E-02 
  3.223575E-01   2.898993E-01   1.675740E-02 
  3.262054E-01   2.885510E-01   1.692695E-02 
  3.300533E-01   2.706322E-01   1.658096E-02 
  3.339012E-01   2.656574E-01   1.601255E-02 
  3.377492E-01   3.128712E-01   1.753864E-02 
  3.415971E-01   2.620265E-01   1.586324E-02 
  3.454450E-01   2.733495E-01   1.655559E-02 
  3.492929E-01   2.363806E-01   1.473090E-02 
  3.531408E-01   2.781994E-01   1.662720E-02 
  3.569888E-01   2.847012E-01   1.635945E-02 
  3.608367E-01   2.677049E-01   1.574559E-02 
  3.646846E-01   2.590332E-01   1.533921E-02 
  3.685325E-01   2.456526E-01   1.500390E-02 
  3.723804E-01   2.438273E-01   1.486950E-02 
  3.762283E-01   2.459202E-01   1.514298E-02 
  3.800763E-01   2.566985E-01   1.521676E-02 
  3.839242E-01   2.739125E-01   1.564214E-02 
  3.877721E-01   2.566985E-01   1.518648E-02 
  3.916200E-01   2.233244E-01   1.409904E-02 
  3.954679E-01   2.597346E-01   1.501021E-02 
  3.993159E-01   2.314480E-01   1.415681E-02 
  4.031638E-01   2.493784E-01   1.468722E-02 
  4.070117E-01   2.170747E-01   1.352455E-02 
  4.108596E-01   2.271137E-01   1.382303E-02 
  4.147075E-01   2.037675E-01   1.293446E-02 
  4.185554E-01   2.465500E-01   1.453874E-02 
  4.224034E-01   2.428575E-01   1.415643E-02 
  4.262513E-01   2.464238E-01   1.451073E-02 
  4.300992E-01   2.343215E-01   1.412825E-02 
  4.339471E-01   2.088837E-01   1.315683E-02 
  4.377950E-01   2.272651E-01   1.336878E-02 
  4.416430E-01   2.234491E-01   1.323527E-02 
  4.454909E-01   2.270012E-01   1.325833E-02 
  4.493388E-01   2.299765E-01   1.345981E-02 
  4.531867E-01   2.286489E-01   1.363871E-02 
  4.570346E-01   2.366056E-01   1.349751E-02 
  4.608825E-01   2.517077E-01   1.397886E-02 
  4.647305E-01   2.396884E-01   1.341554E-02 
  4.685784E-01   2.083870E-01   1.274625E-02 
  4.724263E-01   2.244496E-01   1.276296E-02 
  4.762742E-01   2.203853E-01   1.306980E-02 
  4.801221E-01   2.161671E-01   1.269896E-02 
