q[A-1]	I(q)[sr-1]_nmA(Lyso_Lyso_4_frames_005_350_sub.dat_00001_[sub(Lyso_Lyso_4_frames_005_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])])	error
5.04590300e-01	6.16837200e-01	1.63698226e-01
5.05588200e-01	6.82854600e-01	1.64723817e-01
5.06586100e-01	5.59914500e-01	1.62250881e-01
5.07584000e-01	7.73466100e-01	1.68486037e-01
5.08581900e-01	7.62090700e-01	6.89034378e+00
5.09579800e-01	6.16439300e-01	6.79487348e+00
5.10577600e-01	7.93581000e-01	6.91069777e+00
5.11575500e-01	7.28484800e-01	6.89553384e+00
5.12573400e-01	8.04628800e-01	6.94545412e+00
5.13571300e-01	6.56284700e-01	6.83085847e+00
5.14569200e-01	4.97649700e-01	6.69095449e+00
5.15567100e-01	5.83995300e-01	6.81760226e+00
5.16565000e-01	7.80786200e-01	6.89124820e+00
5.17562800e-01	7.85344100e-01	6.91607548e+00
5.18560700e-01	8.19909400e-01	6.98463987e+00
5.19558600e-01	7.35969600e-01	6.88903542e+00
5.20556500e-01	8.61292200e-01	6.94309410e+00
5.21554400e-01	9.09910000e-01	6.99242791e+00
5.22552300e-01	8.71516100e-01	6.99745910e+00
5.23550200e-01	6.81076500e-01	6.88397967e+00
5.24548000e-01	5.44744600e-01	6.80607103e+00
5.25545900e-01	7.84003700e-01	6.90389174e+00
5.26543800e-01	6.80965800e-01	6.83036872e+00
5.27541700e-01	6.05776400e-01	6.85847130e+00
5.28539600e-01	4.77158300e-01	6.75651768e+00
5.29537500e-01	5.97395600e-01	6.85175454e+00
5.30535400e-01	6.02059700e-01	6.81489513e+00
5.31533200e-01	5.05084600e-01	6.77543580e+00
5.32531100e-01	5.86218500e-01	6.83915302e+00
5.33529000e-01	7.07866700e-01	6.89841881e+00
5.34526900e-01	8.19854900e-01	6.96130253e+00
5.35524800e-01	7.96106800e-01	6.96055669e+00
5.36522700e-01	4.77395800e-01	6.73618067e+00
5.37520500e-01	6.08685900e-01	6.86585950e+00
5.38518400e-01	6.20396200e-01	6.86757044e+00
5.39516300e-01	5.99993000e-01	6.89870760e+00
5.40514200e-01	5.10836600e-01	6.79214322e+00
5.41512100e-01	8.64922400e-01	7.04879494e+00
5.42510000e-01	9.30355100e-01	7.07666912e+00
5.43507900e-01	6.55302200e-01	6.86049055e+00
5.44505700e-01	7.59222800e-01	6.94070164e+00
5.45503600e-01	8.13904400e-01	7.00362583e+00
5.46501500e-01	6.79253500e-01	6.94055495e+00
5.47499400e-01	4.42811400e-01	6.79735161e+00
5.48497300e-01	6.09670900e-01	6.88720790e+00
5.49495200e-01	6.11753100e-01	6.89520066e+00
5.50493100e-01	5.28389900e-01	6.84110892e+00
5.51490900e-01	4.16202600e-01	6.76872965e+00
5.52488800e-01	8.19443400e-01	7.02807295e+00
5.53486700e-01	7.44161600e-01	6.97839339e+00
5.54484600e-01	5.16047100e-01	6.88227575e+00
5.55482500e-01	6.42369300e-01	6.94169804e+00
5.56480400e-01	5.98163300e-01	6.88693186e+00
5.57478300e-01	8.27384800e-01	7.05529589e+00
5.58476100e-01	9.14732000e-01	7.11457187e+00
5.59474000e-01	5.80508500e-01	6.86491688e+00
5.60471900e-01	7.40748900e-01	6.99027421e+00
5.61469800e-01	6.43049800e-01	6.96076456e+00
5.62467700e-01	6.42141800e-01	6.98910479e+00
5.63465600e-01	4.71894800e-01	6.84490661e+00
5.64463500e-01	8.57183600e-01	7.09743481e+00
5.65461300e-01	5.15202600e-01	6.88650039e+00
5.66459200e-01	8.76996000e-01	7.12706085e+00
5.67457100e-01	5.83819900e-01	6.93513194e+00
5.68455000e-01	7.60783000e-01	7.05238710e+00
5.69452900e-01	6.89530900e-01	6.97570649e+00
5.70450800e-01	7.53426000e-01	7.02044535e+00
5.71448700e-01	5.76476100e-01	6.94380069e+00
5.72446500e-01	4.84737200e-01	6.86923358e+00
5.73444400e-01	7.22519900e-01	7.05433211e+00
5.74442300e-01	6.66859000e-01	6.99954488e+00
5.75440200e-01	7.21257900e-01	7.04056792e+00
5.76438100e-01	8.51892700e-01	7.12682844e+00
5.77436000e-01	6.23544900e-01	7.01007419e+00
5.78433800e-01	1.12900850e+00	7.31798639e+00
5.79431700e-01	9.58397200e-01	7.18311688e+00
5.80429600e-01	8.13685600e-01	7.15055097e+00
5.81427500e-01	7.82970200e-01	7.11026012e+00
5.82425400e-01	8.56352300e-01	7.13103665e+00
5.83423300e-01	9.44426200e-01	7.18858484e+00
5.84421200e-01	6.31440000e-01	6.99914097e+00
5.85419000e-01	1.05112340e+00	7.31182837e+00
5.86416900e-01	8.12645100e-01	7.10969950e+00
5.87414800e-01	4.25513000e-01	6.90829207e+00
5.88412700e-01	8.35053800e-01	7.15409393e+00
5.89410600e-01	6.22466400e-01	7.02748522e+00
5.90408500e-01	8.70218800e-01	7.21656641e+00
5.91406400e-01	6.64603600e-01	7.10858920e+00
5.92404200e-01	5.60812800e-01	6.98341743e+00
5.93402100e-01	7.89186600e-01	7.13736972e+00
5.94400000e-01	7.90578500e-01	7.14996648e+00
5.95397900e-01	8.17104800e-01	7.21718929e+00
5.96395800e-01	9.91591300e-01	7.27476876e+00
5.97393700e-01	7.43037800e-01	7.14831009e+00
5.98391600e-01	6.28520100e-01	7.05682464e+00
5.99389400e-01	5.66119400e-01	7.02952491e+00
6.00387300e-01	7.91371900e-01	7.20906136e+00
6.01385200e-01	6.09182600e-01	7.09264598e+00
6.02383100e-01	9.17349200e-01	7.20690318e+00
6.03381000e-01	5.70986000e-01	7.07703147e+00
6.04378900e-01	7.74501900e-01	7.19703132e+00
6.05376800e-01	8.94694400e-01	7.28337553e+00
6.06374600e-01	8.17079200e-01	7.21028664e+00
6.07372500e-01	8.17879500e-01	7.23220516e+00
6.08370400e-01	7.51722700e-01	7.14881852e+00
6.09368300e-01	9.94908900e-01	7.32400358e+00
6.10366200e-01	7.62600700e-01	7.15725435e+00
6.11364100e-01	9.32519000e-01	7.28892731e+00
6.12362000e-01	9.17581900e-01	7.28563296e+00
6.13359800e-01	8.86897700e-01	7.28247462e+00
6.14357700e-01	6.23698100e-01	7.14967497e+00
6.15355600e-01	6.42149300e-01	7.10127675e+00
6.16353500e-01	8.61754400e-01	7.22429086e+00
6.17351400e-01	4.35470400e-01	7.04535839e+00
6.18349300e-01	4.79038000e-01	7.06736537e+00
6.19347100e-01	8.45973800e-01	7.29829844e+00
6.20345000e-01	8.26572300e-01	7.27347628e+00
6.21342900e-01	6.39079300e-01	7.17581928e+00
6.22340800e-01	4.76196300e-01	7.09118570e+00
6.23338700e-01	9.60226200e-01	7.34883124e+00
6.24336600e-01	4.36350900e-01	7.05989966e+00
6.25334500e-01	9.74637500e-01	7.38427648e+00
6.26332300e-01	6.47036600e-01	7.16848585e+00
6.27330200e-01	7.02015100e-01	7.20959563e+00
6.28328100e-01	8.88919600e-01	7.30964830e+00
6.29326000e-01	9.70216500e-01	7.36514708e+00
6.30323900e-01	8.05487300e-01	7.26855139e+00
6.31321800e-01	1.06640950e+00	7.45397593e+00
6.32319700e-01	8.63992100e-01	7.35099925e+00
6.33317500e-01	7.32691300e-01	7.26172853e+00
6.34315400e-01	9.19455400e-01	7.33138931e+00
6.35313300e-01	1.00744100e+00	7.43890016e+00
6.36311200e-01	7.05526900e-01	7.22772234e+00
6.37309100e-01	7.30698200e-01	7.30795672e+00
6.38307000e-01	9.14814400e-01	7.33442595e+00
6.39304900e-01	5.22002700e-01	7.16604602e+00
6.40302700e-01	8.59166900e-01	7.33715827e+00
6.41300600e-01	1.01947360e+00	7.48904334e+00
6.42298500e-01	1.09384110e+00	7.49331320e+00
6.43296400e-01	5.59118400e-01	7.17708350e+00
6.44294300e-01	6.63300000e-01	7.27008860e+00
6.45292200e-01	6.98576700e-01	7.27830815e+00
6.46290100e-01	6.15778600e-01	7.21140430e+00
6.47287900e-01	1.27306390e+00	7.63417058e+00
6.48285800e-01	9.32978800e-01	7.48509787e+00
6.49283700e-01	6.10470200e-01	7.24940240e+00
6.50281600e-01	7.38818400e-01	7.34842932e+00
6.51279500e-01	7.16045300e-01	7.31074061e+00
6.52277400e-01	8.14273100e-01	7.38829257e+00
6.53275300e-01	6.90829400e-01	7.33356238e+00
6.54273100e-01	5.10181000e-01	7.20505024e+00
6.55271000e-01	8.00731500e-01	7.35816502e+00
6.56268900e-01	6.87684100e-01	7.35378803e+00
6.57266800e-01	6.97104600e-01	7.35272653e+00
6.58264700e-01	7.16368200e-01	7.32623719e+00
6.59262600e-01	6.73922800e-01	7.33170351e+00
6.60260400e-01	7.21896100e-01	7.34195437e+00
6.61258300e-01	6.47047600e-01	7.32439194e+00
6.62256200e-01	6.73295800e-01	7.33476718e+00
6.63254100e-01	5.86899100e-01	7.30538267e+00
6.64252000e-01	9.24942100e-01	7.50723655e+00
6.65249900e-01	7.56084200e-01	7.40819344e+00
6.66247800e-01	1.12865500e+00	7.62521724e+00
6.67245600e-01	5.66530200e-01	7.30324890e+00
6.68243500e-01	9.77440800e-01	7.49581742e+00
6.69241400e-01	6.32093400e-01	7.32340957e+00
6.70239300e-01	9.71762700e-01	7.53406203e+00
6.71237200e-01	7.67273500e-01	7.38493368e+00
6.72235100e-01	8.40322000e-01	7.50817836e+00
6.73233000e-01	1.03473000e+00	7.57146605e+00
6.74230800e-01	7.97198900e-01	7.46246398e+00
6.75228700e-01	5.46843800e-01	7.34434488e+00
6.76226600e-01	6.99738800e-01	7.36189386e+00
6.77224500e-01	7.92443200e-01	7.45635448e+00
6.78222400e-01	9.16121100e-01	7.58931959e+00
6.79220300e-01	5.39688200e-01	7.31495770e+00
6.80218200e-01	6.93790900e-01	7.42094868e+00
6.81216000e-01	8.19246300e-01	7.49855279e+00
6.82213900e-01	8.56070500e-01	7.47613557e+00
6.83211800e-01	1.04081000e+00	7.57149901e+00
6.84209700e-01	5.16770400e-01	7.28092732e+00
6.85207600e-01	7.73064800e-01	7.47495020e+00
6.86205500e-01	8.08110500e-01	7.48286937e+00
6.87203400e-01	8.37530600e-01	7.51806361e+00
6.88201200e-01	7.36740200e-01	7.51925718e+00
6.89199100e-01	7.78552700e-01	7.48974854e+00
6.90197000e-01	8.76492900e-01	7.60710761e+00
6.91194900e-01	8.19118800e-01	7.52855457e+00
6.92192800e-01	7.98366800e-01	7.52775668e+00
6.93190700e-01	9.12975900e-01	7.56615112e+00
6.94188600e-01	9.60326700e-01	7.63540121e+00
6.95186400e-01	1.16456450e+00	7.76352517e+00
6.96184300e-01	6.22676500e-01	7.44631562e+00
6.97182200e-01	6.99890000e-01	7.52684904e+00
6.98180100e-01	7.32126700e-01	7.50138337e+00
6.99178000e-01	7.32872900e-01	7.49113888e+00
7.00175900e-01	9.29124400e-01	7.61574051e+00
7.01173700e-01	1.02844940e+00	7.67196069e+00
7.02171600e-01	8.79914900e-01	7.57422497e+00
7.03169500e-01	8.76693800e-01	7.61682232e+00
7.04167400e-01	8.28970000e-01	7.56802875e+00
7.05165300e-01	8.14480100e-01	7.57735697e+00
7.06163200e-01	7.97367100e-01	7.55201503e+00
7.07161100e-01	1.04801100e+00	7.72089854e+00
7.08158900e-01	1.38381090e+00	7.93096418e+00
7.09156800e-01	7.35231700e-01	7.55402488e+00
7.10154700e-01	7.79014300e-01	7.55951531e+00
7.11152600e-01	8.96789300e-01	7.63873324e+00
7.12150500e-01	7.52618600e-01	7.58290216e+00
7.13148400e-01	1.03350890e+00	7.73553332e+00
7.14146300e-01	8.64757200e-01	7.59715860e+00
7.15144100e-01	7.25762500e-01	7.54853798e+00
7.16142000e-01	4.30957400e-01	7.39278238e+00
7.17139900e-01	7.06801200e-01	7.50386547e+00
7.18137800e-01	7.46804600e-01	7.57875604e+00
7.19135700e-01	3.62072500e-01	7.36230233e+00
7.20133600e-01	9.85346700e-01	7.75023703e+00
7.21131500e-01	6.62527300e-01	7.55665810e+00
7.22129300e-01	9.61379900e-01	7.72177801e+00
7.23127200e-01	6.96134800e-01	7.52432034e+00
7.24125100e-01	6.72630700e-01	7.56251744e+00
7.25123000e-01	7.46985500e-01	7.60622938e+00
7.26120900e-01	6.07188900e-01	7.49187817e+00
7.27118800e-01	3.34453200e-01	7.34078407e+00
7.28116700e-01	4.95413200e-01	7.47534081e+00
7.29114500e-01	9.19343600e-01	7.72719963e+00
7.30112400e-01	1.11009470e+00	7.82190572e+00
7.31110300e-01	8.38487800e-01	7.71473946e+00
7.32108200e-01	7.70174500e-01	7.67032127e+00
7.33106100e-01	7.77331300e-01	7.68132731e+00
7.34104000e-01	9.14564300e-01	7.74959377e+00
7.35101900e-01	8.95883800e-01	7.69300901e+00
7.36099700e-01	6.54973100e-01	7.60611363e+00
7.37097600e-01	1.01105430e+00	7.81476398e+00
7.38095500e-01	7.97077200e-01	7.72538793e+00
7.39093400e-01	5.42993500e-01	1.76867100e-01
7.40091300e-01	7.69267200e-01	1.81174366e-01
7.41089200e-01	8.61763200e-01	1.83047600e-01
7.42087000e-01	7.71210000e-01	1.82917226e-01
7.43084900e-01	7.99743100e-01	1.80480856e-01
7.44082800e-01	6.58658300e-01	1.81544025e-01
7.45080700e-01	8.95311500e-01	1.83231487e-01
7.46078600e-01	8.38270700e-01	7.77860263e+00
7.47076500e-01	6.71069800e-01	7.65214800e+00
7.48074400e-01	6.36862900e-01	1.81194696e-01
7.49072200e-01	9.10974600e-01	1.85807872e-01
7.50070100e-01	1.02585000e+00	1.86567938e-01
7.51068000e-01	9.63229500e-01	1.87002601e-01
7.52065900e-01	1.00633590e+00	7.86550885e+00
7.53063800e-01	5.02259600e-01	7.57616176e+00
7.54061700e-01	8.82970800e-01	7.80449586e+00
7.55059600e-01	6.38109400e-01	7.66385290e+00
7.56057400e-01	5.94614400e-01	7.62152067e+00
7.57055300e-01	7.63097200e-01	7.68874685e+00
7.58053200e-01	1.01041170e+00	7.93373918e+00
7.59051100e-01	1.13097060e+00	7.97198987e+00
7.60049000e-01	1.04246860e+00	7.94592503e+00
7.61046900e-01	9.82838300e-01	7.90242760e+00
7.62044800e-01	9.14565400e-01	7.91390474e+00
7.63042600e-01	7.60160500e-01	7.78032744e+00
7.64040500e-01	8.19503300e-01	7.79880910e+00
7.65038400e-01	8.99350200e-01	1.86336710e-01
7.66036300e-01	5.45368100e-01	7.69572929e+00
7.67034200e-01	7.77337100e-01	7.79428549e+00
7.68032100e-01	7.74348300e-01	1.84984369e-01
7.69030000e-01	5.89409800e-01	1.81763197e-01
7.70027800e-01	9.03584300e-01	1.85517531e-01
7.71025700e-01	9.63520400e-01	1.89161827e-01
7.72023600e-01	7.09317900e-01	7.77989209e+00
7.73021500e-01	8.79074900e-01	7.83927088e+00
7.74019400e-01	8.18491300e-01	1.85199169e-01
7.75017300e-01	6.65143300e-01	1.83253325e-01
7.76015100e-01	2.76954600e-01	1.76578199e-01
7.77013000e-01	9.20229700e-01	1.89379021e-01
7.78010900e-01	6.17079000e-01	1.81215494e-01
7.79008800e-01	9.11852500e-01	1.88566402e-01
7.80006700e-01	9.23546100e-01	1.90538343e-01
7.81004600e-01	8.30605700e-01	1.87421720e-01
7.82002500e-01	5.16691700e-01	1.80885571e-01
7.83000300e-01	5.41203800e-01	1.81703241e-01
7.83998200e-01	9.98290900e-01	7.96477764e+00
7.84996100e-01	8.05838600e-01	7.82329492e+00
7.85994000e-01	4.61118900e-01	1.81988930e-01
7.86991900e-01	6.54920200e-01	1.84584461e-01
7.87989800e-01	6.97102500e-01	1.85189726e-01
7.88987700e-01	7.86401800e-01	1.87581056e-01
7.89985500e-01	9.55084200e-01	7.98978964e+00
7.90983400e-01	8.22499700e-01	7.90774088e+00
7.91981300e-01	9.54480300e-01	1.89654208e-01
7.92979200e-01	1.15095090e+00	1.96999304e-01
7.93977100e-01	8.64526400e-01	1.89084619e-01
7.94975000e-01	9.36306400e-01	1.89229917e-01
7.95972900e-01	6.43062100e-01	7.84826400e+00
7.96970700e-01	8.36041700e-01	7.92381829e+00
7.97968600e-01	1.02345010e+00	8.06059436e+00
7.98966500e-01	9.44314800e-01	1.92356480e-01
7.99964400e-01	6.86710000e-01	1.84414784e-01
8.00962300e-01	6.27765200e-01	1.85769859e-01
8.01960200e-01	3.85913800e-01	1.79409593e-01
8.02958100e-01	6.21913000e-01	1.84973373e-01
8.03955900e-01	8.31862800e-01	1.89580793e-01
8.04953800e-01	9.85407700e-01	1.91327641e-01
8.05951700e-01	3.57586400e-01	1.80970115e-01
8.06949600e-01	8.09830600e-01	1.89134275e-01
8.07947500e-01	1.16991330e+00	1.96440447e-01
8.08945400e-01	1.06750450e+00	1.96574319e-01
8.09943300e-01	8.64387000e-01	1.90745246e-01
8.10941100e-01	7.25174500e-01	1.89465531e-01
8.11939000e-01	6.51378900e-01	1.87049537e-01
8.12936900e-01	7.75127100e-01	7.98954533e+00
8.13934800e-01	8.92583000e-01	8.05348754e+00
8.14932700e-01	8.28546700e-01	1.89907864e-01
8.15930600e-01	6.07061900e-01	1.87320588e-01
8.16928400e-01	9.70714700e-01	1.93408119e-01
8.17926300e-01	9.10392600e-01	1.92517323e-01
8.18924200e-01	1.03851220e+00	1.95183935e-01
8.19922100e-01	7.75402600e-01	1.91990204e-01
8.20920000e-01	4.93486900e-01	1.83890512e-01
8.21917900e-01	6.30992700e-01	1.87052623e-01
8.22915800e-01	1.07492840e+00	1.96348518e-01
8.23913600e-01	8.61472900e-01	1.93251371e-01
8.24911500e-01	8.59132500e-01	1.90398087e-01
8.25909400e-01	6.65711100e-01	1.88315398e-01
8.26907300e-01	8.16502200e-01	1.90594246e-01
8.27905200e-01	5.46740000e-01	1.87048071e-01
8.28903100e-01	6.20930000e-01	7.91149614e+00
8.29901000e-01	1.06116470e+00	8.19624963e+00
8.30898800e-01	6.41907100e-01	1.88857690e-01
8.31896700e-01	6.52898900e-01	1.87349870e-01
8.32894600e-01	1.03787220e+00	1.96074959e-01
8.33892500e-01	9.14669100e-01	1.94395984e-01
8.34890400e-01	6.30470900e-01	1.87893491e-01
8.35888300e-01	9.91067800e-01	1.96336933e-01
8.36886200e-01	7.11346200e-01	1.90806035e-01
8.37884000e-01	7.97493900e-01	8.05699378e+00
8.38881900e-01	6.98240500e-01	8.00032643e+00
8.39879800e-01	9.25431000e-01	8.13039207e+00
8.40877700e-01	5.15749500e-01	7.87597472e+00
8.41875600e-01	7.47601100e-01	8.02536452e+00
8.42873500e-01	8.03371600e-01	8.09247094e+00
8.43871400e-01	9.54786100e-01	8.14991578e+00
8.44869200e-01	8.90043900e-01	1.93171661e-01
8.45867100e-01	7.83456300e-01	1.92091409e-01
8.46865000e-01	9.52638400e-01	1.97244362e-01
8.47862900e-01	1.18480790e+00	8.28550779e+00
8.48860800e-01	8.86748000e-01	8.08729641e+00
8.49858700e-01	8.61508600e-01	8.14808208e+00
8.50856600e-01	9.19939300e-01	8.17955586e+00
8.51854400e-01	1.10304730e+00	8.27992930e+00
8.52852300e-01	4.07118200e-01	7.87605188e+00
8.53850200e-01	6.75577200e-01	8.02202985e+00
8.54848100e-01	8.10612500e-01	8.13782826e+00
8.55846000e-01	1.00509810e+00	8.23557496e+00
8.56843900e-01	4.38620800e-01	7.93278624e+00
8.57841700e-01	8.59517600e-01	1.93642341e-01
8.58839600e-01	1.30441560e+00	2.04232066e-01
8.59837500e-01	6.93972600e-01	8.06654499e+00
8.60835400e-01	9.51558600e-01	8.26375264e+00
8.61833300e-01	1.01446720e+00	1.95921813e-01
8.62831200e-01	9.10846300e-01	1.97592132e-01
8.63829100e-01	8.25606700e-01	1.95913932e-01
8.64826900e-01	1.01315280e+00	1.97753786e-01
8.65824800e-01	1.10075680e+00	2.00157213e-01
8.66822700e-01	8.11762000e-01	1.97257175e-01
8.67820600e-01	1.15722840e+00	2.01506725e-01
8.68818500e-01	8.59466800e-01	1.94445233e-01
8.69816400e-01	5.35061600e-01	1.90221394e-01
8.70814300e-01	3.84975900e-01	1.86971109e-01
8.71812100e-01	1.05490570e+00	2.00776248e-01
8.72810000e-01	1.07991190e+00	2.01271456e-01
8.73807900e-01	6.17949000e-01	8.12125546e+00
8.74805800e-01	4.22695600e-01	7.97360146e+00
8.75803700e-01	1.16720610e+00	2.01834286e-01
8.76801600e-01	9.53914000e-01	1.97926845e-01
8.77799500e-01	5.92928800e-01	1.91209058e-01
8.78797300e-01	9.36685700e-01	2.00366789e-01
8.79795200e-01	1.01470410e+00	2.00024928e-01
8.80793100e-01	7.29573900e-01	8.18187962e+00
8.81791000e-01	1.24008490e+00	8.46644353e+00
8.82788900e-01	1.27433600e+00	8.49128371e+00
8.83786800e-01	8.40492500e-01	8.26062715e+00
8.84784700e-01	9.27246500e-01	1.98264492e-01
8.85782500e-01	7.36323500e-01	8.20817537e+00
8.86780400e-01	8.50031500e-01	8.26534886e+00
8.87778300e-01	9.36575000e-01	8.33724282e+00
8.88776200e-01	8.16967600e-01	8.23152454e+00
8.89774100e-01	9.67387000e-01	1.99393395e-01
8.90772000e-01	1.06986490e+00	2.00706066e-01
8.91769900e-01	6.28511400e-01	1.92373892e-01
8.92767700e-01	1.18867630e+00	2.03814357e-01
8.93765600e-01	7.81071100e-01	1.96925784e-01
8.94763500e-01	9.95524900e-01	8.37480985e+00
8.95761400e-01	1.03940610e+00	8.36278096e+00
8.96759300e-01	1.03148130e+00	2.00006933e-01
8.97757200e-01	6.33441900e-01	1.95254729e-01
8.98755000e-01	8.65610800e-01	1.97674266e-01
8.99752900e-01	7.82296700e-01	1.95528274e-01
9.00750800e-01	9.69762500e-01	2.01608276e-01
9.01748700e-01	8.28648700e-01	1.98538899e-01
9.02746600e-01	1.06147380e+00	2.01314025e-01
9.03744500e-01	9.47354800e-01	1.99495105e-01
9.04742400e-01	1.00758800e+00	2.04617857e-01
9.05740200e-01	9.55179100e-01	8.35980549e+00
9.06738100e-01	9.20065200e-01	8.41071807e+00
9.07736000e-01	6.49289200e-01	1.95961840e-01
9.08733900e-01	1.03643380e+00	2.02214776e-01
9.09731800e-01	1.00057120e+00	2.03115412e-01
9.10729700e-01	7.57465300e-01	1.99734475e-01
9.11727600e-01	9.56859300e-01	2.01472958e-01
9.12725400e-01	5.29484700e-01	1.92097781e-01
9.13723300e-01	5.01662400e-01	1.93714550e-01
9.14721200e-01	6.33456000e-01	1.94524877e-01
9.15719100e-01	9.34800600e-01	2.00531631e-01
9.16717000e-01	1.04290720e+00	2.03576757e-01
9.17714900e-01	9.21456400e-01	2.01308732e-01
9.18712800e-01	8.91114100e-01	1.99342624e-01
9.19710600e-01	7.43982900e-01	8.24842289e+00
9.20708500e-01	1.13501500e+00	8.53401260e+00
9.21706400e-01	9.46478900e-01	8.41300950e+00
9.22704300e-01	9.08939300e-01	2.01898957e-01
9.23702200e-01	4.34369200e-01	1.92663020e-01
9.24700100e-01	9.73477700e-01	2.01239358e-01
9.25698000e-01	6.80807900e-01	1.98012974e-01
9.26695800e-01	9.66659200e-01	2.03991243e-01
9.27693700e-01	8.70882100e-01	2.00181907e-01
9.28691600e-01	1.02022620e+00	8.46428391e+00
9.29689500e-01	1.03182710e+00	8.52058795e+00
9.30687400e-01	8.73654400e-01	8.42382834e+00
9.31685300e-01	9.43024300e-01	8.50628095e+00
9.32683200e-01	8.44407900e-01	2.02926237e-01
9.33681000e-01	7.37195600e-01	1.98293428e-01
9.34678900e-01	9.23639800e-01	2.03167387e-01
9.35676800e-01	9.40061600e-01	2.03587718e-01
9.36674700e-01	1.02032740e+00	2.05226946e-01
9.37672600e-01	9.88141500e-01	2.04392000e-01
9.38670500e-01	8.33740200e-01	8.42315838e+00
9.39668300e-01	6.49016400e-01	8.33577427e+00
9.40666200e-01	7.42966600e-01	2.00268174e-01
9.41664100e-01	1.06017960e+00	2.05051027e-01
9.42662000e-01	8.57434100e-01	2.01388511e-01
9.43659900e-01	7.38496400e-01	1.98921455e-01
9.44657800e-01	9.69927300e-01	2.03913682e-01
9.45655700e-01	1.21352280e+00	2.08830282e-01
9.46653500e-01	8.27329300e-01	2.00877767e-01
9.47651400e-01	7.68865200e-01	2.02011090e-01
9.48649300e-01	7.45794400e-01	2.01661489e-01
9.49647200e-01	8.62261500e-01	2.01711336e-01
9.50645100e-01	8.05325100e-01	2.02464211e-01
9.51643000e-01	7.10437300e-01	2.00921586e-01
9.52640900e-01	1.19300230e+00	2.08364697e-01
9.53638700e-01	1.12695200e+00	2.11132255e-01
9.54636600e-01	9.42439700e-01	2.05003223e-01
9.55634500e-01	8.96628700e-01	2.03900493e-01
9.56632400e-01	9.13211200e-01	2.06362098e-01
9.57630300e-01	1.32001490e+00	2.12357655e-01
9.58628200e-01	7.49988500e-01	1.99840699e-01
9.59626100e-01	8.45967700e-01	8.48692009e+00
9.60623900e-01	8.58222500e-01	8.51349734e+00
9.61621800e-01	1.11209460e+00	8.62938764e+00
9.62619700e-01	6.14722200e-01	1.99856577e-01
9.63617600e-01	9.26123600e-01	2.07275437e-01
9.64615500e-01	1.00373660e+00	2.05179926e-01
9.65613400e-01	8.81828600e-01	2.04850325e-01
9.66611300e-01	9.17788700e-01	2.06336950e-01
9.67609100e-01	8.77830200e-01	2.01736598e-01
9.68607000e-01	7.08365300e-01	2.02197551e-01
9.69604900e-01	7.45669900e-01	2.02843651e-01
9.70602800e-01	1.08269410e+00	2.08074304e-01
9.71600700e-01	6.45490700e-01	2.01081422e-01
9.72598600e-01	6.43023000e-01	2.01392117e-01
9.73596400e-01	8.30396500e-01	8.56970933e+00
9.74594300e-01	9.72764800e-01	8.62981337e+00
9.75592200e-01	7.91971800e-01	8.51354585e+00
9.76590100e-01	1.05205750e+00	2.08182001e-01
9.77588000e-01	6.65284200e-01	8.50657460e+00
9.78585900e-01	1.22587070e+00	8.78584275e+00
9.79583800e-01	6.34032800e-01	1.99728433e-01
9.80581600e-01	4.36495900e-01	1.99333364e-01
9.81579500e-01	1.12204730e+00	2.09848238e-01
9.82577400e-01	8.34706100e-01	2.05535067e-01
9.83575300e-01	1.30419550e+00	2.14172520e-01
9.84573200e-01	9.68832800e-01	2.09090953e-01
9.85571100e-01	8.06130200e-01	2.03225055e-01
9.86569000e-01	5.84967300e-01	2.00930103e-01
9.87566800e-01	9.24355200e-01	2.09488253e-01
9.88564700e-01	9.08373200e-01	2.04749487e-01
9.89562600e-01	9.78669300e-01	2.09797374e-01
9.90560500e-01	7.41522600e-01	2.03801584e-01
9.91558400e-01	8.03459500e-01	2.02891206e-01
9.92556300e-01	6.97764900e-01	2.05375794e-01
9.93554200e-01	1.16206910e+00	2.14533579e-01
9.94552000e-01	1.11238290e+00	2.09674639e-01
9.95549900e-01	1.02215120e+00	2.10191936e-01
9.96547800e-01	1.10755040e+00	2.13314630e-01
9.97545700e-01	6.53273000e-01	8.55975766e+00
9.98543600e-01	9.80291300e-01	8.74190843e+00
9.99541500e-01	8.88340800e-01	8.69821278e+00
1.00053900e+00	5.61885400e-01	2.02574183e-01
1.00153700e+00	1.10713110e+00	8.84122283e+00
1.00253500e+00	6.71455000e-01	8.65959775e+00
1.00353300e+00	1.16321100e+00	8.90338838e+00
1.00453100e+00	1.26055070e+00	8.88950659e+00
1.00552900e+00	1.02068900e+00	8.88243744e+00
1.00652700e+00	9.36373000e-01	2.11728452e-01
1.00752500e+00	9.36253900e-01	2.20277287e-01
1.00852200e+00	8.06037300e-01	2.22221905e-01
1.00952000e+00	9.57888100e-01	8.82792581e+00
1.01051800e+00	7.85867900e-01	2.28557804e-01
1.01151600e+00	8.78376700e-01	2.30836229e-01
1.01251400e+00	1.01404190e+00	8.83614745e+00
1.01351200e+00	7.41538900e-01	8.68571583e+00
1.01451000e+00	9.86109000e-01	2.42327597e-01
