q[A-1]	I(q)[sr-1]_nmA(Lyso_Lyso_4_000_350_sub.dat_00001_[sub(Lyso_Lyso_4_000_350.dat_00001_[]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])])	error
5.23550200e-01	7.45602500e-01	6.92584870e+00
5.24548000e-01	7.18925600e-01	6.91978453e+00
5.25545900e-01	7.41702700e-01	6.87638464e+00
5.26543800e-01	7.89208800e-01	6.90100624e+00
5.27541700e-01	7.44784400e-01	6.94868816e+00
5.28539600e-01	7.26577300e-01	6.91993860e+00
5.29537500e-01	7.48219600e-01	6.94968021e+00
5.30535400e-01	7.77425700e-01	6.92922996e+00
5.31533200e-01	7.10623600e-01	6.91001753e+00
5.32531100e-01	7.27160500e-01	6.93087216e+00
5.33529000e-01	7.74012700e-01	6.94124769e+00
5.34526900e-01	7.80575900e-01	6.93597594e+00
5.35524800e-01	7.74048800e-01	6.94634380e+00
5.36522700e-01	7.92001800e-01	6.94228100e+00
5.37520500e-01	7.22886900e-01	6.93998291e+00
5.38518400e-01	7.89117200e-01	6.97677671e+00
5.39516300e-01	7.30940000e-01	6.98323500e+00
5.40514200e-01	7.81682600e-01	6.96851592e+00
5.41512100e-01	7.84755400e-01	6.99765288e+00
5.42510000e-01	7.66389100e-01	6.97208467e+00
5.43507900e-01	8.40209200e-01	6.98020436e+00
5.44505700e-01	7.84113800e-01	6.95675087e+00
5.45503600e-01	7.69356400e-01	6.97506820e+00
5.46501500e-01	7.17661500e-01	6.96530472e+00
5.47499400e-01	7.37239400e-01	6.98872834e+00
5.48497300e-01	7.85718900e-01	7.00079785e+00
5.49495200e-01	7.45479100e-01	6.98155348e+00
5.50493100e-01	7.95267900e-01	7.01371746e+00
5.51490900e-01	7.54791600e-01	6.98925967e+00
5.52488800e-01	8.51267400e-01	7.04833216e+00
5.53486700e-01	7.59697600e-01	6.98836100e+00
5.54484600e-01	7.88028100e-01	7.05711719e+00
5.55482500e-01	7.70595300e-01	7.02397230e+00
5.56480400e-01	7.84311300e-01	7.00698774e+00
5.57478300e-01	8.52109800e-01	7.07097960e+00
5.58476100e-01	8.60819000e-01	7.08053767e+00
5.59474000e-01	7.69423500e-01	6.98712549e+00
5.60471900e-01	7.66191900e-01	7.00656299e+00
5.61469800e-01	7.95131800e-01	7.05797655e+00
5.62467700e-01	7.69763800e-01	7.07044512e+00
5.63465600e-01	8.12371800e-01	7.06425627e+00
5.64463500e-01	7.77258600e-01	7.04679857e+00
5.65461300e-01	7.86881600e-01	7.06104646e+00
5.66459200e-01	7.57621000e-01	7.05161590e+00
5.67457100e-01	7.73852900e-01	7.05683415e+00
5.68455000e-01	8.16872000e-01	7.08793065e+00
5.69452900e-01	7.38554900e-01	7.00712373e+00
5.70450800e-01	8.35476000e-01	7.07261626e+00
5.71448700e-01	7.88338100e-01	7.07918417e+00
5.72446500e-01	8.14224200e-01	7.08088018e+00
5.73444400e-01	8.50162900e-01	7.13494169e+00
5.74442300e-01	8.44849000e-01	7.11256515e+00
5.75440200e-01	7.80943900e-01	7.07844841e+00
5.76438100e-01	8.16811700e-01	7.10473964e+00
5.77436000e-01	7.85360900e-01	7.11274603e+00
5.78433800e-01	8.25979500e-01	7.13004396e+00
5.79431700e-01	8.17662200e-01	7.09479173e+00
5.80429600e-01	7.61400600e-01	7.11771520e+00
5.81427500e-01	7.93206200e-01	7.11670794e+00
5.82425400e-01	8.45250300e-01	7.12405748e+00
5.83423300e-01	8.54401200e-01	7.13225398e+00
5.84421200e-01	8.28084000e-01	7.12390891e+00
5.85419000e-01	7.93495400e-01	7.15222058e+00
5.86416900e-01	8.17411100e-01	7.11270250e+00
5.87414800e-01	7.56053000e-01	7.11943952e+00
5.88412700e-01	8.52795800e-01	7.16519633e+00
5.89410600e-01	8.51680400e-01	7.17213392e+00
5.90408500e-01	7.75662800e-01	7.15761983e+00
5.91406400e-01	7.92425600e-01	7.18870198e+00
5.92404200e-01	8.20570800e-01	7.14813090e+00
5.93402100e-01	8.14454600e-01	7.15321410e+00
5.94400000e-01	8.65583500e-01	7.19681407e+00
5.95397900e-01	7.73328800e-01	7.18996133e+00
5.96395800e-01	8.78339300e-01	7.20468069e+00
5.97393700e-01	7.73811800e-01	7.16757324e+00
5.98391600e-01	7.92843100e-01	7.16039432e+00
5.99389400e-01	7.88429400e-01	7.16981942e+00
6.00387300e-01	8.28809900e-01	7.23229238e+00
6.01385200e-01	8.01145600e-01	7.21288963e+00
6.02383100e-01	8.21658200e-01	7.14716603e+00
6.03381000e-01	8.09241000e-01	7.22629567e+00
6.04378900e-01	8.16529900e-01	7.22314802e+00
6.05376800e-01	8.13401400e-01	7.23319509e+00
6.06374600e-01	8.08812200e-01	7.20514757e+00
6.07372500e-01	8.29902500e-01	7.23964941e+00
6.08370400e-01	8.77222700e-01	7.22704648e+00
6.09368300e-01	8.27563900e-01	7.22090511e+00
6.10366200e-01	8.31675700e-01	7.20036549e+00
6.11364100e-01	8.16196000e-01	7.21706989e+00
6.12362000e-01	8.71274900e-01	7.25710006e+00
6.13359800e-01	8.26051700e-01	7.24494396e+00
6.14357700e-01	8.09285100e-01	7.26504468e+00
6.15355600e-01	8.33593300e-01	7.22105505e+00
6.16353500e-01	8.05050400e-01	7.18903683e+00
6.17351400e-01	8.15357400e-01	7.28293865e+00
6.18349300e-01	7.99281000e-01	7.26755178e+00
6.19347100e-01	7.85520800e-01	7.26109114e+00
6.20345000e-01	9.05786300e-01	7.32210937e+00
6.21342900e-01	7.98529300e-01	7.27469592e+00
6.22340800e-01	7.39070300e-01	7.25537686e+00
6.23338700e-01	8.42599200e-01	7.27676378e+00
6.24336600e-01	7.98994900e-01	7.28641169e+00
6.25334500e-01	8.24215500e-01	7.29243623e+00
6.26332300e-01	7.98755600e-01	7.26269389e+00
6.27330200e-01	8.37666100e-01	7.29340917e+00
6.28328100e-01	8.77846600e-01	7.30285770e+00
6.29326000e-01	8.82348500e-01	7.31149960e+00
6.30323900e-01	8.53991300e-01	7.29838864e+00
6.31321800e-01	8.53819500e-01	7.32507747e+00
6.32319700e-01	7.93082100e-01	7.30765162e+00
6.33317500e-01	8.41080300e-01	7.32829830e+00
6.34315400e-01	8.83966400e-01	7.30966849e+00
6.35313300e-01	7.59026000e-01	7.28774487e+00
6.36311200e-01	8.15487900e-01	7.29556828e+00
6.37309100e-01	7.95899200e-01	7.34782209e+00
6.38307000e-01	9.34137400e-01	7.34621974e+00
6.39304900e-01	7.96583700e-01	7.33571422e+00
6.40302700e-01	8.83214900e-01	7.35182915e+00
6.41300600e-01	8.01630600e-01	7.35756002e+00
6.42298500e-01	8.71897100e-01	7.35941147e+00
6.43296400e-01	8.86824400e-01	7.37882496e+00
6.44294300e-01	8.76971000e-01	7.40060004e+00
6.45292200e-01	8.63945700e-01	7.37940550e+00
6.46290100e-01	8.95738600e-01	7.38329398e+00
6.47287900e-01	8.70401900e-01	7.39407566e+00
6.48285800e-01	8.24411800e-01	7.41982708e+00
6.49283700e-01	8.34840200e-01	7.38677113e+00
6.50281600e-01	8.29517400e-01	7.40352374e+00
6.51279500e-01	8.55160300e-01	7.39550649e+00
6.52277400e-01	8.08782100e-01	7.38496236e+00
6.53275300e-01	8.01180400e-01	7.40067508e+00
6.54273100e-01	8.16913000e-01	7.39333090e+00
6.55271000e-01	8.79658500e-01	7.40606886e+00
6.56268900e-01	8.56658100e-01	7.45602738e+00
6.57266800e-01	8.12737600e-01	7.42285364e+00
6.58264700e-01	9.36489200e-01	7.45964008e+00
6.59262600e-01	8.43275800e-01	7.43447513e+00
6.60260400e-01	9.00065100e-01	7.44988968e+00
6.61258300e-01	8.30101600e-01	7.43552588e+00
6.62256200e-01	8.32416800e-01	7.43133059e+00
6.63254100e-01	8.16923100e-01	7.44512102e+00
6.64252000e-01	8.24739100e-01	7.44719391e+00
6.65249900e-01	8.66568200e-01	7.47471510e+00
6.66247800e-01	8.50019000e-01	7.45969966e+00
6.67245600e-01	8.41859200e-01	7.47024979e+00
6.68243500e-01	9.03508800e-01	7.45149498e+00
6.69241400e-01	8.53267400e-01	7.45749572e+00
6.70239300e-01	9.47989700e-01	7.51991196e+00
6.71237200e-01	8.88141500e-01	7.45790346e+00
6.72235100e-01	8.45277000e-01	7.51113442e+00
6.73233000e-01	8.98884000e-01	7.49064732e+00
6.74230800e-01	8.01362900e-01	7.46496389e+00
6.75228700e-01	8.08828800e-01	7.50246742e+00
6.76226600e-01	8.82489800e-01	7.47228836e+00
6.77224500e-01	8.47829200e-01	7.48956083e+00
6.78222400e-01	7.85303100e-01	7.51169231e+00
6.79220300e-01	9.26299200e-01	7.54804481e+00
6.80218200e-01	8.28079900e-01	7.50158786e+00
6.81216000e-01	8.54043300e-01	7.51931515e+00
6.82213900e-01	8.69622500e-01	7.48425310e+00
6.83211800e-01	9.60977000e-01	7.52410937e+00
6.84209700e-01	9.23259400e-01	7.52691176e+00
6.85207600e-01	8.31259800e-01	7.50975075e+00
6.86205500e-01	8.85369500e-01	7.52898614e+00
6.87203400e-01	9.00627600e-01	7.55557274e+00
6.88201200e-01	8.72535200e-01	7.59974215e+00
6.89199100e-01	8.57658700e-01	7.53692236e+00
6.90197000e-01	8.60003900e-01	7.59738967e+00
6.91194900e-01	8.62949800e-01	7.55459437e+00
6.92192800e-01	8.40611800e-01	7.55285903e+00
6.93190700e-01	9.37489900e-01	7.58065288e+00
6.94188600e-01	8.09489700e-01	7.54637038e+00
6.95186400e-01	9.04628500e-01	7.61203404e+00
6.96184300e-01	8.72797500e-01	7.59532207e+00
6.97182200e-01	8.09852000e-01	7.59202316e+00
6.98180100e-01	8.62588700e-01	7.57890576e+00
6.99178000e-01	8.39338900e-01	7.55454690e+00
7.00175900e-01	8.81052400e-01	7.58740613e+00
7.01173700e-01	8.85157400e-01	7.58781724e+00
7.02171600e-01	8.86338900e-01	7.57802375e+00
7.03169500e-01	8.33373800e-01	7.59129676e+00
7.04167400e-01	8.69544000e-01	7.59201111e+00
7.05165300e-01	8.44715100e-01	7.59521392e+00
7.06163200e-01	9.41154100e-01	7.63684345e+00
7.07161100e-01	9.15019000e-01	7.64333403e+00
7.08158900e-01	8.45472900e-01	7.62077495e+00
7.09156800e-01	8.37557700e-01	7.61447420e+00
7.10154700e-01	8.81949300e-01	7.62027923e+00
7.11152600e-01	9.30918300e-01	7.65872575e+00
7.12150500e-01	8.08252600e-01	7.61570284e+00
7.13148400e-01	8.84161900e-01	7.64854188e+00
7.14146300e-01	9.84983200e-01	7.66773477e+00
7.15144100e-01	8.56458500e-01	7.62571771e+00
7.16142000e-01	8.39740400e-01	7.63651035e+00
7.17139900e-01	9.25016200e-01	7.63304690e+00
7.18137800e-01	8.88044600e-01	7.66179968e+00
7.19135700e-01	8.49070500e-01	7.65293616e+00
7.20133600e-01	8.13649700e-01	7.65033428e+00
7.21131500e-01	8.62637300e-01	7.67438841e+00
7.22129300e-01	8.49269900e-01	7.65645214e+00
7.23127200e-01	9.13960800e-01	7.65292849e+00
7.24125100e-01	8.74230700e-01	7.68102759e+00
7.25123000e-01	8.45845500e-01	7.66424122e+00
7.26120900e-01	8.62351900e-01	7.64295309e+00
7.27118800e-01	8.36676200e-01	7.64116979e+00
7.28116700e-01	9.08829200e-01	7.71915117e+00
7.29114500e-01	8.46646600e-01	7.68493234e+00
7.30112400e-01	9.25187700e-01	7.71526311e+00
7.31110300e-01	8.40336800e-01	7.71581318e+00
7.32108200e-01	8.90929500e-01	7.74053615e+00
7.33106100e-01	8.50190300e-01	7.72370856e+00
7.34104000e-01	9.23098300e-01	7.75452673e+00
7.35101900e-01	8.63365800e-01	7.67404707e+00
7.36099700e-01	8.32914100e-01	7.71021857e+00
7.37097600e-01	9.71779300e-01	7.79221376e+00
7.38095500e-01	8.10176200e-01	7.73298027e+00
7.39093400e-01	8.25425500e-01	4.14871766e-02
7.40091300e-01	8.91273200e-01	4.13624633e-02
7.41089200e-01	8.72531200e-01	4.14418704e-02
7.42087000e-01	8.61392000e-01	4.17725118e-02
7.43084900e-01	8.42055100e-01	4.08838994e-02
7.44082800e-01	7.62836300e-01	4.15954197e-02
7.45080700e-01	8.46550500e-01	4.10868173e-02
7.46078600e-01	8.73659700e-01	7.79895978e+00
7.47076500e-01	8.65159800e-01	7.76495892e+00
7.48074400e-01	8.62376900e-01	4.20743282e-02
7.49072200e-01	8.66608600e-01	4.17698322e-02
7.50070100e-01	8.81121000e-01	4.13877889e-02
7.51068000e-01	8.25963500e-01	4.20214553e-02
7.52065900e-01	8.83780900e-01	7.79538490e+00
7.53063800e-01	8.50781600e-01	7.77954315e+00
7.54061700e-01	8.54268800e-01	7.78800155e+00
7.55059600e-01	8.42959400e-01	7.78269119e+00
7.56057400e-01	8.83423400e-01	7.78945220e+00
7.57055300e-01	9.10163200e-01	7.77397327e+00
7.58053200e-01	8.14625700e-01	7.82239125e+00
7.59051100e-01	8.86296600e-01	7.83327096e+00
7.60049000e-01	8.55324600e-01	7.83969047e+00
7.61046900e-01	8.53210300e-01	7.82858726e+00
7.62044800e-01	8.26024400e-01	7.86361799e+00
7.63042600e-01	9.06636500e-01	7.86422566e+00
7.64040500e-01	8.78879300e-01	7.83284667e+00
7.65038400e-01	8.76629200e-01	4.18751232e-02
7.66036300e-01	8.40702100e-01	7.86579283e+00
7.67034200e-01	9.41881100e-01	7.88830472e+00
7.68032100e-01	8.71495300e-01	4.19656479e-02
7.69030000e-01	8.56223800e-01	4.22046616e-02
7.70027800e-01	1.01498830e+00	4.18368610e-02
7.71025700e-01	8.85611400e-01	4.19678278e-02
7.72023600e-01	7.98691900e-01	7.83119347e+00
7.73021500e-01	9.48770900e-01	7.87900382e+00
7.74019400e-01	9.51614300e-01	4.20830079e-02
7.75017300e-01	9.01889300e-01	4.21775742e-02
7.76015100e-01	8.54292600e-01	4.25912029e-02
7.77013000e-01	8.74456700e-01	4.22234015e-02
7.78010900e-01	8.67953000e-01	4.20246789e-02
7.79008800e-01	9.26188500e-01	4.25229684e-02
7.80006700e-01	7.93815100e-01	4.25458245e-02
7.81004600e-01	8.54522700e-01	4.23389090e-02
7.82002500e-01	8.92586700e-01	4.26003600e-02
7.83000300e-01	8.66605800e-01	4.25799035e-02
7.83998200e-01	9.58131900e-01	7.94215513e+00
7.84996100e-01	9.38706600e-01	7.89902240e+00
7.85994000e-01	8.37459900e-01	4.28474453e-02
7.86991900e-01	8.67796200e-01	4.26230984e-02
7.87989800e-01	8.42820500e-01	4.22911668e-02
7.88987700e-01	8.84481800e-01	4.25689306e-02
7.89985500e-01	8.43983200e-01	7.92724337e+00
7.90983400e-01	9.06330700e-01	7.95509702e+00
7.91981300e-01	8.69285300e-01	4.21382643e-02
7.92979200e-01	9.37221900e-01	4.33347119e-02
7.93977100e-01	8.57202400e-01	4.26068608e-02
7.94975000e-01	9.85742400e-01	4.27220002e-02
7.95972900e-01	8.52457100e-01	7.96690697e+00
7.96970700e-01	9.27826700e-01	7.97554861e+00
7.97968600e-01	9.17276100e-01	8.00136035e+00
7.98966500e-01	9.43269800e-01	4.32696381e-02
7.99964400e-01	9.28093000e-01	4.26569923e-02
8.00962300e-01	8.86089200e-01	4.30427304e-02
8.01960200e-01	8.49773800e-01	4.28042889e-02
8.02958100e-01	8.78687000e-01	4.28210377e-02
8.03955900e-01	8.33931800e-01	4.28210957e-02
8.04953800e-01	9.51293700e-01	4.26821844e-02
8.05951700e-01	8.35447400e-01	4.29176162e-02
8.06949600e-01	9.46027600e-01	4.33737954e-02
8.07947500e-01	8.41476300e-01	4.30660075e-02
8.08945400e-01	8.48091500e-01	4.33808260e-02
8.09943300e-01	9.20770000e-01	4.30161408e-02
8.10941100e-01	8.81871500e-01	4.34443807e-02
8.11939000e-01	8.68918900e-01	4.30617522e-02
8.12936900e-01	9.29285100e-01	8.07553212e+00
8.13934800e-01	9.64954000e-01	8.09365002e+00
8.14932700e-01	9.06456700e-01	4.31130524e-02
8.15930600e-01	8.86675900e-01	4.36073497e-02
8.16928400e-01	8.75308700e-01	4.29459819e-02
8.17926300e-01	9.17199600e-01	4.34391106e-02
8.18924200e-01	8.88644200e-01	4.33400311e-02
8.19922100e-01	8.68529600e-01	4.38236309e-02
8.20920000e-01	8.96869900e-01	4.32352769e-02
8.21917900e-01	8.92383700e-01	4.33551391e-02
8.22915800e-01	9.36967400e-01	4.36035361e-02
8.23913600e-01	8.63844900e-01	4.36768694e-02
8.24911500e-01	9.55494500e-01	4.31720107e-02
8.25909400e-01	8.83706100e-01	4.33697194e-02
8.26907300e-01	9.10951200e-01	4.34534840e-02
8.27905200e-01	8.36544000e-01	4.35815465e-02
8.28903100e-01	9.16226000e-01	8.07699678e+00
8.29901000e-01	8.90855700e-01	8.10261619e+00
8.30898800e-01	8.71090100e-01	4.37336466e-02
8.31896700e-01	9.05501900e-01	4.35727410e-02
8.32894600e-01	9.51968200e-01	4.36700523e-02
8.33892500e-01	9.05450100e-01	4.38316955e-02
8.34890400e-01	8.95948900e-01	4.38869532e-02
8.35888300e-01	9.15865800e-01	4.38798067e-02
8.36886200e-01	8.55328200e-01	4.35772691e-02
8.37884000e-01	8.82573900e-01	8.10416820e+00
8.38881900e-01	9.55530500e-01	8.14314251e+00
8.39879800e-01	9.59947000e-01	8.14939125e+00
8.40877700e-01	9.54204500e-01	8.12157094e+00
8.41875600e-01	8.90591100e-01	8.10480043e+00
8.42873500e-01	9.40482600e-01	8.16803007e+00
8.43871400e-01	8.96743100e-01	8.11794398e+00
8.44869200e-01	1.02621790e+00	4.40886354e-02
8.45867100e-01	8.97679300e-01	4.38843408e-02
8.46865000e-01	9.42540400e-01	4.41941084e-02
8.47862900e-01	9.73840900e-01	8.17062965e+00
8.48860800e-01	9.80865000e-01	8.13927088e+00
8.49858700e-01	8.74906600e-01	8.15544562e+00
8.50856600e-01	8.86283300e-01	8.16110001e+00
8.51854400e-01	9.84780300e-01	8.21568272e+00
8.52852300e-01	9.48718200e-01	8.17834980e+00
8.53850200e-01	9.10642200e-01	8.15226070e+00
8.54848100e-01	9.12363500e-01	8.19365754e+00
8.55846000e-01	8.96287100e-01	8.17616398e+00
8.56843900e-01	9.62974800e-01	8.22361076e+00
8.57841700e-01	9.02187600e-01	4.38121889e-02
8.58839600e-01	9.83127600e-01	4.46592911e-02
8.59837500e-01	9.51541600e-01	8.20836110e+00
8.60835400e-01	8.77602600e-01	8.22355827e+00
8.61833300e-01	9.36040200e-01	4.37493487e-02
8.62831200e-01	9.08986300e-01	4.46207295e-02
8.63829100e-01	8.53790700e-01	4.44820050e-02
8.64826900e-01	9.43942800e-01	4.43946938e-02
8.65824800e-01	9.00839800e-01	4.43286365e-02
8.66822700e-01	8.41792000e-01	4.49966183e-02
8.67820600e-01	9.72110400e-01	4.47367828e-02
8.68818500e-01	9.85698800e-01	4.42958357e-02
8.69816400e-01	9.63139600e-01	4.50674228e-02
8.70814300e-01	8.72514900e-01	4.44812067e-02
8.71812100e-01	9.00562700e-01	4.47850868e-02
8.72810000e-01	8.61816900e-01	4.46796160e-02
8.73807900e-01	8.62670000e-01	8.25516275e+00
8.74805800e-01	9.31300600e-01	8.25444517e+00
8.75803700e-01	1.03392510e+00	4.45539472e-02
8.76801600e-01	9.28672000e-01	4.44993329e-02
8.77799500e-01	8.88485800e-01	4.45101571e-02
8.78797300e-01	9.31595700e-01	4.51029882e-02
8.79795200e-01	8.75751100e-01	4.47699680e-02
8.80793100e-01	9.44457900e-01	8.29871686e+00
8.81791000e-01	9.10434900e-01	8.29015772e+00
8.82788900e-01	9.14993000e-01	8.29950938e+00
8.83786800e-01	9.25796500e-01	8.30676588e+00
8.84784700e-01	9.89727500e-01	4.48361155e-02
8.85782500e-01	9.51288500e-01	8.32468697e+00
8.86780400e-01	9.33498500e-01	8.31047065e+00
8.87778300e-01	8.91928000e-01	8.31321482e+00
8.88776200e-01	9.31300600e-01	8.29352194e+00
8.89774100e-01	9.43126000e-01	4.48813561e-02
8.90772000e-01	9.93221900e-01	4.48496496e-02
8.91769900e-01	9.10876400e-01	4.46752302e-02
8.92767700e-01	9.42784300e-01	4.48394448e-02
8.93765600e-01	9.42600100e-01	4.51237030e-02
8.94763500e-01	9.75576900e-01	8.36413125e+00
8.95761400e-01	9.71881100e-01	8.32652577e+00
8.96759300e-01	9.76603300e-01	4.48211443e-02
8.97757200e-01	9.54499900e-01	4.54552198e-02
8.98755000e-01	1.00996380e+00	4.55232839e-02
8.99752900e-01	1.06081770e+00	4.52300034e-02
9.00750800e-01	1.02608550e+00	4.57913400e-02
9.01748700e-01	9.92364700e-01	4.56104176e-02
9.02746600e-01	1.00147280e+00	4.51281043e-02
9.03744500e-01	1.01638580e+00	4.52516419e-02
9.04742400e-01	9.21087000e-01	4.59751258e-02
9.05740200e-01	9.85537100e-01	8.37606008e+00
9.06738100e-01	8.77583200e-01	8.38805803e+00
9.07736000e-01	1.00687220e+00	4.56778627e-02
9.08733900e-01	9.88053800e-01	4.56524299e-02
9.09731800e-01	8.89709200e-01	4.54151302e-02
9.10729700e-01	9.36361300e-01	4.60428168e-02
9.11727600e-01	1.05844830e+00	4.55802846e-02
9.12725400e-01	9.90269700e-01	4.54551277e-02
9.13723300e-01	9.51843400e-01	4.60416201e-02
9.14721200e-01	9.82110000e-01	4.54309510e-02
9.15719100e-01	9.77734600e-01	4.55216496e-02
9.16717000e-01	9.62285200e-01	4.57180921e-02
9.17714900e-01	9.27766400e-01	4.54506136e-02
9.18712800e-01	9.66829100e-01	4.53746462e-02
9.19710600e-01	9.86772900e-01	8.37926575e+00
9.20708500e-01	9.85401000e-01	8.45509890e+00
9.21706400e-01	9.97727900e-01	8.44025905e+00
9.22704300e-01	9.47841300e-01	4.59830917e-02
9.23702200e-01	9.74728200e-01	4.58364810e-02
9.24700100e-01	9.37509700e-01	4.54331480e-02
9.25698000e-01	1.00677790e+00	4.61451501e-02
9.26695800e-01	9.08616200e-01	4.58072295e-02
9.27693700e-01	9.94661100e-01	4.57552121e-02
9.28691600e-01	9.97412200e-01	8.45219914e+00
9.29689500e-01	9.61483100e-01	8.48351762e+00
9.30687400e-01	1.00219040e+00	8.49191817e+00
9.31685300e-01	9.50954300e-01	8.51045706e+00
9.32683200e-01	1.00317390e+00	4.63738598e-02
9.33681000e-01	8.91124600e-01	4.56723279e-02
9.34678900e-01	9.65146800e-01	4.62712384e-02
9.35676800e-01	1.04345560e+00	4.65477893e-02
9.36674700e-01	9.74211400e-01	4.62807702e-02
9.37672600e-01	9.46334500e-01	4.60223691e-02
9.38670500e-01	9.84952200e-01	8.50320985e+00
9.39668300e-01	9.96257400e-01	8.52037095e+00
9.40666200e-01	9.39001600e-01	4.62749271e-02
9.41664100e-01	1.09663160e+00	4.62240475e-02
9.42662000e-01	9.87802100e-01	4.61414080e-02
9.43659900e-01	1.03772140e+00	4.60441884e-02
9.44657800e-01	9.18428300e-01	4.60205274e-02
9.45655700e-01	1.02756280e+00	4.62613111e-02
9.46653500e-01	1.05484430e+00	4.63927942e-02
9.47651400e-01	9.44584200e-01	4.65415046e-02
9.48649300e-01	9.38741400e-01	4.64635175e-02
9.49647200e-01	1.08608750e+00	4.64247512e-02
9.50645100e-01	1.01982210e+00	4.67476093e-02
9.51643000e-01	9.61204300e-01	4.66442236e-02
9.52640900e-01	1.06181630e+00	4.62366600e-02
9.53638700e-01	9.98246000e-01	4.71581429e-02
9.54636600e-01	9.40864700e-01	4.65925463e-02
9.55634500e-01	9.64715700e-01	4.64677787e-02
9.56632400e-01	1.00882620e+00	4.72094081e-02
9.57630300e-01	1.06289190e+00	4.68119656e-02
9.58628200e-01	1.06359250e+00	4.64188946e-02
9.59626100e-01	1.05529670e+00	8.59671880e+00
9.60623900e-01	1.02802750e+00	8.60239729e+00
9.61621800e-01	1.00680960e+00	8.57454848e+00
9.62619700e-01	1.00501820e+00	4.70002911e-02
9.63617600e-01	1.03378360e+00	4.75882353e-02
9.64615500e-01	1.00868060e+00	4.63975623e-02
9.65613400e-01	1.00862860e+00	4.69011021e-02
9.66611300e-01	1.02956570e+00	4.69936424e-02
9.67609100e-01	9.97154200e-01	4.59915894e-02
9.68607000e-01	9.99633300e-01	4.71289843e-02
9.69604900e-01	1.04383190e+00	4.69572033e-02
9.70602800e-01	9.78868100e-01	4.65060413e-02
9.71600700e-01	1.01700770e+00	4.70080374e-02
9.72598600e-01	9.75115000e-01	4.67628908e-02
9.73596400e-01	1.03857150e+00	8.67786483e+00
9.74594300e-01	1.06707580e+00	8.67863996e+00
9.75592200e-01	1.09278280e+00	8.67040910e+00
9.76590100e-01	9.80864500e-01	4.67333469e-02
9.77588000e-01	1.00368120e+00	8.68298030e+00
9.78585900e-01	1.01752770e+00	8.67894540e+00
9.79583800e-01	9.97275800e-01	4.68517681e-02
9.80581600e-01	1.01259090e+00	4.74689544e-02
9.81579500e-01	1.06062130e+00	4.73713540e-02
9.82577400e-01	9.97919100e-01	4.72547883e-02
9.83575300e-01	1.03462750e+00	4.73246998e-02
9.84573200e-01	1.11375280e+00	4.79089575e-02
9.85571100e-01	1.12603020e+00	4.69808146e-02
9.86569000e-01	1.05880630e+00	4.74795430e-02
9.87566800e-01	1.07370320e+00	4.81333198e-02
9.88564700e-01	1.01682520e+00	4.66664798e-02
9.89562600e-01	1.05301030e+00	4.78170760e-02
9.90560500e-01	1.07311160e+00	4.76890577e-02
9.91558400e-01	1.09803550e+00	4.74530877e-02
9.92556300e-01	1.06256990e+00	4.83139402e-02
9.93554200e-01	1.03761310e+00	4.79304200e-02
9.94552000e-01	1.09291890e+00	4.74911546e-02
9.95549900e-01	1.01660920e+00	4.76222605e-02
9.96547800e-01	1.10970740e+00	4.81640808e-02
9.97545700e-01	1.05982400e+00	8.76997793e+00
9.98543600e-01	1.07003230e+00	8.78778289e+00
9.99541500e-01	1.05386680e+00	8.78306128e+00
1.00053900e+00	9.38742400e-01	4.73613782e-02
1.00153700e+00	1.00528410e+00	8.78945856e+00
1.00253500e+00	1.00277500e+00	8.82935782e+00
1.00353300e+00	9.75866000e-01	8.80860671e+00
1.00453100e+00	1.09589770e+00	8.80612862e+00
1.00552900e+00	1.13750000e+00	8.94116538e+00
1.00652700e+00	1.09209800e+00	4.80893919e-02
1.00752500e+00	1.02888390e+00	5.01772952e-02
1.00852200e+00	1.05034330e+00	5.10725787e-02
1.00952000e+00	1.06219910e+00	8.88070940e+00
1.01051800e+00	1.09444590e+00	5.31257046e-02
1.01151600e+00	1.05502470e+00	5.28311378e-02
1.01251400e+00	1.14402590e+00	8.90181323e+00
1.01351200e+00	1.09116390e+00	8.86423211e+00
1.01451000e+00	9.85073000e-01	5.46391944e-02
1.01550800e+00	1.02111050e+00	5.62803866e-02
1.01650600e+00	1.00561740e+00	5.62555722e-02
1.01750300e+00	1.08131520e+00	5.68159410e-02
1.01850100e+00	1.03152420e+00	5.81999360e-02
1.01949900e+00	9.85808900e-01	5.79933026e-02
