q[nm-1]	I(q)[sr-1]_sub(Lyso_Lyso_4_frames_029_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])	error
5.13571300e+00	3.75564700e-01	6.64418035e+00
5.14569200e+00	8.06138700e-01	6.89443293e+00
5.15567100e+00	6.89999300e-01	6.88691467e+00
5.16565000e+00	9.33528200e-01	6.98985029e+00
5.17562800e+00	7.99750100e-01	6.92540184e+00
5.18560700e+00	6.49225400e-01	6.87427979e+00
5.19558600e+00	7.07879600e-01	6.87074204e+00
5.20556500e+00	9.32073200e-01	6.98862047e+00
5.21554400e+00	7.23374000e-01	6.87186519e+00
5.22552300e+00	8.50994100e-01	6.98430735e+00
5.23550200e+00	9.62643500e-01	7.06486114e+00
5.24548000e+00	9.08495600e-01	7.04145809e+00
5.25545900e+00	7.13501700e-01	6.85798479e+00
5.26543800e+00	9.13893800e-01	6.98148819e+00
5.27541700e+00	7.84993400e-01	6.97456623e+00
5.28539600e+00	8.90521300e-01	7.02528492e+00
5.29537500e+00	5.76952600e-01	6.83837331e+00
5.30535400e+00	8.22126700e-01	6.95807421e+00
5.31533200e+00	8.96478600e-01	7.02949345e+00
5.32531100e+00	7.10578500e-01	6.92014457e+00
5.33529000e+00	6.66380700e-01	6.87142201e+00
5.34526900e+00	7.00020900e-01	6.88374339e+00
5.35524800e+00	6.85818800e-01	6.88919961e+00
5.36522700e+00	8.67291800e-01	6.99070309e+00
5.37520500e+00	6.42809900e-01	6.88809166e+00
5.38518400e+00	7.62311200e-01	6.95954039e+00
5.39516300e+00	1.06056700e+00	7.19161394e+00
5.40514200e+00	7.40602600e-01	6.94205340e+00
5.41512100e+00	5.07328400e-01	6.81770926e+00
5.42510000e+00	6.67230100e-01	6.90806854e+00
5.43507900e+00	1.02511620e+00	7.09789984e+00
5.44505700e+00	8.18369800e-01	6.97877839e+00
5.45503600e+00	9.96481400e-01	7.11946787e+00
5.46501500e+00	9.06761500e-01	7.08589997e+00
5.47499400e+00	5.33172400e-01	6.85665411e+00
5.48497300e+00	8.58380900e-01	7.04714767e+00
5.49495200e+00	9.19198100e-01	7.09216159e+00
5.50493100e+00	9.50164900e-01	7.11197969e+00
5.51490900e+00	6.70518600e-01	6.93502681e+00
5.52488800e+00	8.72065400e-01	7.06154110e+00
5.53486700e+00	8.34371600e-01	7.03607391e+00
5.54484600e+00	6.76335100e-01	6.98584532e+00
5.55482500e+00	6.20005300e-01	6.92724784e+00
5.56480400e+00	7.57502300e-01	6.98982410e+00
5.57478300e+00	9.39769800e-01	7.12630847e+00
5.58476100e+00	8.61075000e-01	7.08069921e+00
5.59474000e+00	8.97041500e-01	7.06848568e+00
5.60471900e+00	8.62873900e-01	7.06811708e+00
5.61469800e+00	5.57112800e-01	6.90522735e+00
5.62467700e+00	7.01731800e-01	7.02720169e+00
5.63465600e+00	9.62368800e-01	7.15875787e+00
5.64463500e+00	7.80332600e-01	7.04875304e+00
5.65461300e+00	8.93937600e-01	7.12865220e+00
5.66459200e+00	1.27062700e+00	7.37036464e+00
5.67457100e+00	8.21042900e-01	7.08673187e+00
5.68455000e+00	7.29035000e-01	7.03218875e+00
5.69452900e+00	7.27436900e-01	7.00001009e+00
5.70450800e+00	8.38841000e-01	7.07474759e+00
5.71448700e+00	9.50800100e-01	7.18127060e+00
5.72446500e+00	9.74230200e-01	7.18141021e+00
5.73444400e+00	8.77551900e-01	7.15212047e+00
5.74442300e+00	8.66330000e-01	7.12608406e+00
5.75440200e+00	6.89282900e-01	7.02019105e+00
5.76438100e+00	8.29013700e-01	7.11243077e+00
5.77436000e+00	9.65745900e-01	7.22547965e+00
5.78433800e+00	8.76696500e-01	7.16184307e+00
5.79431700e+00	7.27815200e-01	7.03782342e+00
5.80429600e+00	7.90390600e-01	7.13593993e+00
5.81427500e+00	8.69586200e-01	7.16463286e+00
5.82425400e+00	8.16702300e-01	7.10608075e+00
5.83423300e+00	8.66370200e-01	7.13976876e+00
5.84421200e+00	9.27205000e-01	7.18597849e+00
5.85419000e+00	7.45030400e-01	7.12179556e+00
5.86416900e+00	4.39275100e-01	6.87037895e+00
5.87414800e+00	1.13606700e+00	7.35470506e+00
5.88412700e+00	9.70102800e-01	7.23817713e+00
5.89410600e+00	5.58574400e-01	6.98663167e+00
5.90408500e+00	7.76957800e-01	7.15843015e+00
5.91406400e+00	4.23935600e-01	6.95524601e+00
5.92404200e+00	7.09768800e-01	7.07833986e+00
5.93402100e+00	7.17372600e-01	7.09214559e+00
5.94400000e+00	8.85991500e-01	7.20950731e+00
5.95397900e+00	8.09096800e-01	7.21221628e+00
5.96395800e+00	7.17854300e-01	7.10417736e+00
5.97393700e+00	7.81828800e-01	7.17258266e+00
5.98391600e+00	6.20425100e-01	7.05168328e+00
5.99389400e+00	9.53317400e-01	7.27212873e+00
6.00387300e+00	7.58815900e-01	7.18880009e+00
6.01385200e+00	8.26792600e-01	7.22880376e+00
6.02383100e+00	7.47052200e-01	7.10024239e+00
6.03381000e+00	9.43344000e-01	7.30896884e+00
6.04378900e+00	9.80680900e-01	7.32426144e+00
6.05376800e+00	9.18760400e-01	7.29816488e+00
6.06374600e+00	7.53073200e-01	7.17040362e+00
6.07372500e+00	7.45743500e-01	7.18737712e+00
6.08370400e+00	8.23664700e-01	7.19376627e+00
6.09368300e+00	6.24224900e-01	7.09361499e+00
6.10366200e+00	1.07020070e+00	7.34728943e+00
6.11364100e+00	7.15917000e-01	7.15454496e+00
6.12362000e+00	1.03944390e+00	7.36019245e+00
6.13359800e+00	1.08444770e+00	7.40301722e+00
6.14357700e+00	7.14295100e-01	7.20622482e+00
6.15355600e+00	1.08456230e+00	7.37512964e+00
6.16353500e+00	7.89876400e-01	7.17957390e+00
6.17351400e+00	8.10198400e-01	7.27976399e+00
6.18349300e+00	6.00240000e-01	7.14378901e+00
6.19347100e+00	6.15150800e-01	7.15519328e+00
6.20345000e+00	9.60788300e-01	7.35568866e+00
6.21342900e+00	7.86516300e-01	7.26729314e+00
6.22340800e+00	5.32757300e-01	7.12683291e+00
6.23338700e+00	1.18894520e+00	7.48697873e+00
6.24336600e+00	5.33487900e-01	7.12127865e+00
6.25334500e+00	7.08712500e-01	7.22112290e+00
6.26332300e+00	9.31508600e-01	7.34413390e+00
6.27330200e+00	8.75859100e-01	7.31683381e+00
6.28328100e+00	9.55357600e-01	7.35025900e+00
6.29326000e+00	1.02647250e+00	7.39929083e+00
6.30323900e+00	1.02745430e+00	7.40411058e+00
6.31321800e+00	7.37496500e-01	7.25357892e+00
6.32319700e+00	6.66869100e-01	7.22985420e+00
6.33317500e+00	1.11720730e+00	7.49521786e+00
6.34315400e+00	1.06463640e+00	7.41958282e+00
6.35313300e+00	6.64987000e-01	7.22969946e+00
6.36311200e+00	1.02008490e+00	7.42015394e+00
6.37309100e+00	5.30082200e-01	7.18390787e+00
6.38307000e+00	8.90661400e-01	7.31965642e+00
6.39304900e+00	9.41272700e-01	7.42356056e+00
6.40302700e+00	7.93578900e-01	7.29699766e+00
6.41300600e+00	6.00440600e-01	7.23400720e+00
6.42298500e+00	8.44465100e-01	7.34269162e+00
6.43296400e+00	1.21184440e+00	7.57360690e+00
6.44294300e+00	8.63356000e-01	7.39235219e+00
6.45292200e+00	6.41553700e-01	7.24312014e+00
6.46290100e+00	7.29826600e-01	7.28191650e+00
6.47287900e+00	6.78972900e-01	7.27715478e+00
6.48285800e+00	1.05697580e+00	7.55895603e+00
6.49283700e+00	1.06978820e+00	7.52793004e+00
6.50281600e+00	8.74468400e-01	7.43067669e+00
6.51279500e+00	8.15610300e-01	7.37150782e+00
6.52277400e+00	7.48384100e-01	7.34822748e+00
6.53275300e+00	7.65503400e-01	7.37904387e+00
6.54273100e+00	1.07274700e+00	7.54677641e+00
6.55271000e+00	8.34198500e-01	7.37851561e+00
6.56268900e+00	8.88114100e-01	7.47490625e+00
6.57266800e+00	7.45849600e-01	7.38237000e+00
6.58264700e+00	9.08626200e-01	7.44288533e+00
6.59262600e+00	4.93060800e-01	7.22033177e+00
6.60260400e+00	1.20179510e+00	7.62919473e+00
6.61258300e+00	1.05809660e+00	7.57166266e+00
6.62256200e+00	7.47624800e-01	7.38003199e+00
6.63254100e+00	1.08100310e+00	7.60238251e+00
6.64252000e+00	8.51223100e-01	7.46311034e+00
6.65249900e+00	7.22772200e-01	7.38801924e+00
6.66247800e+00	1.06270600e+00	7.58636772e+00
6.67245600e+00	1.03104320e+00	7.58286826e+00
6.68243500e+00	1.05838880e+00	7.54404665e+00
6.69241400e+00	8.57157400e-01	7.45983260e+00
6.70239300e+00	7.20052700e-01	7.38285545e+00
6.71237200e+00	8.25623500e-01	7.42025003e+00
6.72235100e+00	6.50368000e-01	7.39395637e+00
6.73233000e+00	7.28870000e-01	7.38825563e+00
6.74230800e+00	5.80672900e-01	7.33130945e+00
6.75228700e+00	1.23100780e+00	7.75049107e+00
6.76226600e+00	1.05585480e+00	7.57552577e+00
6.77224500e+00	8.83375200e-01	7.51079536e+00
6.78222400e+00	9.82498100e-01	7.62840466e+00
6.79220300e+00	8.01797200e-01	7.47377607e+00
6.80218200e+00	1.20773590e+00	7.72501631e+00
6.81216000e+00	8.94408300e-01	7.54332796e+00
6.82213900e+00	1.23011750e+00	7.69703823e+00
6.83211800e+00	7.55691000e-01	7.40085734e+00
6.84209700e+00	8.04769400e-01	7.45604569e+00
6.85207600e+00	7.39967800e-01	7.45508559e+00
6.86205500e+00	7.50983500e-01	7.44858499e+00
6.87203400e+00	6.58800600e-01	7.41078278e+00
6.88201200e+00	1.04573520e+00	7.70117508e+00
6.89199100e+00	9.50404700e-01	7.59185623e+00
6.90197000e+00	9.33258900e-01	7.64046767e+00
6.91194900e+00	8.67819800e-01	7.55748156e+00
6.92192800e+00	5.62767800e-01	7.38620022e+00
6.93190700e+00	1.01689290e+00	7.62743910e+00
6.94188600e+00	1.25279470e+00	7.80513336e+00
6.95186400e+00	1.05072350e+00	7.69754517e+00
6.96184300e+00	6.54881500e-01	7.46566803e+00
6.97182200e+00	9.85369000e-01	7.69490755e+00
6.98180100e+00	9.41079700e-01	7.62516585e+00
6.99178000e+00	9.42577900e-01	7.61553056e+00
7.00175900e+00	1.18839040e+00	7.76677276e+00
7.01173700e+00	9.12475400e-01	7.60393090e+00
7.02171600e+00	8.95973900e-01	7.58371786e+00
7.03169500e+00	9.48894800e-01	7.65917452e+00
7.04167400e+00	1.02116100e+00	7.68096677e+00
7.05165300e+00	8.53577100e-01	7.60043951e+00
7.06163200e+00	1.46475310e+00	7.93809122e+00
7.07161100e+00	7.50387000e-01	7.54621156e+00
7.08158900e+00	1.04372490e+00	7.73645401e+00
7.09156800e+00	1.09591070e+00	7.76500456e+00
7.10154700e+00	1.20192330e+00	7.80614535e+00
7.11152600e+00	6.98363300e-01	7.52144879e+00
7.12150500e+00	8.41741600e-01	7.63537898e+00
7.13148400e+00	6.42169900e-01	7.50544729e+00
7.14146300e+00	3.91866200e-01	7.31295458e+00
7.15144100e+00	8.36880500e-01	7.61420640e+00
7.16142000e+00	8.92529400e-01	7.66741950e+00
7.17139900e+00	9.98475200e-01	7.67604446e+00
7.18137800e+00	7.86037600e-01	7.60191466e+00
7.19135700e+00	5.75992500e-01	7.49135580e+00
7.20133600e+00	7.72367700e-01	7.62611936e+00
7.21131500e+00	9.10995300e-01	7.70256908e+00
7.22129300e+00	8.82429900e-01	7.67583178e+00
7.23127200e+00	6.64830800e-01	7.50565677e+00
7.24125100e+00	8.47244700e-01	7.66526991e+00
7.25123000e+00	7.46985500e-01	7.60622938e+00
7.26120900e+00	9.14013900e-01	7.67317864e+00
7.27118800e+00	8.69778200e-01	7.66055437e+00
7.28116700e+00	9.79142200e-01	7.75985495e+00
7.29114500e+00	8.27515600e-01	7.67377018e+00
7.30112400e+00	9.67858700e-01	7.74000352e+00
7.31110300e+00	9.73178800e-01	7.79257002e+00
7.32108200e+00	1.10716450e+00	7.86470326e+00
7.33106100e+00	1.05735930e+00	7.84296384e+00
7.34104000e+00	1.15507230e+00	7.88741914e+00
7.35101900e+00	6.36261800e-01	7.54028857e+00
7.36099700e+00	8.31127100e-01	7.70918039e+00
7.37097600e+00	5.45957300e-01	7.54339796e+00
7.38095500e+00	9.12652200e-01	7.79212816e+00
7.39093400e+00	1.20131250e+00	1.90736937e-01
7.40091300e+00	9.93676200e-01	1.85905039e-01
7.41089200e+00	7.84845200e-01	1.81424345e-01
7.42087000e+00	1.03706500e+00	1.88513921e-01
7.43084900e+00	1.13218710e+00	1.87310246e-01
7.44082800e+00	1.12863430e+00	1.91414558e-01
7.45080700e+00	6.50227500e-01	1.78035695e-01
7.46078600e+00	9.25422700e-01	7.82864125e+00
7.47076500e+00	9.13051800e-01	7.79254371e+00
7.48074400e+00	1.43096290e+00	1.97519236e-01
7.49072200e+00	1.17407460e+00	1.91207927e-01
7.50070100e+00	1.04894500e+00	1.87043859e-01
7.51068000e+00	9.86364500e-01	1.87479042e-01
7.52065900e+00	1.11401990e+00	7.92661202e+00
7.53063800e+00	7.60520600e-01	7.72738462e+00
7.54061700e+00	7.99152800e-01	7.75622828e+00
7.55059600e+00	1.11383940e+00	7.93710254e+00
7.56057400e+00	9.14646400e-01	7.80739056e+00
7.57055300e+00	9.00021200e-01	7.76812544e+00
7.58053200e+00	7.40272700e-01	7.77968779e+00
7.59051100e+00	8.39879600e-01	7.80667603e+00
7.60049000e+00	5.07020600e-01	7.63803863e+00
7.61046900e+00	1.12603130e+00	7.98320042e+00
7.62044800e+00	9.77064400e-01	7.94920987e+00
7.63042600e+00	8.46322500e-01	7.82978868e+00
7.64040500e+00	1.13064430e+00	7.97555764e+00
7.65038400e+00	1.18272820e+00	1.92072220e-01
7.66036300e+00	7.62602100e-01	7.82117964e+00
7.67034200e+00	1.03673110e+00	7.94199435e+00
7.68032100e+00	9.76414300e-01	1.89181523e-01
7.69030000e+00	1.13819480e+00	1.93236127e-01
7.70027800e+00	9.11249300e-01	1.85675884e-01
7.71025700e+00	1.07223140e+00	1.91380159e-01
7.72023600e+00	1.16402590e+00	8.03749389e+00
7.73021500e+00	1.16204990e+00	7.99936693e+00
7.74019400e+00	9.48803300e-01	1.87876596e-01
7.75017300e+00	9.50472300e-01	1.89161666e-01
7.76015100e+00	8.94399600e-01	1.89914550e-01
7.77013000e+00	8.80995700e-01	1.88564437e-01
7.78010900e+00	7.62847000e-01	1.84275237e-01
7.79008800e+00	1.07605750e+00	1.91940704e-01
7.80006700e+00	9.62779100e-01	1.91344449e-01
7.81004600e+00	9.24192700e-01	1.89358761e-01
7.82002500e+00	1.21615270e+00	1.95334686e-01
7.83000300e+00	1.00791580e+00	1.91432435e-01
7.83998200e+00	1.10852990e+00	8.02655162e+00
7.84996100e+00	9.29437600e-01	7.89376226e+00
7.85994000e+00	5.72040900e-01	1.84387654e-01
7.86991900e+00	1.08788720e+00	1.93439774e-01
7.87989800e+00	8.68230500e-01	1.88749525e-01
7.88987700e+00	1.27417580e+00	1.97545278e-01
7.89985500e+00	1.11119620e+00	8.07685919e+00
7.90983400e+00	1.14750570e+00	8.08979026e+00
7.91981300e+00	8.92893300e-01	1.88400134e-01
7.92979200e+00	1.04080790e+00	1.94787492e-01
7.93977100e+00	8.33139400e-01	1.88432305e-01
7.94975000e+00	1.13144740e+00	1.93212669e-01
7.95972900e+00	8.20124100e-01	7.94870229e+00
7.96970700e+00	1.15073370e+00	8.09980364e+00
7.97968600e+00	1.03910210e+00	8.06929004e+00
7.98966500e+00	8.81650800e-01	1.91076325e-01
7.99964400e+00	8.26118000e-01	1.87319339e-01
8.00962300e+00	6.43597200e-01	1.86106857e-01
8.01960200e+00	1.02375380e+00	1.92741410e-01
8.02958100e+00	1.14856100e+00	1.95843825e-01
8.03955900e+00	9.48237800e-01	1.91947312e-01
8.04953800e+00	9.54157700e-01	1.90688651e-01
8.05951700e+00	9.11704400e-01	1.92708530e-01
8.06949600e+00	1.07545460e+00	1.94542984e-01
8.07947500e+00	1.02250430e+00	1.93507567e-01
8.08945400e+00	1.33617250e+00	2.01902168e-01
8.09943300e+00	1.26562100e+00	1.98847666e-01
8.10941100e+00	5.20443500e-01	1.85162345e-01
8.11939000e+00	5.81371900e-01	1.85588219e-01
8.12936900e+00	1.07928310e+00	8.15832909e+00
8.13934800e+00	9.95219000e-01	8.11038645e+00
8.14932700e+00	1.03820370e+00	1.94146789e-01
8.15930600e+00	7.66083900e-01	1.90665729e-01
8.16928400e+00	1.02530670e+00	1.94505646e-01
8.17926300e+00	8.71125600e-01	1.91714642e-01
8.18924200e+00	1.07754020e+00	1.95962722e-01
8.19922100e+00	1.14844160e+00	1.99552077e-01
8.20920000e+00	1.07160890e+00	1.95786278e-01
8.21917900e+00	1.20229770e+00	1.98644851e-01
8.22915800e+00	1.14560940e+00	1.97756966e-01
8.23913600e+00	1.01965190e+00	1.96461569e-01
8.24911500e+00	9.68221500e-01	1.92617356e-01
8.25909400e+00	1.16877710e+00	1.98537163e-01
8.26907300e+00	1.13653420e+00	1.97038556e-01
8.27905200e+00	7.89987000e-01	1.92082373e-01
8.28903100e+00	9.34797000e-01	8.08729161e+00
8.29901000e+00	8.64654700e-01	8.08811487e+00
8.30898800e+00	9.79018100e-01	1.95729616e-01
8.31896700e+00	6.84148900e-01	1.88000278e-01
8.32894600e+00	1.02211020e+00	1.95757909e-01
8.33892500e+00	1.27816210e+00	2.01648455e-01
8.34890400e+00	9.10740900e-01	1.93612935e-01
8.35888300e+00	6.98176800e-01	1.90340976e-01
8.36886200e+00	9.54806200e-01	1.95752272e-01
8.37884000e+00	1.07236790e+00	8.20842635e+00
8.38881900e+00	1.12792550e+00	8.23744999e+00
8.39879800e+00	1.31572700e+00	8.34270221e+00
8.40877700e+00	1.37479550e+00	8.35037655e+00
8.41875600e+00	8.41025100e-01	8.07735255e+00
8.42873500e+00	1.11127860e+00	8.26118641e+00
8.43871400e+00	9.15030100e-01	8.12803066e+00
8.44869200e+00	1.06221790e+00	1.96628384e-01
8.45867100e+00	1.02543130e+00	1.96946363e-01
8.46865000e+00	1.03236140e+00	1.98848952e-01
8.47862900e+00	1.04381590e+00	8.20891074e+00
8.48860800e+00	7.12750000e-01	7.99031870e+00
8.49858700e+00	9.48200600e-01	8.19561365e+00
8.50856600e+00	1.09347730e+00	8.27406762e+00
8.51854400e+00	9.45007300e-01	8.19396406e+00
8.52852300e+00	1.04661620e+00	8.23180741e+00
8.53850200e+00	8.72779200e-01	8.13142496e+00
8.54848100e+00	1.02303050e+00	8.25395011e+00
8.55846000e+00	9.17089100e-01	8.18755471e+00
8.56843900e+00	1.20826580e+00	8.35618346e+00
8.57841700e+00	7.03404600e-01	1.90469924e-01
8.58839600e+00	9.41882600e-01	1.97113016e-01
8.59837500e+00	9.15423600e-01	8.18862266e+00
8.60835400e+00	1.07699460e+00	8.33148409e+00
8.61833300e+00	1.23965420e+00	2.00334571e-01
8.62831200e+00	7.19511300e-01	1.93693721e-01
8.63829100e+00	9.83647700e-01	1.99075629e-01
8.64826900e+00	9.66318800e-01	1.96827250e-01
8.65824800e+00	7.54897800e-01	1.93246848e-01
8.66822700e+00	7.31323000e-01	1.95610233e-01
8.67820600e+00	8.20412400e-01	1.94850467e-01
8.68818500e+00	1.14777380e+00	2.00138511e-01
8.69816400e+00	7.50697600e-01	1.94695575e-01
8.70814300e+00	1.05194090e+00	2.00478566e-01
8.71812100e+00	9.28696700e-01	1.98281454e-01
8.72810000e+00	9.29773900e-01	1.98302284e-01
8.73807900e+00	9.40227000e-01	8.29714888e+00
8.74805800e+00	1.09058760e+00	8.34045667e+00
8.75803700e+00	1.03287210e+00	1.99187255e-01
8.76801600e+00	7.09383000e-01	1.92992604e-01
8.77799500e+00	6.71395800e-01	1.92812319e-01
8.78797300e+00	1.15367570e+00	2.04672224e-01
8.79795200e+00	1.05417910e+00	2.00802430e-01
8.80793100e+00	9.56728900e-01	8.30533906e+00
8.81791000e+00	1.20833690e+00	8.44962568e+00
8.82788900e+00	5.44962000e-01	8.09728773e+00
8.83786800e+00	9.10498500e-01	8.29851098e+00
8.84784700e+00	1.02215450e+00	2.00148505e-01
8.85782500e+00	8.97345500e-01	8.29560364e+00
8.86780400e+00	1.44847350e+00	8.58362165e+00
8.87778300e+00	8.03416000e-01	8.26537329e+00
8.88776200e+00	7.77177600e-01	8.20983729e+00
8.89774100e+00	9.43908000e-01	1.98932118e-01
8.90772000e+00	1.03049390e+00	1.99932249e-01
8.91769900e+00	9.92003400e-01	1.99699862e-01
8.92767700e+00	1.12562730e+00	2.02591745e-01
8.93765600e+00	1.24977010e+00	2.06162791e-01
8.94763500e+00	1.32624290e+00	8.54991025e+00
8.95761400e+00	1.15062210e+00	8.42215528e+00
8.96759300e+00	1.29803430e+00	2.05164539e-01
8.97757200e+00	1.00082190e+00	2.02628942e-01
8.98755000e+00	1.03914880e+00	2.01106915e-01
8.99752900e+00	8.45179700e-01	1.96788199e-01
9.00750800e+00	1.00179450e+00	2.02243384e-01
9.01748700e+00	9.86828700e-01	2.01664980e-01
9.02746600e+00	1.06147380e+00	2.01314025e-01
9.03744500e+00	6.71756800e-01	1.93979855e-01
9.04742400e+00	1.01569700e+00	2.04778472e-01
9.05740200e+00	4.38057100e-01	8.07790036e+00
9.06738100e+00	8.00586200e-01	8.34682907e+00
9.07736000e+00	9.85022200e-01	2.02693836e-01
9.08733900e+00	9.65440800e-01	2.00825389e-01
9.09731800e+00	6.53800200e-01	1.96272588e-01
9.10729700e+00	7.97576300e-01	2.00538414e-01
9.11727600e+00	9.88523300e-01	2.02094052e-01
9.12725400e+00	1.32548170e+00	2.07785784e-01
9.13723300e+00	9.74552400e-01	2.03262412e-01
9.14721200e+00	7.28113000e-01	1.96434774e-01
9.15719100e+00	8.24172600e-01	1.98339972e-01
9.16717000e+00	1.01118720e+00	2.02958085e-01
9.17714900e+00	9.53008400e-01	2.01925898e-01
9.18712800e+00	1.00039310e+00	2.01470747e-01
9.19710600e+00	8.15860900e-01	8.28737505e+00
9.20708500e+00	9.83001000e-01	8.45382702e+00
9.21706400e+00	9.15418900e-01	8.39645208e+00
9.22704300e+00	4.61295300e-01	1.92833878e-01
9.23702200e+00	9.35733200e-01	2.02753370e-01
9.24700100e+00	5.66875700e-01	1.93178607e-01
9.25698000e+00	7.04639900e-01	1.98490533e-01
9.26695800e+00	9.74610200e-01	2.04146096e-01
9.27693700e+00	1.22491110e+00	2.07021942e-01
9.28691600e+00	1.21917920e+00	8.56894968e+00
9.29689500e+00	1.19969310e+00	8.60840556e+00
9.30687400e+00	1.23491740e+00	8.61383218e+00
9.31685300e+00	8.63724300e-01	8.46440917e+00
9.32683200e+00	1.13503090e+00	2.08626973e-01
9.33681000e+00	1.06704360e+00	2.04721161e-01
9.34678900e+00	1.16795580e+00	2.07852065e-01
9.35676800e+00	1.06830260e+00	2.06096693e-01
9.36674700e+00	9.64670400e-01	2.04145851e-01
9.37672600e+00	8.54043500e-01	2.01787831e-01
9.38670500e+00	1.17716020e+00	8.60389119e+00
9.39668300e+00	1.25383640e+00	8.65475827e+00
9.40666200e+00	1.02945960e+00	2.05881725e-01
9.41664100e+00	1.31193360e+00	2.09825015e-01
9.42662000e+00	1.03021110e+00	2.04729660e-01
9.43659900e+00	1.26233940e+00	2.09111147e-01
9.44657800e+00	9.38236300e-01	2.03297051e-01
9.45655700e+00	9.60658800e-01	2.03990078e-01
9.46653500e+00	9.45964300e-01	2.03199748e-01
9.47651400e+00	9.19936200e-01	2.04962597e-01
9.48649300e+00	1.09564240e+00	2.08444230e-01
9.49647200e+00	1.19210950e+00	2.08033487e-01
9.50645100e+00	1.42883010e+00	2.14419749e-01
9.51643000e+00	8.77262300e-01	2.04192990e-01
9.52640900e+00	8.87250300e-01	2.02531022e-01
9.53638700e+00	6.00794000e-01	2.00792669e-01
9.54636600e+00	9.66062700e-01	2.05456390e-01
9.55634500e+00	8.02715700e-01	2.02090163e-01
9.56632400e+00	1.05865320e+00	2.09190081e-01
9.57630300e+00	1.07374890e+00	2.07700282e-01
9.58628200e+00	9.14767500e-01	2.03049992e-01
9.59626100e+00	1.13580770e+00	8.63857810e+00
9.60623900e+00	1.29944750e+00	8.74262014e+00
9.61621800e+00	1.35385860e+00	8.75401362e+00
9.62619700e+00	8.85540200e-01	2.05182250e-01
9.63617600e+00	7.48039600e-01	2.03768391e-01
9.64615500e+00	1.08179360e+00	2.06659344e-01
9.65613400e+00	1.05690760e+00	2.08223337e-01
9.66611300e+00	1.29483570e+00	2.13540878e-01
9.67609100e+00	1.27987120e+00	2.09299015e-01
9.68607000e+00	1.20177030e+00	2.11684742e-01
9.69604900e+00	8.01775900e-01	2.03949088e-01
9.70602800e+00	1.22356410e+00	2.10706793e-01
9.71600700e+00	1.31279070e+00	2.13856972e-01
9.72598600e+00	9.15537000e-01	2.06743775e-01
9.73596400e+00	1.44865850e+00	8.88707380e+00
9.74594300e+00	9.00629800e-01	8.59228042e+00
9.75592200e+00	1.05366080e+00	8.65016926e+00
9.76590100e+00	1.05993850e+00	2.08331124e-01
9.77588000e+00	8.49138200e-01	8.60286630e+00
9.78585900e+00	5.80113700e-01	8.45011727e+00
9.79583800e+00	1.44937080e+00	2.15136008e-01
9.80581600e+00	1.26141390e+00	2.15418749e-01
9.81579500e+00	9.24323300e-01	2.06088552e-01
9.82577400e+00	1.00108810e+00	2.08717327e-01
9.83575300e+00	1.06587450e+00	2.09706138e-01
9.84573200e+00	9.04423800e-01	2.07847278e-01
9.85571100e+00	8.92519200e-01	2.04887404e-01
9.86569000e+00	1.25167530e+00	2.13692662e-01
9.87566800e+00	1.11880520e+00	2.13215335e-01
9.88564700e+00	1.30439120e+00	2.12126094e-01
9.89562600e+00	9.54688300e-01	2.09339976e-01
9.90560500e+00	1.08372260e+00	2.10376685e-01
9.91558400e+00	1.07383050e+00	2.07974542e-01
9.92556300e+00	1.08317890e+00	2.12776554e-01
9.93554200e+00	8.24832100e-01	2.08126950e-01
9.94552000e+00	9.33320900e-01	2.06323507e-01
9.95549900e+00	1.28337820e+00	2.15054663e-01
9.96547800e+00	1.19651240e+00	2.14994459e-01
9.97545700e+00	1.14019200e+00	8.81094071e+00
9.98543600e+00	1.15552630e+00	8.83126399e+00
9.99541500e+00	1.32956580e+00	8.92259308e+00
1.00053900e+01	9.40847400e-01	2.09828993e-01
1.00153700e+01	1.05186510e+00	8.81317151e+00
1.00253500e+01	1.40148200e+00	9.02941402e+00
1.00353300e+01	1.25820200e+00	8.95106310e+00
1.00453100e+01	1.08639870e+00	8.80129439e+00
1.00552900e+01	1.10069700e+00	8.92270385e+00
1.00652700e+01	8.80566000e-01	2.10675204e-01
1.00752500e+01	1.08161190e+00	2.23080586e-01
1.00852200e+01	1.11254630e+00	2.28354444e-01
1.00952000e+01	1.12503410e+00	8.91235389e+00
1.01051800e+01	1.56049990e+00	2.44226891e-01
1.01151600e+01	1.13853170e+00	2.36203379e-01
1.01251400e+01	1.26660290e+00	8.96329552e+00
1.01351200e+01	1.14415890e+00	8.89097798e+00
1.01451000e+01	1.01718700e+00	2.42990976e-01
1.01550800e+01	9.45450500e-01	2.46958479e-01
1.01650600e+01	1.07956340e+00	2.51048531e-01
1.01750300e+01	1.30962320e+00	2.56077756e-01
1.01850100e+01	1.09574720e+00	2.58322868e-01
1.01949900e+01	7.44999900e-01	2.51858076e-01
1.00000000e+03	0.00000000e+00	0.00000000e+00
