q[A-1]	I(q)[sr-1]_nmA(Lyso_Lyso_4_frames_015_350_sub.dat_00001_[sub(Lyso_Lyso_4_frames_015_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])])	error
1.72294500e-01	3.00510800e+00	2.84344878e-01
1.73292400e-01	1.96210360e+00	2.54069840e-01
1.74290300e-01	2.29559260e+00	2.66944893e-01
1.75288200e-01	2.17866600e+00	2.58605665e-01
1.76286100e-01	2.69965020e+00	2.74688179e-01
1.77283900e-01	2.11261200e+00	2.56709561e-01
1.78281800e-01	2.00899550e+00	2.56497144e-01
1.79279700e-01	2.15453130e+00	2.58019419e-01
1.80277600e-01	1.98986800e+00	2.51327132e-01
1.81275500e-01	1.89230490e+00	2.49053411e-01
1.82273400e-01	2.06172250e+00	2.52739057e-01
1.83271200e-01	1.66929320e+00	7.32340878e+00
1.84269100e-01	2.06333080e+00	7.53826650e+00
1.85267000e-01	1.76722350e+00	7.37673272e+00
1.86264900e-01	2.15623280e+00	7.63330366e+00
1.87262800e-01	1.65969550e+00	2.37178527e-01
1.88260700e-01	1.81617350e+00	2.43137710e-01
1.89258600e-01	1.57081500e+00	2.38191859e-01
1.90256400e-01	1.83584920e+00	7.42416391e+00
1.91254300e-01	1.72585010e+00	7.32733811e+00
1.92252200e-01	2.10615000e+00	2.47674329e-01
1.93250100e-01	1.37531410e+00	2.26577757e-01
1.94248000e-01	1.78232140e+00	2.38162956e-01
1.95245900e-01	1.57286660e+00	2.29437417e-01
1.96243800e-01	1.60283230e+00	2.36096778e-01
1.97241600e-01	1.77559560e+00	2.36942793e-01
1.98239500e-01	1.49055260e+00	2.29064944e-01
1.99237400e-01	1.42774170e+00	2.26320954e-01
2.00235300e-01	1.36499970e+00	2.21512287e-01
2.01233200e-01	1.14657830e+00	2.16800618e-01
2.02231100e-01	1.92180670e+00	2.35372772e-01
2.03229000e-01	1.06787760e+00	2.13151036e-01
2.04226800e-01	1.43087290e+00	2.22955313e-01
2.05224700e-01	1.12389200e+00	2.12853392e-01
2.06222600e-01	1.48391040e+00	2.24185067e-01
2.07220500e-01	1.12833380e+00	2.11908098e-01
2.08218400e-01	1.12711510e+00	2.13159572e-01
2.09216300e-01	1.61345250e+00	2.26453044e-01
2.10214200e-01	1.24111880e+00	2.15557065e-01
2.11212000e-01	1.32871090e+00	2.16864650e-01
2.12209900e-01	1.26452860e+00	2.13021861e-01
2.13207800e-01	1.06591060e+00	2.08711130e-01
2.14205700e-01	1.50163760e+00	7.17362876e+00
2.15203600e-01	1.24750990e+00	7.00360387e+00
2.16201500e-01	9.56301300e-01	2.05256174e-01
2.17199400e-01	1.35708920e+00	7.16008526e+00
2.18197200e-01	1.29840810e+00	7.05972475e+00
2.19195100e-01	1.32062700e+00	7.10516232e+00
2.20193000e-01	1.70340190e+00	7.34316590e+00
2.21190900e-01	9.55135700e-01	2.03520286e-01
2.22188800e-01	8.90851900e-01	1.99251177e-01
2.23186700e-01	1.32003180e+00	2.11716460e-01
2.24184500e-01	1.32519550e+00	2.10328482e-01
2.25182400e-01	1.27090890e+00	2.10118318e-01
2.26180300e-01	1.58695380e+00	2.16340308e-01
2.27178200e-01	5.09740700e-01	1.85898382e-01
2.28176100e-01	9.76438700e-01	1.99544587e-01
2.29174000e-01	1.30660940e+00	2.06702871e-01
2.30171900e-01	1.10044520e+00	2.01021067e-01
2.31169700e-01	7.93119200e-01	1.92497125e-01
2.32167600e-01	1.17434590e+00	2.03692803e-01
2.33165500e-01	9.09393700e-01	1.95906795e-01
2.34163400e-01	5.72280300e-01	1.84151246e-01
2.35161300e-01	1.14896800e+00	2.02392106e-01
2.36159200e-01	1.06707340e+00	1.99489454e-01
2.37157100e-01	8.49975700e-01	1.93053574e-01
2.38154900e-01	6.96041400e-01	1.89362563e-01
2.39152800e-01	9.50423200e-01	1.92357748e-01
2.40150700e-01	9.18704500e-01	1.93243040e-01
2.41148600e-01	9.15077700e-01	1.93205594e-01
2.42146500e-01	6.91347200e-01	1.85929259e-01
2.43144400e-01	7.79216300e-01	1.88662221e-01
2.44142300e-01	7.43210200e-01	1.86307559e-01
2.45140100e-01	8.14291100e-01	1.91195851e-01
2.46138000e-01	7.94313300e-01	1.87093488e-01
2.47135900e-01	1.04188710e+00	1.95460794e-01
2.48133800e-01	6.12102000e-01	1.82262450e-01
2.49131700e-01	1.00692530e+00	1.90956102e-01
2.50129600e-01	7.11113000e-01	1.85348542e-01
2.51127500e-01	7.71094500e-01	1.86035901e-01
2.52125300e-01	4.85678500e-01	6.51587541e+00
2.53123200e-01	6.83422800e-01	6.62867716e+00
2.54121100e-01	8.45512100e-01	1.87634594e-01
2.55119000e-01	8.59064200e-01	1.87588823e-01
2.56116900e-01	6.10980900e-01	1.78550622e-01
2.57114800e-01	8.96968900e-01	1.86455240e-01
2.58112700e-01	1.04994990e+00	1.91488602e-01
2.59110500e-01	7.04994300e-01	1.79440218e-01
2.60108400e-01	5.57394300e-01	1.76012833e-01
2.61106300e-01	1.01017960e+00	3.94809946e+00
2.62104200e-01	6.39993600e-01	3.90680465e+00
2.63102100e-01	9.25251800e-01	3.98720760e+00
2.64100000e-01	9.37662100e-01	1.84651202e-01
2.65097800e-01	1.10241660e+00	1.89074513e-01
2.66095700e-01	5.46063800e-01	1.75145161e-01
2.67093600e-01	6.63860300e-01	1.78494643e-01
2.68091500e-01	6.48019300e-01	1.75296365e-01
2.69089400e-01	9.16804700e-01	1.87632933e-01
2.70087300e-01	7.08099000e-01	1.77760523e-01
2.71085200e-01	9.88457200e-01	6.81200877e+00
2.72083000e-01	8.09579400e-01	6.68616499e+00
2.73080900e-01	8.00711700e-01	6.65151983e+00
2.74078800e-01	1.03076390e+00	1.85628858e-01
2.75076700e-01	6.37630700e-01	6.56896723e+00
2.76074600e-01	1.03870150e+00	6.89056730e+00
2.77072500e-01	1.27764370e+00	1.91047018e-01
2.78070400e-01	5.96211900e-01	1.70404430e-01
2.79068200e-01	6.44472200e-01	1.74197737e-01
2.80066100e-01	8.14612000e-01	1.77119384e-01
2.81064000e-01	4.99142700e-01	1.67803180e-01
2.82061900e-01	7.40438900e-01	1.75589809e-01
2.83059800e-01	5.34228500e-01	1.66976894e-01
2.84057700e-01	8.36487700e-01	1.77261882e-01
2.85055600e-01	6.11746400e-01	3.97839277e+00
2.86053400e-01	7.36014500e-01	3.96141803e+00
2.87051300e-01	5.66396200e-01	6.55916041e+00
2.88049200e-01	1.01939300e+00	6.81776184e+00
2.89047100e-01	7.14328700e-01	6.65085677e+00
2.90045000e-01	9.47417300e-01	6.78325804e+00
2.91042900e-01	5.20486800e-01	6.49218996e+00
2.92040800e-01	7.23777700e-01	1.70851239e-01
2.93038600e-01	9.89213900e-01	1.77116567e-01
2.94036500e-01	7.42200400e-01	1.70899888e-01
2.95034400e-01	7.86433600e-01	1.70964878e-01
2.96032300e-01	7.06341900e-01	1.70211499e-01
2.97030200e-01	5.80994600e-01	1.66566891e-01
2.98028100e-01	7.91040400e-01	1.71675540e-01
2.99026000e-01	9.11068700e-01	1.75497798e-01
3.00023800e-01	7.10818500e-01	1.66596879e-01
3.01021700e-01	1.25587800e+00	1.84449448e-01
3.02019600e-01	7.67542300e-01	3.94463091e+00
3.03017500e-01	5.79491100e-01	3.92623360e+00
3.04015400e-01	6.78950500e-01	6.63000548e+00
3.05013300e-01	8.54201600e-01	6.73849789e+00
3.06011100e-01	5.28477500e-01	3.92166309e+00
3.07009000e-01	4.96535700e-01	6.51170231e+00
3.08006900e-01	6.33364000e-01	6.57151061e+00
3.09004800e-01	6.92267100e-01	3.92766902e+00
3.10002700e-01	9.18761100e-01	3.91799326e+00
3.11000600e-01	6.45415200e-01	3.95855491e+00
3.11998500e-01	8.24143600e-01	1.67571757e-01
3.12996300e-01	7.46412800e-01	1.67531252e-01
3.13994200e-01	8.05793200e-01	1.67357056e-01
3.14992100e-01	6.26144000e-01	1.61963101e-01
3.15990000e-01	1.29466380e+00	1.80185741e-01
3.16987900e-01	6.60572600e-01	6.58864676e+00
3.17985800e-01	1.13007410e+00	6.92940137e+00
3.18983700e-01	1.01660900e+00	1.71035149e-01
3.19981500e-01	6.77190900e-01	1.63315531e-01
3.20979400e-01	9.06543700e-01	1.70372833e-01
3.21977300e-01	9.32316100e-01	1.67203283e-01
3.22975200e-01	6.89430500e-01	1.64660809e-01
3.23973100e-01	6.31670900e-01	1.59609818e-01
3.24971000e-01	7.85773600e-01	1.65262678e-01
3.25968900e-01	8.66031300e-01	1.65119303e-01
3.26966700e-01	9.99768700e-01	1.68814208e-01
3.27964600e-01	6.06686400e-01	1.60231338e-01
3.28962500e-01	9.01515900e-01	1.65124519e-01
3.29960400e-01	7.04812000e-01	1.61129627e-01
3.30958300e-01	6.07924300e-01	1.59719216e-01
3.31956200e-01	1.05339260e+00	1.68734581e-01
3.32954100e-01	6.66587700e-01	1.59890844e-01
3.33951900e-01	9.39826900e-01	1.63852812e-01
3.34949800e-01	8.66202000e-01	1.65074873e-01
3.35947700e-01	1.21680200e+00	6.96085740e+00
3.36945600e-01	6.07185700e-01	6.52755320e+00
3.37943500e-01	8.11528900e-01	6.68618485e+00
3.38941400e-01	6.43952900e-01	6.58057333e+00
3.39939200e-01	6.68947300e-01	1.59356537e-01
3.40937100e-01	1.07826500e+00	1.67807792e-01
3.41935000e-01	9.50579500e-01	6.84623499e+00
3.42932900e-01	8.84615300e-01	6.75300100e+00
3.43930800e-01	7.88272300e-01	6.67645205e+00
3.44928700e-01	8.55512400e-01	1.62956835e-01
3.45926600e-01	9.14104300e-01	1.61813430e-01
3.46924400e-01	5.58422800e-01	1.52736224e-01
3.47922300e-01	1.00157610e+00	6.84656590e+00
3.48920200e-01	9.94392900e-01	6.86046899e+00
3.49918100e-01	8.33583800e-01	6.73758138e+00
3.50916000e-01	7.79374000e-01	6.73415679e+00
3.51913900e-01	6.35152600e-01	1.54884150e-01
3.52911800e-01	6.53726800e-01	1.54662134e-01
3.53909600e-01	6.53122900e-01	1.54719248e-01
3.54907500e-01	7.10692000e-01	1.56441405e-01
3.55905400e-01	6.83263500e-01	1.54210586e-01
3.56903300e-01	7.36955100e-01	1.57646323e-01
3.57901200e-01	8.16202600e-01	1.57184036e-01
3.58899100e-01	8.32370400e-01	1.59075660e-01
3.59897000e-01	7.22930300e-01	1.55271900e-01
3.60894800e-01	8.17967200e-01	1.57647885e-01
3.61892700e-01	7.73782900e-01	1.57891398e-01
3.62890600e-01	6.09077200e-01	1.49924953e-01
3.63888500e-01	7.08103200e-01	1.54259992e-01
3.64886400e-01	7.26944700e-01	1.53891763e-01
3.65884300e-01	8.79564800e-01	1.57869152e-01
3.66882200e-01	6.67163700e-01	6.61856487e+00
3.67880000e-01	9.01668300e-01	6.75970836e+00
3.68877900e-01	7.35480100e-01	1.55026527e-01
3.69875800e-01	8.46215500e-01	1.55629734e-01
3.70873700e-01	9.56787200e-01	1.59572291e-01
3.71871600e-01	8.27865700e-01	1.56453037e-01
3.72869500e-01	9.13310700e-01	1.56863408e-01
3.73867400e-01	9.40404200e-01	1.59676404e-01
3.74865200e-01	7.13538400e-01	1.52473719e-01
3.75863100e-01	5.72541300e-01	6.55268068e+00
3.76861000e-01	8.99619000e-01	6.79370730e+00
3.77858900e-01	6.84068800e-01	6.64052983e+00
3.78856800e-01	8.37732400e-01	1.56624314e-01
3.79854700e-01	8.49148800e-01	1.52983261e-01
3.80852500e-01	5.46524500e-01	6.52829285e+00
3.81850400e-01	7.58990000e-01	6.68929284e+00
3.82848300e-01	6.49158800e-01	1.49817746e-01
3.83846200e-01	9.72038300e-01	6.76801867e+00
3.84844100e-01	6.30989000e-01	6.61372319e+00
3.85842000e-01	6.56025800e-01	1.49817166e-01
3.86839900e-01	6.45708400e-01	1.48556634e-01
3.87837700e-01	8.09930200e-01	1.52862572e-01
3.88835600e-01	1.12428290e+00	1.58972388e-01
3.89833500e-01	8.80990700e-01	3.94714970e+00
3.90831400e-01	8.02171400e-01	3.95418031e+00
3.91829300e-01	7.94132300e-01	1.50468529e-01
3.92827200e-01	7.63077800e-01	1.51153131e-01
3.93825100e-01	8.53990000e-01	1.50826626e-01
3.94822900e-01	4.03589100e-01	1.41629385e-01
3.95820800e-01	6.17155500e-01	1.47046120e-01
3.96818700e-01	6.46176500e-01	1.46405013e-01
3.97816600e-01	6.58861800e-01	1.47379179e-01
3.98814500e-01	8.24740500e-01	6.74442542e+00
3.99812400e-01	7.57180600e-01	6.71689545e+00
4.00810300e-01	6.51861700e-01	1.45605175e-01
4.01808100e-01	6.63475400e-01	1.47887682e-01
4.02806000e-01	6.18173300e-01	1.46387849e-01
4.03803900e-01	4.92282800e-01	1.42754060e-01
4.04801800e-01	4.56471300e-01	1.42874282e-01
4.05799700e-01	4.51496700e-01	6.51274913e+00
4.06797600e-01	9.43504100e-01	6.89006087e+00
4.07795500e-01	7.50991600e-01	6.70121811e+00
4.08793300e-01	1.00516920e+00	6.91128225e+00
4.09791200e-01	7.45282700e-01	1.47868106e-01
4.10789100e-01	8.26856700e-01	1.48296178e-01
4.11787000e-01	5.92026200e-01	1.44374210e-01
4.12784900e-01	1.09754980e+00	1.53839211e-01
4.13782800e-01	7.31373300e-01	1.46149939e-01
4.14780700e-01	6.94320100e-01	1.47761395e-01
4.15778500e-01	8.68598200e-01	1.47296671e-01
4.16776400e-01	8.05556400e-01	1.48091310e-01
4.17774300e-01	1.18554130e+00	6.98225869e+00
4.18772200e-01	8.81746400e-01	6.78103783e+00
4.19770100e-01	7.17202400e-01	6.70806668e+00
4.20768000e-01	8.45382800e-01	1.47362586e-01
4.21765800e-01	8.01759000e-01	1.47311997e-01
4.22763700e-01	8.26549300e-01	1.46518143e-01
4.23761600e-01	8.80919000e-01	3.96073714e+00
4.24759500e-01	7.46125800e-01	3.95956613e+00
4.25757400e-01	9.66868300e-01	3.97618097e+00
4.26755300e-01	7.29468900e-01	6.73869026e+00
4.27753200e-01	7.49071100e-01	6.71545271e+00
4.28751000e-01	6.78410500e-01	6.67895740e+00
4.29748900e-01	7.36251700e-01	6.74043974e+00
4.30746800e-01	8.40442800e-01	6.75515601e+00
4.31744700e-01	7.76880400e-01	1.44860163e-01
4.32742600e-01	9.66230100e-01	1.48676360e-01
4.33740500e-01	6.75531100e-01	1.42329099e-01
4.34738400e-01	8.18742300e-01	1.43903823e-01
4.35736200e-01	5.40637700e-01	1.39846590e-01
4.36734100e-01	5.62642900e-01	1.39757983e-01
4.37732000e-01	7.02732100e-01	1.42994080e-01
4.38729900e-01	7.64504300e-01	1.43988289e-01
4.39727800e-01	7.86869700e-01	1.42410408e-01
4.40725700e-01	6.42046500e-01	1.41321732e-01
4.41723600e-01	8.61778700e-01	1.44016171e-01
4.42721400e-01	6.45121500e-01	1.41097803e-01
4.43719300e-01	8.57651400e-01	1.44504706e-01
4.44717200e-01	8.56658700e-01	1.44358363e-01
4.45715100e-01	7.05931300e-01	6.68521840e+00
4.46713000e-01	9.49026300e-01	6.86089760e+00
4.47710900e-01	7.41435200e-01	1.42264477e-01
4.48708800e-01	6.73877200e-01	1.39982155e-01
4.49706600e-01	6.29065900e-01	1.38383237e-01
4.50704500e-01	6.13002200e-01	1.40459805e-01
4.51702400e-01	5.78837900e-01	1.36479236e-01
4.52700300e-01	6.04917700e-01	1.40477640e-01
4.53698200e-01	6.73212200e-01	6.66843094e+00
4.54696100e-01	1.05748160e+00	6.93314429e+00
4.55694000e-01	5.75845200e-01	6.61448748e+00
4.56691800e-01	4.84560600e-01	1.35389839e-01
4.57689700e-01	6.07161400e-01	1.38405839e-01
4.58687600e-01	4.59536000e-01	1.33608640e-01
4.59685500e-01	7.17668700e-01	1.39635418e-01
4.60683400e-01	7.45233600e-01	1.39516367e-01
4.61681300e-01	5.22741000e-01	1.36095925e-01
4.62679100e-01	6.95655400e-01	1.39066088e-01
4.63677000e-01	8.77956200e-01	1.41726823e-01
4.64674900e-01	5.61424700e-01	1.36631938e-01
4.65672800e-01	6.10256200e-01	1.36545328e-01
4.66670700e-01	4.83672100e-01	1.34999796e-01
4.67668600e-01	7.65719400e-01	1.39390464e-01
4.68666500e-01	5.92810200e-01	1.36302284e-01
4.69664300e-01	8.46919700e-01	1.43222137e-01
4.70662200e-01	9.60241300e-01	6.93629966e+00
4.71660100e-01	7.04953700e-01	6.75528371e+00
4.72658000e-01	9.20464500e-01	1.46667301e-01
4.73655900e-01	7.30155800e-01	1.44143184e-01
4.74653800e-01	8.73067700e-01	4.02477094e+00
4.75651700e-01	5.89544100e-01	4.04982429e+00
4.76649500e-01	9.03354100e-01	4.00574746e+00
4.77647400e-01	6.02645500e-01	1.42400649e-01
4.78645300e-01	7.18257000e-01	1.45938334e-01
4.79643200e-01	6.16976100e-01	1.43865828e-01
4.80641100e-01	5.67194200e-01	1.43409634e-01
4.81639000e-01	7.14837500e-01	6.79363984e+00
4.82636900e-01	8.55420900e-01	6.86474788e+00
4.83634700e-01	5.69677100e-01	6.69019406e+00
4.84632600e-01	7.08874000e-01	6.76156934e+00
4.85630500e-01	6.34884800e-01	1.48952912e-01
4.86628400e-01	5.58838800e-01	1.45353412e-01
4.87626300e-01	7.00949100e-01	1.49636404e-01
4.88624200e-01	4.75578300e-01	1.48437339e-01
4.89622100e-01	5.42313200e-01	1.49027850e-01
4.90619900e-01	8.06785700e-01	1.57730541e-01
4.91617800e-01	8.67040900e-01	1.60113994e-01
4.92615700e-01	9.06373700e-01	1.61746687e-01
4.93613600e-01	7.98651800e-01	1.61830197e-01
4.94611500e-01	6.43206100e-01	1.56555964e-01
4.95609400e-01	9.91788200e-01	1.66555478e-01
4.96607300e-01	8.66582800e-01	1.63096214e-01
4.97605100e-01	7.34735900e-01	1.61439209e-01
4.98603000e-01	6.66108700e-01	1.60177716e-01
4.99600900e-01	7.84324500e-01	1.62208905e-01
5.00598800e-01	5.15264200e-01	1.58939928e-01
5.01596700e-01	9.32283300e-01	1.68771401e-01
5.02594600e-01	4.12537100e-01	1.56435787e-01
5.03592400e-01	6.79794900e-01	1.61533200e-01
5.04590300e-01	4.56104200e-01	1.59703939e-01
5.05588200e-01	5.22408600e-01	1.60769334e-01
5.06586100e-01	6.00025500e-01	1.63239561e-01
5.07584000e-01	4.14051100e-01	1.59535671e-01
5.08581900e-01	7.46667700e-01	6.88030742e+00
5.09579800e-01	6.08708300e-01	6.78977400e+00
5.10577600e-01	9.56103000e-01	7.01527534e+00
5.11575500e-01	6.53623800e-01	6.84671912e+00
5.12573400e-01	7.46060800e-01	6.90756873e+00
5.13571300e-01	4.71600700e-01	6.70862872e+00
5.14569200e-01	6.81274700e-01	6.81280488e+00
5.15567100e-01	8.31338300e-01	6.97825993e+00
5.16565000e-01	6.06224200e-01	6.77680403e+00
5.17562800e-01	1.06627210e+00	7.09573523e+00
5.18560700e-01	4.92766400e-01	6.77153659e+00
5.19558600e-01	9.25580600e-01	7.01126940e+00
5.20556500e-01	8.47136200e-01	6.93395303e+00
5.21554400e-01	9.17084000e-01	6.99702374e+00
5.22552300e-01	8.50994100e-01	6.98430735e+00
5.23550200e-01	7.16272500e-01	6.90684848e+00
5.24548000e-01	6.56667600e-01	6.87935629e+00
