q[A-1]	I(q)[sr-1]_nmA(Lyso_Lyso_4_frames_000_350_sub.dat_00001_[sub(Lyso_Lyso_4_frames_000_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])])	error
1.72294500e-01	2.36917400e+00	2.67695509e-01
1.73292400e-01	2.17545760e+00	2.59973392e-01
1.74290300e-01	2.58465360e+00	2.74658656e-01
1.75288200e-01	2.69510300e+00	2.72185960e-01
1.76286100e-01	2.49892720e+00	2.69398872e-01
1.77283900e-01	2.78362900e+00	2.74372512e-01
1.78281800e-01	2.07955350e+00	2.58430738e-01
1.79279700e-01	2.35271830e+00	2.63400063e-01
1.80277600e-01	2.31971600e+00	2.60189745e-01
1.81275500e-01	2.23695390e+00	2.58416170e-01
1.82273400e-01	2.37542150e+00	2.61066265e-01
1.83271200e-01	1.90437820e+00	7.46584824e+00
1.84269100e-01	2.10475180e+00	7.56284518e+00
1.85267000e-01	1.98445750e+00	7.50751538e+00
1.86264900e-01	1.87240380e+00	7.46484908e+00
1.87262800e-01	1.71303450e+00	2.38673175e-01
1.88260700e-01	1.85635650e+00	2.44241993e-01
1.89258600e-01	2.03104100e+00	2.50928321e-01
1.90256400e-01	1.93929420e+00	7.48633116e+00
1.91254300e-01	1.58003710e+00	7.23762900e+00
1.92252200e-01	1.76652500e+00	2.38550216e-01
1.93250100e-01	1.44034210e+00	2.28436508e-01
1.94248000e-01	1.84782540e+00	2.39957729e-01
1.95245900e-01	1.88928160e+00	2.38004778e-01
1.96243800e-01	1.41995730e+00	2.30982469e-01
1.97241600e-01	1.32755160e+00	2.24513620e-01
1.98239500e-01	1.52917660e+00	2.30147923e-01
1.99237400e-01	1.44056170e+00	2.26683754e-01
2.00235300e-01	1.62672170e+00	2.28756502e-01
2.01233200e-01	1.69235430e+00	2.32227743e-01
2.02231100e-01	1.61366070e+00	2.27161207e-01
2.03229000e-01	1.68370260e+00	2.30592602e-01
2.04226800e-01	1.33144590e+00	2.20166640e-01
2.05224700e-01	1.03784700e+00	2.10354212e-01
2.06222600e-01	1.74599740e+00	2.31365205e-01
2.07220500e-01	1.21355980e+00	2.14342405e-01
2.08218400e-01	1.18815710e+00	2.14900458e-01
2.09216300e-01	1.51578650e+00	2.23804952e-01
2.10214200e-01	1.25332680e+00	2.15902503e-01
2.11212000e-01	1.15895090e+00	2.12065690e-01
2.12209900e-01	1.47788260e+00	2.18877148e-01
2.13207800e-01	1.08993460e+00	2.09401315e-01
2.14205700e-01	1.47758160e+00	7.15858892e+00
2.15203600e-01	1.50690390e+00	7.16762559e+00
2.16201500e-01	1.02827630e+00	2.07348822e-01
2.17199400e-01	6.94612200e-01	6.73278865e+00
2.18197200e-01	9.56930100e-01	6.83957352e+00
2.19195100e-01	1.12071300e+00	6.97795954e+00
2.20193000e-01	9.23196900e-01	6.85060398e+00
2.21190900e-01	1.66594670e+00	2.22942400e-01
2.22188800e-01	8.11148900e-01	1.96960775e-01
2.23186700e-01	1.06631380e+00	2.04689478e-01
2.24184500e-01	1.08608750e+00	2.03753683e-01
2.25182400e-01	1.37483690e+00	2.12954988e-01
2.26180300e-01	1.08659980e+00	2.02764082e-01
2.27178200e-01	1.07119870e+00	2.02145786e-01
2.28176100e-01	1.05614170e+00	2.01805664e-01
2.29174000e-01	8.63550400e-01	1.94469875e-01
2.30171900e-01	9.89130200e-01	1.97915018e-01
2.31169700e-01	1.23672720e+00	2.04877594e-01
2.32167600e-01	1.35289390e+00	2.08526234e-01
2.33165500e-01	1.07574670e+00	2.00560092e-01
2.34163400e-01	1.24245530e+00	2.02868849e-01
2.35161300e-01	8.51374000e-01	1.94119793e-01
2.36159200e-01	8.04483400e-01	1.92153536e-01
2.37157100e-01	8.82799700e-01	1.93981426e-01
2.38154900e-01	1.00352240e+00	1.98077705e-01
2.39152800e-01	4.56103200e-01	1.78332496e-01
2.40150700e-01	9.94644500e-01	1.95363049e-01
2.41148600e-01	9.25822700e-01	1.93504099e-01
2.42146500e-01	7.54974200e-01	1.87735034e-01
2.43144400e-01	2.57120300e-01	1.73293091e-01
2.44142300e-01	1.03735320e+00	1.94423567e-01
2.45140100e-01	8.68013100e-01	1.92699434e-01
2.46138000e-01	8.56685300e-01	1.88818295e-01
2.47135900e-01	7.66494100e-01	1.87850870e-01
2.48133800e-01	7.48349000e-01	1.86138520e-01
2.49131700e-01	8.53310300e-01	1.86791482e-01
2.50129600e-01	9.40612000e-01	1.91698060e-01
2.51127500e-01	9.04685500e-01	1.89689629e-01
2.52125300e-01	9.73133500e-01	6.84285468e+00
2.53123200e-01	6.52943800e-01	6.60804357e+00
2.54121100e-01	1.23645810e+00	1.98062679e-01
2.55119000e-01	7.66790200e-01	1.85050007e-01
2.56116900e-01	6.10980900e-01	1.78550622e-01
2.57114800e-01	9.58135900e-01	1.88119851e-01
2.58112700e-01	8.38275900e-01	1.85834018e-01
2.59110500e-01	1.04464830e+00	1.88658066e-01
2.60108400e-01	1.20177230e+00	1.93567552e-01
2.61106300e-01	6.15427600e-01	3.94760606e+00
2.62104200e-01	4.70543600e-01	3.90658848e+00
2.63102100e-01	6.44911800e-01	3.98685561e+00
2.64100000e-01	9.57378100e-01	1.85176802e-01
2.65097800e-01	6.80843600e-01	1.77809026e-01
2.66095700e-01	6.43782800e-01	1.77850349e-01
2.67093600e-01	6.63860300e-01	1.78494643e-01
2.68091500e-01	3.79672300e-01	1.67800540e-01
2.69089400e-01	5.86359700e-01	1.78870211e-01
2.70087300e-01	7.66098000e-01	1.79330514e-01
2.71085200e-01	7.18667200e-01	6.63218770e+00
2.72083000e-01	7.51011400e-01	6.64680207e+00
2.73080900e-01	6.97171700e-01	6.58140645e+00
2.74078800e-01	6.36984900e-01	1.75145891e-01
2.75076700e-01	1.00862270e+00	6.81731193e+00
2.76074600e-01	8.50447500e-01	6.76705249e+00
2.77072500e-01	5.22137700e-01	1.71095800e-01
2.78070400e-01	5.77735900e-01	1.69902918e-01
2.79068200e-01	4.83950200e-01	1.69791427e-01
2.80066100e-01	7.30252000e-01	1.74872959e-01
2.81064000e-01	4.89894700e-01	1.67548213e-01
2.82061900e-01	9.01129900e-01	1.79863051e-01
2.83059800e-01	1.05383150e+00	1.80604240e-01
2.84057700e-01	1.08903870e+00	1.83804354e-01
2.85055600e-01	6.66552400e-01	3.97845569e+00
2.86053400e-01	8.26803500e-01	3.96152206e+00
2.87051300e-01	6.86490200e-01	6.64068714e+00
2.88049200e-01	8.58097000e-01	6.71092534e+00
2.89047100e-01	9.26802700e-01	6.79248550e+00
2.90045000e-01	6.79395300e-01	6.60385306e+00
2.91042900e-01	9.09696800e-01	6.75545601e+00
2.92040800e-01	8.67151700e-01	1.74570542e-01
2.93038600e-01	1.07909190e+00	1.79382509e-01
2.94036500e-01	9.03335400e-01	1.75069197e-01
2.95034400e-01	1.00520460e+00	1.76474955e-01
2.96032300e-01	6.79404900e-01	1.69499577e-01
2.97030200e-01	7.58438600e-01	1.71227396e-01
2.98028100e-01	7.82194400e-01	1.71447457e-01
2.99026000e-01	8.39666700e-01	1.73672660e-01
3.00023800e-01	8.39566500e-01	1.69881090e-01
3.01021700e-01	9.71123000e-01	1.77447700e-01
3.02019600e-01	8.02007300e-01	3.94466855e+00
3.03017500e-01	7.44469100e-01	3.92641602e+00
3.04015400e-01	9.41732500e-01	6.80527224e+00
3.05013300e-01	9.72218600e-01	6.81651642e+00
3.06011100e-01	9.16929500e-01	3.92210031e+00
3.07009000e-01	9.16052700e-01	6.79422533e+00
3.08006900e-01	4.95371000e-01	6.47674440e+00
3.09004800e-01	7.95662100e-01	3.92778243e+00
3.10002700e-01	8.08759100e-01	3.91787447e+00
3.11000600e-01	4.99780200e-01	3.95839731e+00
3.11998500e-01	6.74657600e-01	1.63825633e-01
3.12996300e-01	6.70257800e-01	1.65596949e-01
3.13994200e-01	8.30964200e-01	1.67986842e-01
3.14992100e-01	7.85263000e-01	1.66025924e-01
3.15990000e-01	6.32153800e-01	1.63828283e-01
3.16987900e-01	9.71827600e-01	6.79701303e+00
3.17985800e-01	8.26887100e-01	6.73051082e+00
3.18983700e-01	9.00878000e-01	1.68215162e-01
3.19981500e-01	5.54101900e-01	1.60193270e-01
3.20979400e-01	7.81855700e-01	1.67303383e-01
3.21977300e-01	8.27652100e-01	1.64664119e-01
3.22975200e-01	7.81379500e-01	1.66978399e-01
3.23973100e-01	6.47874900e-01	1.60020548e-01
3.24971000e-01	6.47035600e-01	1.61800850e-01
3.25968900e-01	9.63168300e-01	1.67483400e-01
3.26966700e-01	8.95291700e-01	1.66308713e-01
3.27964600e-01	7.05067400e-01	1.62728780e-01
3.28962500e-01	9.49222900e-01	1.66269150e-01
3.29960400e-01	7.76948000e-01	1.62913829e-01
3.30958300e-01	6.72102300e-01	1.61322959e-01
3.31956200e-01	9.65619600e-01	1.66646330e-01
3.32954100e-01	1.16396870e+00	1.71916267e-01
3.33951900e-01	7.45025900e-01	1.59153511e-01
3.34949800e-01	1.20962200e+00	1.73183281e-01
3.35947700e-01	8.04808000e-01	6.69041847e+00
3.36945600e-01	7.85473700e-01	6.64880195e+00
3.37943500e-01	6.99115900e-01	6.61042777e+00
3.38941400e-01	8.19806900e-01	6.69923477e+00
3.39939200e-01	1.03903630e+00	1.68251778e-01
3.40937100e-01	3.67332000e-01	1.50350682e-01
3.41935000e-01	1.14504250e+00	6.97233789e+00
3.42932900e-01	7.99641300e-01	6.69638564e+00
3.43930800e-01	8.03749300e-01	6.68682940e+00
3.44928700e-01	9.48451400e-01	1.65150661e-01
3.45926600e-01	4.90636300e-01	1.51595985e-01
3.46924400e-01	7.10301800e-01	1.56466367e-01
3.47922300e-01	8.86200100e-01	6.77064181e+00
3.48920200e-01	9.17803900e-01	6.81026649e+00
3.49918100e-01	9.71325800e-01	6.82856466e+00
3.50916000e-01	7.26796000e-01	6.69908333e+00
3.51913900e-01	7.85629600e-01	1.58496832e-01
3.52911800e-01	7.88814800e-01	1.57905775e-01
3.53909600e-01	9.54075900e-01	1.61871497e-01
3.54907500e-01	8.54611000e-01	1.59887588e-01
3.55905400e-01	9.40337500e-01	1.60215749e-01
3.56903300e-01	7.59583100e-01	1.58186764e-01
3.57901200e-01	8.38364600e-01	1.57703956e-01
3.58899100e-01	4.96337400e-01	1.50982738e-01
3.59897000e-01	6.71472300e-01	1.54049035e-01
3.60894800e-01	4.55388200e-01	1.48895674e-01
3.61892700e-01	6.02603900e-01	1.53804023e-01
3.62890600e-01	9.55391200e-01	1.58038263e-01
3.63888500e-01	8.24953200e-01	1.57001680e-01
3.64886400e-01	8.28525700e-01	1.56268187e-01
3.65884300e-01	5.79404800e-01	1.50748816e-01
3.66882200e-01	9.69049700e-01	6.81986582e+00
3.67880000e-01	1.00784030e+00	6.82971770e+00
3.68877900e-01	8.96805100e-01	1.58796127e-01
3.69875800e-01	6.47400500e-01	1.51026268e-01
3.70873700e-01	7.97547200e-01	1.55918925e-01
3.71871600e-01	7.12798700e-01	1.53785677e-01
3.72869500e-01	8.70673700e-01	1.55894668e-01
3.73867400e-01	5.19909200e-01	1.49826517e-01
3.74865200e-01	8.82611400e-01	1.56330765e-01
3.75863100e-01	8.15500300e-01	6.71675078e+00
3.76861000e-01	7.25147000e-01	6.67765229e+00
3.77858900e-01	7.97049800e-01	6.71632752e+00
3.78856800e-01	5.42872400e-01	1.49701818e-01
3.79854700e-01	9.94235800e-01	1.56225067e-01
3.80852500e-01	6.23773500e-01	6.58109642e+00
3.81850400e-01	9.32515000e-01	6.80452626e+00
3.82848300e-01	7.05339800e-01	1.51128753e-01
3.83846200e-01	8.88226300e-01	6.71230654e+00
3.84844100e-01	6.17214000e-01	6.60438457e+00
3.85842000e-01	8.71531800e-01	1.54736352e-01
3.86839900e-01	7.96541400e-01	1.51997290e-01
3.87837700e-01	8.44475200e-01	1.53641229e-01
3.88835600e-01	1.04886590e+00	1.57337775e-01
3.89833500e-01	6.34736700e-01	3.94693632e+00
3.90831400e-01	8.09149400e-01	3.95418647e+00
3.91829300e-01	8.00870300e-01	1.50619295e-01
3.92827200e-01	9.60995800e-01	1.55557059e-01
3.93825100e-01	7.73744000e-01	1.49037050e-01
3.94822900e-01	5.79028100e-01	1.45748751e-01
3.95820800e-01	9.65482500e-01	1.54924596e-01
3.96818700e-01	7.67269500e-01	1.49161211e-01
3.97816600e-01	9.21229800e-01	1.53250372e-01
3.98814500e-01	1.01910550e+00	6.87233231e+00
3.99812400e-01	8.65305600e-01	6.78863658e+00
4.00810300e-01	7.64037700e-01	1.48125199e-01
4.01808100e-01	7.90154400e-01	1.50716194e-01
4.02806000e-01	9.32942300e-01	1.53419234e-01
4.03803900e-01	8.67573800e-01	1.51161023e-01
4.04801800e-01	6.75353300e-01	1.47867723e-01
4.05799700e-01	7.31117700e-01	6.70235405e+00
4.06797600e-01	8.50988100e-01	6.82963422e+00
4.07795500e-01	7.44313600e-01	6.69675225e+00
4.08793300e-01	8.38634200e-01	6.80246391e+00
4.09791200e-01	8.57955700e-01	1.50372111e-01
4.10789100e-01	8.65315700e-01	1.49124979e-01
4.11787000e-01	7.43126200e-01	1.47771991e-01
4.12784900e-01	6.69605800e-01	1.44539604e-01
4.13782800e-01	9.43655300e-01	1.50749360e-01
4.14780700e-01	9.05320100e-01	1.52396497e-01
4.15778500e-01	9.38307200e-01	1.48788750e-01
4.16776400e-01	8.70302400e-01	1.49499959e-01
4.17774300e-01	8.99150300e-01	6.79600041e+00
4.18772200e-01	6.90682400e-01	6.65359898e+00
4.19770100e-01	8.33577400e-01	6.78535025e+00
4.20768000e-01	8.01209800e-01	1.46413681e-01
4.21765800e-01	7.43906000e-01	1.46044311e-01
4.22763700e-01	5.50250300e-01	1.40472602e-01
4.23761600e-01	5.71051000e-01	3.96048976e+00
4.24759500e-01	6.89291800e-01	3.95952081e+00
4.25757400e-01	8.15948300e-01	3.97606163e+00
4.26755300e-01	5.52150900e-01	6.61974564e+00
4.27753200e-01	6.80286100e-01	6.66940240e+00
4.28751000e-01	7.28930500e-01	6.71276135e+00
4.29748900e-01	8.04324700e-01	6.78553804e+00
4.30746800e-01	7.78600800e-01	6.71401288e+00
4.31744700e-01	5.52547400e-01	1.39951849e-01
4.32742600e-01	7.30580100e-01	1.43677831e-01
4.33740500e-01	6.75531100e-01	1.42329099e-01
4.34738400e-01	6.47826300e-01	1.40231942e-01
4.35736200e-01	6.21646700e-01	1.41639944e-01
4.36734100e-01	7.47403900e-01	1.43771230e-01
4.37732000e-01	7.15041100e-01	1.43258761e-01
4.38729900e-01	6.90803300e-01	1.42407706e-01
4.39727800e-01	9.90934700e-01	1.46647664e-01
4.40725700e-01	7.59061500e-01	1.43848896e-01
4.41723600e-01	5.03581700e-01	1.36390065e-01
4.42721400e-01	5.90109500e-01	1.39901180e-01
4.43719300e-01	7.91184400e-01	1.43108262e-01
4.44717200e-01	7.53380700e-01	1.42168601e-01
4.45715100e-01	5.18364300e-01	6.55830624e+00
4.46713000e-01	8.18815300e-01	6.77533103e+00
4.47710900e-01	8.74817200e-01	1.45078794e-01
4.48708800e-01	7.99245200e-01	1.42630378e-01
4.49706600e-01	6.52819900e-01	1.38892016e-01
4.50704500e-01	6.73672200e-01	1.41764032e-01
4.51702400e-01	8.82200900e-01	1.42815808e-01
4.52700300e-01	6.59116700e-01	1.41634672e-01
4.53698200e-01	4.39094200e-01	6.50922962e+00
4.54696100e-01	7.02595600e-01	6.69988052e+00
4.55694000e-01	5.58136200e-01	6.60248148e+00
4.56691800e-01	6.66835600e-01	1.39291633e-01
4.57689700e-01	6.19014400e-01	1.38659458e-01
4.58687600e-01	7.84121000e-01	1.40472860e-01
4.59685500e-01	5.82609700e-01	1.36766148e-01
4.60683400e-01	6.93336600e-01	1.38439697e-01
4.61681300e-01	8.88491000e-01	1.43804557e-01
4.62679100e-01	7.48160400e-01	1.40163037e-01
4.63677000e-01	7.05852200e-01	1.38199796e-01
4.64674900e-01	4.04011700e-01	1.33231177e-01
4.65672800e-01	6.96308200e-01	1.38341235e-01
4.66670700e-01	5.93586100e-01	1.37334619e-01
4.67668600e-01	8.16859400e-01	1.40428953e-01
4.68666500e-01	5.69863200e-01	1.35818547e-01
4.69664300e-01	8.64444700e-01	1.43579110e-01
4.70662200e-01	7.24731300e-01	6.78246865e+00
4.71660100e-01	5.65696700e-01	6.66228091e+00
4.72658000e-01	8.60283500e-01	1.45427474e-01
4.73655900e-01	7.42472800e-01	1.44406126e-01
4.74653800e-01	8.23764700e-01	4.02473319e+00
4.75651700e-01	8.22613100e-01	4.05000078e+00
4.76649500e-01	8.52222100e-01	4.00570667e+00
4.77647400e-01	7.46872500e-01	1.45541665e-01
4.78645300e-01	6.16573000e-01	1.43707235e-01
4.79643200e-01	7.87840100e-01	1.47575940e-01
4.80641100e-01	7.14514200e-01	1.46662744e-01
4.81639000e-01	6.56354500e-01	6.75496057e+00
4.82636900e-01	9.51429900e-01	6.92712751e+00
4.83634700e-01	5.63170100e-01	6.68583481e+00
4.84632600e-01	8.12319000e-01	6.82977179e+00
4.85630500e-01	5.08487800e-01	1.46103110e-01
4.86628400e-01	7.40917800e-01	1.49370845e-01
4.87626300e-01	6.35302100e-01	1.48189410e-01
4.88624200e-01	6.51007300e-01	1.52527604e-01
4.89622100e-01	8.90986200e-01	1.56973747e-01
4.90619900e-01	7.49205700e-01	1.56411264e-01
4.91617800e-01	6.81544900e-01	1.55926503e-01
4.92615700e-01	4.33600700e-01	1.50742557e-01
4.93613600e-01	9.63897800e-01	1.65620708e-01
4.94611500e-01	7.09310100e-01	1.58099086e-01
4.95609400e-01	7.35762200e-01	1.60663648e-01
4.96607300e-01	7.24107800e-01	1.59787390e-01
4.97605100e-01	7.34735900e-01	1.61439209e-01
4.98603000e-01	7.27118700e-01	1.61623574e-01
4.99600900e-01	9.36203500e-01	1.65726000e-01
5.00598800e-01	7.90378200e-01	1.65603138e-01
5.01596700e-01	8.14583300e-01	1.66012806e-01
5.02594600e-01	6.25703100e-01	1.61725382e-01
5.03592400e-01	8.49596900e-01	1.65540101e-01
5.04590300e-01	4.80214200e-01	1.60309444e-01
5.05588200e-01	9.71656600e-01	1.71612226e-01
5.06586100e-01	7.68493500e-01	1.67327903e-01
5.07584000e-01	6.10096100e-01	1.64478133e-01
5.08581900e-01	4.69049700e-01	6.69708401e+00
5.09579800e-01	7.55607300e-01	6.88602760e+00
5.10577600e-01	8.23130000e-01	6.92982964e+00
5.11575500e-01	5.56304800e-01	6.78273541e+00
5.12573400e-01	4.16616800e-01	6.69047120e+00
5.13571300e-01	6.93221700e-01	6.85504296e+00
5.14569200e-01	1.20276770e+00	7.14754169e+00
5.15567100e-01	5.06259300e-01	6.76632216e+00
5.16565000e-01	6.49864200e-01	6.80559582e+00
5.17562800e-01	6.41278100e-01	6.82210691e+00
5.18560700e-01	6.49225400e-01	6.87427979e+00
5.19558600e-01	9.04513600e-01	6.99779336e+00
5.20556500e-01	8.47136200e-01	6.93395303e+00
5.21554400e-01	9.24258000e-01	7.00161627e+00
5.22552300e-01	1.02200410e+00	7.09316119e+00
5.23550200e-01	6.66997500e-01	6.87481049e+00
5.24548000e-01	6.77653600e-01	6.89300996e+00
