q[A-1]	I(q)[sr-1]_nmA(Lyso_Lyso_4_frames_025_350_sub.dat_00001_[sub(Lyso_Lyso_4_frames_025_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])])	error
1.72294500e-01	2.62932900e+00	2.74628615e-01
1.73292400e-01	2.55949460e+00	2.70274992e-01
1.74290300e-01	2.36785760e+00	2.68894060e-01
1.75288200e-01	2.20658200e+00	2.59357849e-01
1.76286100e-01	2.34121520e+00	2.65169009e-01
1.77283900e-01	2.46210000e+00	2.66055416e-01
1.78281800e-01	2.72868750e+00	2.75584421e-01
1.79279700e-01	2.23946930e+00	2.60339099e-01
1.80277600e-01	2.44340900e+00	2.63436322e-01
1.81275500e-01	2.41617090e+00	2.63153143e-01
1.82273400e-01	1.88441450e+00	2.47908672e-01
1.83271200e-01	2.20860520e+00	7.64624239e+00
1.84269100e-01	2.11855880e+00	7.57102072e+00
1.85267000e-01	1.99803450e+00	7.51561378e+00
1.86264900e-01	2.30490480e+00	7.72007444e+00
1.87262800e-01	1.88638450e+00	2.43467533e-01
1.88260700e-01	2.63323350e+00	2.64688460e-01
1.89258600e-01	2.24761800e+00	2.56703335e-01
1.90256400e-01	1.55137720e+00	7.25045399e+00
1.91254300e-01	1.84515210e+00	7.39992735e+00
1.92252200e-01	1.83183700e+00	2.40331841e-01
1.93250100e-01	1.80449910e+00	2.38577690e-01
1.94248000e-01	1.48100540e+00	2.29726217e-01
1.95245900e-01	2.00319160e+00	2.41014445e-01
1.96243800e-01	1.36770730e+00	2.29500270e-01
1.97241600e-01	1.81399860e+00	2.37977910e-01
1.98239500e-01	1.31030460e+00	2.23942178e-01
1.99237400e-01	1.46620070e+00	2.27407592e-01
2.00235300e-01	1.19051770e+00	2.16548273e-01
2.01233200e-01	1.47658230e+00	2.26254414e-01
2.02231100e-01	1.50272870e+00	2.24131365e-01
2.03229000e-01	1.72140560e+00	2.31617853e-01
2.04226800e-01	1.31901790e+00	2.19815500e-01
2.05224700e-01	1.61557200e+00	2.26606091e-01
2.06222600e-01	1.27174440e+00	2.18199500e-01
2.07220500e-01	1.22573480e+00	2.14687916e-01
2.08218400e-01	1.34686410e+00	2.19362167e-01
2.09216300e-01	1.55241150e+00	2.24801641e-01
2.10214200e-01	1.19228580e+00	2.14169741e-01
2.11212000e-01	7.46677900e-01	1.99931877e-01
2.12209900e-01	1.01561460e+00	2.05980388e-01
2.13207800e-01	1.27011260e+00	2.14506933e-01
2.14205700e-01	1.16485360e+00	6.96010548e+00
2.15203600e-01	1.22392890e+00	6.98850208e+00
2.16201500e-01	1.32817130e+00	2.15849478e-01
2.17199400e-01	1.05490720e+00	6.96842871e+00
2.18197200e-01	7.92078100e-01	6.73071699e+00
2.19195100e-01	1.16775200e+00	7.00809747e+00
2.20193000e-01	1.21003690e+00	7.03570254e+00
2.21190900e-01	1.14157770e+00	2.08789464e-01
2.22188800e-01	1.01609990e+00	2.02798260e-01
2.23186700e-01	1.13550980e+00	2.06629694e-01
2.24184500e-01	9.15295500e-01	1.98924341e-01
2.25182400e-01	7.16627900e-01	1.94291417e-01
2.26180300e-01	1.01836980e+00	2.00841713e-01
2.27178200e-01	9.13990700e-01	1.97731095e-01
2.28176100e-01	7.82874700e-01	1.93943515e-01
2.29174000e-01	7.74938400e-01	1.91929701e-01
2.30171900e-01	1.38986520e+00	2.08880643e-01
2.31169700e-01	9.37292200e-01	1.96606333e-01
2.32167600e-01	1.01811690e+00	1.99367368e-01
2.33165500e-01	9.64844700e-01	1.97470099e-01
2.34163400e-01	1.09112530e+00	1.98796377e-01
2.35161300e-01	7.63198000e-01	1.91600132e-01
2.36159200e-01	1.12177940e+00	2.00984044e-01
2.37157100e-01	8.17151700e-01	1.92121139e-01
2.38154900e-01	1.08039240e+00	2.00197282e-01
2.39152800e-01	9.92493200e-01	1.93504428e-01
2.40150700e-01	1.18991750e+00	2.00711641e-01
2.41148600e-01	6.67955700e-01	1.86207430e-01
2.42146500e-01	6.59533200e-01	1.85019798e-01
2.43144400e-01	6.30046300e-01	1.84401811e-01
2.44142300e-01	8.79776200e-01	1.90118802e-01
2.45140100e-01	6.85357100e-01	1.87538050e-01
2.46138000e-01	7.21544300e-01	1.85060823e-01
2.47135900e-01	6.60574100e-01	1.84840544e-01
2.48133800e-01	6.43543000e-01	1.83164185e-01
2.49131700e-01	1.03764830e+00	1.91778179e-01
2.50129600e-01	8.25863000e-01	1.88549997e-01
2.51127500e-01	6.47779500e-01	1.82598270e-01
2.52125300e-01	9.42019500e-01	6.82245209e+00
2.53123200e-01	1.05933280e+00	6.87806924e+00
2.54121100e-01	9.27817100e-01	1.89877634e-01
2.55119000e-01	1.09487720e+00	1.93925977e-01
2.56116900e-01	9.59846900e-01	1.88036415e-01
2.57114800e-01	8.35802900e-01	1.84775509e-01
2.58112700e-01	6.26601900e-01	1.80001836e-01
2.59110500e-01	9.94699300e-01	1.87330969e-01
2.60108400e-01	9.19857300e-01	1.86091181e-01
2.61106300e-01	6.64771600e-01	3.94766774e+00
2.62104200e-01	6.59928600e-01	3.90683007e+00
2.63102100e-01	4.64692800e-01	3.98662931e+00
2.64100000e-01	8.98231100e-01	1.83595615e-01
2.65097800e-01	6.41627600e-01	1.76724524e-01
2.66095700e-01	7.61046800e-01	1.81043246e-01
2.67093600e-01	9.28280300e-01	1.85606823e-01
2.68091500e-01	8.01360300e-01	1.79439176e-01
2.69089400e-01	6.15516700e-01	1.79660571e-01
2.70087300e-01	7.46765000e-01	1.78808709e-01
2.71085200e-01	8.05386200e-01	6.69051463e+00
2.72083000e-01	6.72921400e-01	6.59395302e+00
2.73080900e-01	9.70139700e-01	6.76468385e+00
2.74078800e-01	6.75401900e-01	1.76196096e-01
2.75076700e-01	1.06569770e+00	6.85471996e+00
2.76074600e-01	1.01987550e+00	6.87831602e+00
2.77072500e-01	9.62052700e-01	1.82977696e-01
2.78070400e-01	9.38018900e-01	1.79430493e-01
2.79068200e-01	9.84399200e-01	1.83179108e-01
2.80066100e-01	8.33359000e-01	1.77614735e-01
2.81064000e-01	1.12797670e+00	1.84317901e-01
2.82061900e-01	7.40438900e-01	1.75589809e-01
2.83059800e-01	9.90021500e-01	1.78986599e-01
2.84057700e-01	5.46522700e-01	1.69438797e-01
2.85055600e-01	9.40585400e-01	3.97877026e+00
2.86053400e-01	9.35750500e-01	3.96164690e+00
2.87051300e-01	4.46302200e-01	6.47660662e+00
2.88049200e-01	8.49137000e-01	6.70494072e+00
2.89047100e-01	8.99088700e-01	6.77417966e+00
2.90045000e-01	8.75945300e-01	6.73588364e+00
2.91042900e-01	1.14503280e+00	6.90977620e+00
2.92040800e-01	5.98325700e-01	1.67528990e-01
2.93038600e-01	9.53261900e-01	1.76202012e-01
2.94036500e-01	3.48316400e-01	1.60252103e-01
2.95034400e-01	6.02665600e-01	1.66195249e-01
2.96032300e-01	9.21833900e-01	1.75803422e-01
2.97030200e-01	7.31821600e-01	1.70536460e-01
2.98028100e-01	9.23728400e-01	1.75060623e-01
2.99026000e-01	8.84292700e-01	1.74815576e-01
3.00023800e-01	8.65316500e-01	1.70530393e-01
3.01021700e-01	7.04166000e-01	1.70622816e-01
3.02019600e-01	7.93390300e-01	3.94465914e+00
3.03017500e-01	7.18420100e-01	3.92638722e+00
3.04015400e-01	6.17634500e-01	6.58843894e+00
3.05013300e-01	8.03622600e-01	6.70478427e+00
3.06011100e-01	1.17295450e+00	3.92238844e+00
3.07009000e-01	8.48929700e-01	6.74981627e+00
3.08006900e-01	7.71356000e-01	6.66492943e+00
3.09004800e-01	6.75035100e-01	3.92765012e+00
3.10002700e-01	1.02876210e+00	3.91811204e+00
3.11000600e-01	9.28120200e-01	3.95886080e+00
3.11998500e-01	6.58047600e-01	1.63404098e-01
3.12996300e-01	9.49491800e-01	1.72583673e-01
3.13994200e-01	7.13499200e-01	1.65027251e-01
3.14992100e-01	8.60635000e-01	1.67916094e-01
3.15990000e-01	9.29433800e-01	1.71361362e-01
3.16987900e-01	1.02097360e+00	6.82933205e+00
3.17985800e-01	8.94262100e-01	6.77521310e+00
3.18983700e-01	9.09145000e-01	1.68418136e-01
3.19981500e-01	8.33103900e-01	1.67186610e-01
3.20979400e-01	8.73293700e-01	1.69559771e-01
3.21977300e-01	9.24265100e-01	1.67009320e-01
3.22975200e-01	9.31842500e-01	1.70702920e-01
3.23973100e-01	9.88161900e-01	1.68414969e-01
3.24971000e-01	1.08773460e+00	1.72557532e-01
3.25968900e-01	7.85083300e-01	1.63123051e-01
3.26966700e-01	6.05972700e-01	1.59164787e-01
3.27964600e-01	9.34623400e-01	1.68412141e-01
3.28962500e-01	8.77662900e-01	1.64549278e-01
3.29960400e-01	8.25039000e-01	1.64092582e-01
3.30958300e-01	7.92436300e-01	1.64287649e-01
3.31956200e-01	1.01349560e+00	1.67788551e-01
3.32954100e-01	6.74609700e-01	1.60092009e-01
3.33951900e-01	8.30737900e-01	1.61238166e-01
3.34949800e-01	8.26269000e-01	1.64106062e-01
3.35947700e-01	7.88962000e-01	6.67979832e+00
3.36945600e-01	8.86244700e-01	6.71636561e+00
3.37943500e-01	8.27587900e-01	6.69693738e+00
3.38941400e-01	8.96264900e-01	6.75017625e+00
3.39939200e-01	6.84696300e-01	1.59745184e-01
3.40937100e-01	1.14857700e+00	1.69436623e-01
3.41935000e-01	8.02787500e-01	6.74882133e+00
3.42932900e-01	6.52868300e-01	6.59745130e+00
3.43930800e-01	1.07458730e+00	6.86590442e+00
3.44928700e-01	8.55512400e-01	1.62956835e-01
3.45926600e-01	9.21666300e-01	1.61990013e-01
3.46924400e-01	1.39375880e+00	1.72255166e-01
3.47922300e-01	1.27078710e+00	7.02052962e+00
3.48920200e-01	6.11448900e-01	6.60564372e+00
3.49918100e-01	7.41755800e-01	6.67623756e+00
3.50916000e-01	9.14576000e-01	6.82351812e+00
3.51913900e-01	7.40486600e-01	1.57421792e-01
3.52911800e-01	6.61231800e-01	1.54844182e-01
3.53909600e-01	1.07445690e+00	1.64645409e-01
3.54907500e-01	5.66773000e-01	1.52917510e-01
3.55905400e-01	8.88922500e-01	1.59032846e-01
3.56903300e-01	1.15181010e+00	1.67276799e-01
3.57901200e-01	8.23589600e-01	1.57357538e-01
3.58899100e-01	8.99577400e-01	1.60645331e-01
3.59897000e-01	8.33195300e-01	1.57860513e-01
3.60894800e-01	5.73781200e-01	1.51809026e-01
3.61892700e-01	7.36569900e-01	1.57011864e-01
3.62890600e-01	8.76027200e-01	1.56216247e-01
3.63888500e-01	9.05287200e-01	1.58859094e-01
3.64886400e-01	6.97921700e-01	1.53206049e-01
3.65884300e-01	8.86885800e-01	1.58038797e-01
3.66882200e-01	7.70246700e-01	6.68798274e+00
3.67880000e-01	9.15824300e-01	6.76908436e+00
3.68877900e-01	7.94144100e-01	1.56407822e-01
3.69875800e-01	8.88818500e-01	1.56598628e-01
3.70873700e-01	6.23830200e-01	1.51833107e-01
3.71871600e-01	6.91223700e-01	1.53280330e-01
3.72869500e-01	6.43275700e-01	1.50622804e-01
3.73867400e-01	9.83903200e-01	1.60660889e-01
3.74865200e-01	6.92404400e-01	1.51984761e-01
3.75863100e-01	7.72625300e-01	6.68808958e+00
3.76861000e-01	9.20556000e-01	6.80750105e+00
3.77858900e-01	9.10031800e-01	6.79127920e+00
3.78856800e-01	9.38416400e-01	1.58919056e-01
3.79854700e-01	9.25146800e-01	1.54689855e-01
3.80852500e-01	9.74904500e-01	6.81595725e+00
3.81850400e-01	7.10402000e-01	6.65667004e+00
3.82848300e-01	8.31746800e-01	1.54037728e-01
3.83846200e-01	8.18383300e-01	6.66552325e+00
3.84844100e-01	9.75373000e-01	6.84304906e+00
3.85842000e-01	8.08965800e-01	1.53324468e-01
3.86839900e-01	9.40519400e-01	1.55210535e-01
3.87837700e-01	7.13205200e-01	1.50660820e-01
3.88835600e-01	7.81478900e-01	1.51400004e-01
3.89833500e-01	9.35712700e-01	3.94719711e+00
3.90831400e-01	9.69664400e-01	3.95432811e+00
3.91829300e-01	8.27820300e-01	1.51220896e-01
3.92827200e-01	5.85634800e-01	1.47092790e-01
3.93825100e-01	9.07488000e-01	1.52008016e-01
3.94822900e-01	1.21330710e+00	1.59757853e-01
3.95820800e-01	9.85972500e-01	1.55375560e-01
3.96818700e-01	9.75818500e-01	1.53792264e-01
3.97816600e-01	9.54866800e-01	1.53986856e-01
3.98814500e-01	1.06602050e+00	6.90285096e+00
3.99812400e-01	8.45031600e-01	6.77524299e+00
4.00810300e-01	5.26488700e-01	1.42736099e-01
4.01808100e-01	5.23462400e-01	1.44697046e-01
4.02806000e-01	6.18173300e-01	1.46387849e-01
4.03803900e-01	6.43715800e-01	1.46204470e-01
4.04801800e-01	6.88618300e-01	1.48164901e-01
4.05799700e-01	8.74179700e-01	6.79731577e+00
4.06797600e-01	7.45255100e-01	6.75991435e+00
4.07795500e-01	7.57668600e-01	6.70568153e+00
4.08793300e-01	9.41117200e-01	6.86963351e+00
4.09791200e-01	8.44700700e-01	1.50079696e-01
4.10789100e-01	7.49939700e-01	1.46624449e-01
4.11787000e-01	9.33643200e-01	1.51947910e-01
4.12784900e-01	8.83577800e-01	1.49261894e-01
4.13782800e-01	8.40731300e-01	1.48537076e-01
4.14780700e-01	9.64663100e-01	1.53674956e-01
4.15778500e-01	5.39060200e-01	1.40028351e-01
4.16776400e-01	7.01962400e-01	1.45809101e-01
4.17774300e-01	1.00097830e+00	6.86280487e+00
4.18772200e-01	7.67108400e-01	6.70486513e+00
4.19770100e-01	7.30132400e-01	6.71669741e+00
4.20768000e-01	1.03469780e+00	1.51361792e-01
4.21765800e-01	9.68892000e-01	1.50914469e-01
4.22763700e-01	9.01904300e-01	1.48124207e-01
4.23761600e-01	7.16499000e-01	3.96060588e+00
4.24759500e-01	9.92407800e-01	3.95976252e+00
4.25757400e-01	7.84506300e-01	3.97603677e+00
4.26755300e-01	7.04137900e-01	6.72182745e+00
4.27753200e-01	7.99097100e-01	6.74874684e+00
4.28751000e-01	6.97355500e-01	6.69165342e+00
4.29748900e-01	8.10512700e-01	6.78962269e+00
4.30746800e-01	7.16758800e-01	6.67261691e+00
4.31744700e-01	5.83704400e-01	1.40643843e-01
4.32742600e-01	6.49963100e-01	1.41927398e-01
4.33740500e-01	7.99215100e-01	1.44991170e-01
4.34738400e-01	7.45492300e-01	1.42341759e-01
4.35736200e-01	8.64674700e-01	1.46888778e-01
4.36734100e-01	5.56484900e-01	1.39622185e-01
4.37732000e-01	8.13512100e-01	1.45358587e-01
4.38729900e-01	9.24191300e-01	1.47354645e-01
4.39727800e-01	9.00905700e-01	1.44793588e-01
4.40725700e-01	4.57286500e-01	1.37236908e-01
4.41723600e-01	5.75221700e-01	1.37949089e-01
4.42721400e-01	8.52945500e-01	1.45529729e-01
4.43719300e-01	8.27439400e-01	1.43871632e-01
4.44717200e-01	9.66011700e-01	1.46641327e-01
4.45715100e-01	6.15173300e-01	6.62411337e+00
4.46713000e-01	7.35954300e-01	6.72031255e+00
4.47710900e-01	6.80806200e-01	1.40966606e-01
4.48708800e-01	5.24628200e-01	1.36762513e-01
4.49706600e-01	6.82510900e-01	1.39525288e-01
4.50704500e-01	7.88944200e-01	1.44209508e-01
4.51702400e-01	9.17204900e-01	1.43528987e-01
4.52700300e-01	7.97624700e-01	1.44549221e-01
4.53698200e-01	6.67359200e-01	6.66449734e+00
4.54696100e-01	7.32169600e-01	6.71962848e+00
4.55694000e-01	7.94259200e-01	6.76081586e+00
4.56691800e-01	7.43273600e-01	1.40895722e-01
4.57689700e-01	7.37544400e-01	1.41169761e-01
4.58687600e-01	9.34822000e-01	1.43548281e-01
4.59685500e-01	8.23366700e-01	1.41840520e-01
4.60683400e-01	9.06690600e-01	1.42813894e-01
4.61681300e-01	6.93818000e-01	1.39754549e-01
4.62679100e-01	9.69849400e-01	1.44703172e-01
4.63677000e-01	8.49272200e-01	1.41145092e-01
4.64674900e-01	8.29609700e-01	1.42238617e-01
4.65672800e-01	7.70886200e-01	1.39878954e-01
4.66670700e-01	7.09285100e-01	1.39750167e-01
4.67668600e-01	5.78205400e-01	1.35514594e-01
4.68666500e-01	6.55915200e-01	1.37623882e-01
4.69664300e-01	8.06029700e-01	1.42385789e-01
4.70662200e-01	8.16637300e-01	6.84291157e+00
4.71660100e-01	7.83663700e-01	6.80728799e+00
4.72658000e-01	6.91778500e-01	1.41898095e-01
4.73655900e-01	7.23996800e-01	1.44011567e-01
4.74653800e-01	8.48416700e-01	4.02475207e+00
4.75651700e-01	6.63145100e-01	4.04988003e+00
4.76649500e-01	8.26656100e-01	4.00568627e+00
4.77647400e-01	9.41265500e-01	1.49670789e-01
4.78645300e-01	6.29284000e-01	1.43988045e-01
4.79643200e-01	7.49870100e-01	1.46759569e-01
4.80641100e-01	8.36213200e-01	1.49296511e-01
4.81639000e-01	8.18806500e-01	6.86186567e+00
4.82636900e-01	6.50600900e-01	6.72973963e+00
4.83634700e-01	7.90933100e-01	6.83676438e+00
4.84632600e-01	6.44222000e-01	6.71859234e+00
4.85630500e-01	6.14926800e-01	1.48506586e-01
4.86628400e-01	5.39330800e-01	1.44916426e-01
4.87626300e-01	6.28737100e-01	1.48043873e-01
4.88624200e-01	7.70298300e-01	1.55247338e-01
4.89622100e-01	8.21251200e-01	1.55417046e-01
4.90619900e-01	7.13217700e-01	1.55581018e-01
4.91617800e-01	6.53006900e-01	1.55272184e-01
4.92615700e-01	7.09990700e-01	1.57269249e-01
4.93613600e-01	1.01647680e+00	1.66808742e-01
4.94611500e-01	7.90105100e-01	1.59964912e-01
4.95609400e-01	7.35762200e-01	1.60663648e-01
4.96607300e-01	3.11682800e-01	1.49797711e-01
4.97605100e-01	7.80492900e-01	1.62516479e-01
4.98603000e-01	9.78785700e-01	1.67455899e-01
4.99600900e-01	6.78008500e-01	1.59700913e-01
5.00598800e-01	5.86007200e-01	1.60679720e-01
5.01596700e-01	8.45970300e-01	1.66752850e-01
5.02594600e-01	9.57295100e-01	1.69626163e-01
5.03592400e-01	6.95231900e-01	1.61901544e-01
5.04590300e-01	7.77570200e-01	1.67597339e-01
5.05588200e-01	7.55054600e-01	1.66472657e-01
5.06586100e-01	6.80248500e-01	1.65199033e-01
5.07584000e-01	7.57129100e-01	1.68089559e-01
5.08581900e-01	6.92685700e-01	6.84506427e+00
5.09579800e-01	6.08708300e-01	6.78977400e+00
5.10577600e-01	4.75924000e-01	6.70158657e+00
5.11575500e-01	6.01220800e-01	6.81234120e+00
5.12573400e-01	6.50887800e-01	6.84555924e+00
5.13571300e-01	7.00608700e-01	6.85986983e+00
5.14569200e-01	4.68269700e-01	6.67125213e+00
5.15567100e-01	7.11200300e-01	6.90069335e+00
5.16565000e-01	8.02606200e-01	6.90542073e+00
5.17562800e-01	8.28563100e-01	6.94401823e+00
5.18560700e-01	8.27021400e-01	6.98920036e+00
5.19558600e-01	8.41309600e-01	6.95720827e+00
5.20556500e-01	7.05574200e-01	6.84186985e+00
5.21554400e-01	8.16642000e-01	6.93240890e+00
5.22552300e-01	7.27868100e-01	6.90486927e+00
5.23550200e-01	7.16272500e-01	6.90684848e+00
5.24548000e-01	1.01342460e+00	7.10790995e+00
