q[A-1]	I(q)[sr-1]_nmA(Lyso_Lyso_4_frames_020_350_sub.dat_00001_[sub(Lyso_Lyso_4_frames_020_350.dat_00001_[</fileinfo>]-Lyso_Buffer_2_000_350_mult.dat_00001_[mult(Lyso_Buffer_2_000_350.dat_00001_[</fileinfo>]*0.7000)])])	error
1.72294500e-01	2.99065500e+00	2.83977322e-01
1.73292400e-01	2.36036460e+00	2.64983378e-01
1.74290300e-01	2.61355960e+00	2.75418182e-01
1.75288200e-01	2.90446900e+00	2.77502190e-01
1.76286100e-01	2.64230120e+00	2.73187398e-01
1.77283900e-01	2.57393600e+00	2.68977440e-01
1.78281800e-01	2.64401750e+00	2.73408088e-01
1.79279700e-01	2.11206330e+00	2.56851777e-01
1.80277600e-01	2.09981700e+00	2.54315647e-01
1.81275500e-01	2.55403090e+00	2.66739831e-01
1.82273400e-01	2.34814350e+00	2.60352780e-01
1.83271200e-01	2.59580420e+00	7.86985792e+00
1.84269100e-01	1.89764380e+00	7.43913668e+00
1.85267000e-01	2.03876550e+00	7.53985719e+00
1.86264900e-01	2.18326380e+00	7.64915346e+00
1.87262800e-01	2.32642750e+00	2.55233760e-01
1.88260700e-01	2.31176750e+00	2.56425704e-01
1.89258600e-01	1.76032000e+00	2.43516948e-01
1.90256400e-01	1.91343320e+00	7.47083802e+00
1.91254300e-01	1.64631610e+00	7.27854303e+00
1.92252200e-01	2.11921200e+00	2.48018553e-01
1.93250100e-01	1.28427410e+00	2.23949734e-01
1.94248000e-01	1.80852340e+00	2.38882432e-01
1.95245900e-01	1.45895760e+00	2.26273711e-01
1.96243800e-01	1.23708230e+00	2.25752315e-01
1.97241600e-01	1.54517260e+00	2.30634317e-01
1.98239500e-01	1.92829660e+00	2.41053221e-01
1.99237400e-01	1.68413370e+00	2.33469511e-01
2.00235300e-01	1.77627770e+00	2.32794841e-01
2.01233200e-01	1.52735230e+00	2.27673995e-01
2.02231100e-01	1.92180670e+00	2.35372772e-01
2.03229000e-01	1.57059160e+00	2.27489331e-01
2.04226800e-01	1.56758590e+00	2.26733721e-01
2.05224700e-01	1.73849200e+00	2.29915717e-01
2.06222600e-01	1.52135140e+00	2.25224758e-01
2.07220500e-01	1.62751280e+00	2.25793236e-01
2.08218400e-01	1.16374010e+00	2.14205843e-01
2.09216300e-01	1.32045350e+00	2.18412390e-01
2.10214200e-01	1.49749280e+00	2.22698738e-01
2.11212000e-01	1.59547590e+00	2.24198562e-01
2.12209900e-01	1.48973560e+00	2.19197817e-01
2.13207800e-01	1.66650560e+00	2.25332307e-01
2.14205700e-01	1.28513360e+00	7.03710728e+00
2.15203600e-01	1.17676590e+00	6.95819931e+00
2.16201500e-01	1.32817130e+00	2.15849478e-01
2.17199400e-01	9.50305200e-01	6.90084606e+00
2.18197200e-01	1.16888210e+00	6.97703687e+00
2.19195100e-01	1.10895300e+00	6.97040490e+00
2.20193000e-01	1.21003690e+00	7.03570254e+00
2.21190900e-01	1.10661970e+00	2.07811654e-01
2.22188800e-01	1.24382190e+00	2.09093295e-01
2.23186700e-01	1.27390180e+00	2.10456301e-01
2.24184500e-01	1.48460150e+00	2.14599849e-01
2.25182400e-01	1.14388590e+00	2.06598438e-01
2.26180300e-01	1.35951980e+00	2.10277952e-01
2.27178200e-01	1.11611570e+00	2.03389510e-01
2.28176100e-01	1.24970570e+00	2.07194338e-01
2.29174000e-01	1.05185040e+00	1.99760420e-01
2.30171900e-01	8.22157200e-01	1.93162330e-01
2.31169700e-01	1.23672720e+00	2.04877594e-01
2.32167600e-01	1.09623090e+00	2.01541710e-01
2.33165500e-01	8.20671700e-01	1.93379262e-01
2.34163400e-01	8.96558300e-01	1.93434446e-01
2.35161300e-01	8.07286000e-01	1.92864106e-01
2.36159200e-01	6.62247400e-01	1.88060474e-01
2.37157100e-01	1.14538870e+00	2.01250728e-01
2.38154900e-01	1.31100340e+00	2.06425264e-01
2.39152800e-01	1.05559820e+00	1.95211810e-01
2.40150700e-01	1.36349450e+00	2.05348934e-01
2.41148600e-01	1.11922270e+00	1.98800973e-01
2.42146500e-01	1.08371620e+00	1.96800956e-01
2.43144400e-01	7.89871300e-01	1.88962864e-01
2.44142300e-01	7.85230200e-01	1.87488465e-01
2.45140100e-01	1.06141310e+00	1.98017758e-01
2.46138000e-01	8.98267300e-01	1.89959500e-01
2.47135900e-01	8.40638100e-01	1.89929681e-01
2.48133800e-01	9.47480000e-01	1.91662552e-01
2.49131700e-01	9.14756300e-01	1.88468408e-01
2.50129600e-01	7.31977000e-01	1.85934678e-01
2.51127500e-01	8.22475500e-01	1.87449559e-01
2.52125300e-01	8.79790500e-01	6.78146202e+00
2.53123200e-01	7.13901800e-01	6.64924608e+00
2.54121100e-01	6.39752100e-01	1.81906297e-01
2.55119000e-01	6.84768200e-01	1.82763613e-01
2.56116900e-01	5.61142900e-01	1.77154098e-01
2.57114800e-01	6.62497900e-01	1.79931273e-01
2.58112700e-01	8.58434900e-01	1.86379864e-01
2.59110500e-01	8.34862300e-01	1.83019525e-01
2.60108400e-01	7.68831300e-01	1.81959719e-01
2.61106300e-01	7.14115600e-01	3.94772942e+00
2.62104200e-01	9.09118600e-01	3.90714795e+00
2.63102100e-01	5.44789800e-01	3.98672989e+00
2.64100000e-01	8.39083100e-01	1.82000781e-01
2.65097800e-01	7.39667600e-01	1.79423417e-01
2.66095700e-01	6.34011800e-01	1.77581737e-01
2.67093600e-01	5.46341300e-01	1.75241059e-01
2.68091500e-01	8.58863300e-01	1.80968299e-01
2.69089400e-01	7.90457700e-01	1.84331676e-01
2.70087300e-01	1.14309300e+00	1.89218584e-01
2.71085200e-01	7.76479200e-01	6.67112862e+00
2.72083000e-01	7.90057400e-01	6.67306999e+00
2.73080900e-01	9.60727700e-01	6.75844624e+00
2.74078800e-01	6.65797900e-01	1.75934129e-01
2.75076700e-01	8.27882700e-01	6.69747395e+00
2.76074600e-01	7.65733500e-01	6.71072947e+00
2.77072500e-01	9.71615700e-01	1.83227526e-01
2.78070400e-01	8.08685900e-01	1.76069651e-01
2.79068200e-01	6.63356200e-01	1.74708783e-01
2.80066100e-01	1.00207800e+00	1.82012241e-01
2.81064000e-01	8.50549700e-01	1.77221770e-01
2.82061900e-01	6.93176900e-01	1.74313107e-01
2.83059800e-01	6.70966500e-01	1.70668535e-01
2.84057700e-01	7.61657700e-01	1.75276450e-01
2.85055600e-01	7.21359400e-01	3.97851860e+00
2.86053400e-01	8.35882500e-01	3.96153247e+00
2.87051300e-01	7.69632200e-01	6.69654831e+00
2.88049200e-01	8.40176000e-01	6.69894994e+00
2.89047100e-01	6.40424700e-01	6.60088269e+00
2.90045000e-01	9.65286300e-01	6.79504997e+00
2.91042900e-01	5.83846800e-01	6.53576953e+00
2.92040800e-01	8.58190700e-01	1.74340424e-01
2.93038600e-01	6.65650900e-01	1.68707362e-01
2.94036500e-01	7.51152400e-01	1.71134212e-01
2.95034400e-01	1.04020860e+00	1.77340766e-01
2.96032300e-01	1.07447390e+00	1.79659007e-01
2.97030200e-01	1.00685860e+00	1.77546747e-01
2.98028100e-01	6.58351400e-01	1.68222279e-01
2.99026000e-01	6.87938700e-01	1.69729244e-01
3.00023800e-01	9.76898500e-01	1.73315665e-01
3.01021700e-01	7.84253000e-01	1.72698567e-01
3.02019600e-01	8.62320300e-01	3.94473442e+00
3.03017500e-01	8.74714100e-01	3.92656003e+00
3.04015400e-01	9.59251500e-01	6.81679647e+00
3.05013300e-01	8.28911600e-01	6.72166245e+00
3.06011100e-01	5.90276500e-01	3.92173265e+00
3.07009000e-01	7.14684700e-01	6.66010995e+00
3.08006900e-01	1.05596500e+00	6.85358509e+00
3.09004800e-01	1.00245110e+00	3.92800923e+00
3.10002700e-01	9.01837100e-01	3.91797498e+00
3.11000600e-01	9.10986200e-01	3.95884226e+00
3.11998500e-01	1.06498360e+00	1.73437085e-01
3.12996300e-01	8.47951800e-01	1.70076272e-01
3.13994200e-01	7.97402200e-01	1.67146575e-01
3.14992100e-01	1.07837600e+00	1.73260859e-01
3.15990000e-01	1.12478980e+00	1.76136350e-01
3.16987900e-01	1.05373660e+00	6.85079308e+00
3.17985800e-01	9.61637100e-01	6.81962269e+00
3.18983700e-01	1.15714000e+00	1.74398199e-01
3.19981500e-01	7.51044900e-01	1.65160467e-01
3.20979400e-01	5.90668700e-01	1.62484418e-01
3.21977300e-01	6.26374100e-01	1.59667734e-01
3.22975200e-01	8.39893500e-01	1.68436588e-01
3.23973100e-01	1.00436590e+00	1.68804263e-01
3.24971000e-01	9.81640600e-01	1.70030148e-01
3.25968900e-01	7.44610300e-01	1.62115769e-01
3.26966700e-01	9.11365700e-01	1.66696603e-01
3.27964600e-01	8.11647400e-01	1.65391782e-01
3.28962500e-01	8.61760900e-01	1.64164548e-01
3.29960400e-01	7.28857000e-01	1.61726502e-01
3.30958300e-01	8.40570300e-01	1.65458742e-01
3.31956200e-01	8.93804600e-01	1.64917972e-01
3.32954100e-01	1.07572370e+00	1.69844907e-01
3.33951900e-01	1.25930190e+00	1.71280810e-01
3.34949800e-01	8.26269000e-01	1.64106062e-01
3.35947700e-01	6.14656000e-01	6.56184324e+00
3.36945600e-01	8.78492700e-01	6.71119219e+00
3.37943500e-01	1.02832390e+00	6.82991537e+00
3.38941400e-01	1.08740990e+00	6.87587802e+00
3.39939200e-01	9.13049300e-01	1.65277343e-01
3.40937100e-01	8.51704000e-01	1.62448324e-01
3.41935000e-01	7.95008500e-01	6.74365528e+00
3.42932900e-01	8.15091300e-01	6.70671466e+00
3.43930800e-01	1.14423130e+00	6.91120167e+00
3.44928700e-01	1.14981940e+00	1.69806646e-01
3.45926600e-01	1.25439030e+00	1.69578261e-01
3.46924400e-01	8.69774800e-01	1.60289529e-01
3.47922300e-01	8.70817100e-01	6.76045466e+00
3.48920200e-01	9.40780900e-01	6.82536591e+00
3.49918100e-01	1.07080580e+00	6.89352756e+00
3.50916000e-01	7.19285000e-01	6.69405812e+00
3.51913900e-01	1.05648760e+00	1.64800278e-01
3.52911800e-01	1.13404180e+00	1.65906973e-01
3.53909600e-01	8.78837900e-01	1.60113419e-01
3.54907500e-01	9.98531000e-01	1.63261140e-01
3.55905400e-01	1.12396250e+00	1.64371024e-01
3.56903300e-01	1.06129610e+00	1.65223534e-01
3.57901200e-01	1.01566160e+00	1.61803254e-01
3.58899100e-01	8.69707400e-01	1.59949606e-01
3.59897000e-01	8.25844300e-01	1.57689198e-01
3.60894800e-01	8.40165200e-01	1.58167937e-01
3.61892700e-01	1.01938890e+00	1.63577617e-01
3.62890600e-01	1.33777920e+00	1.66538266e-01
3.63888500e-01	8.03044200e-01	1.56491295e-01
3.64886400e-01	9.59128700e-01	1.59271352e-01
3.65884300e-01	8.57601800e-01	1.57359046e-01
3.66882200e-01	1.00586570e+00	6.84400953e+00
3.67880000e-01	7.88418300e-01	6.68422352e+00
3.68877900e-01	9.62802100e-01	1.60312672e-01
3.69875800e-01	7.96511500e-01	1.54491744e-01
3.70873700e-01	7.97547200e-01	1.55918925e-01
3.71871600e-01	1.08676770e+00	1.62294520e-01
3.72869500e-01	7.78292700e-01	1.53774810e-01
3.73867400e-01	6.64907200e-01	1.53294547e-01
3.74865200e-01	1.03759540e+00	1.59784683e-01
3.75863100e-01	8.79812300e-01	6.75951443e+00
3.76861000e-01	1.12992200e+00	6.94393146e+00
3.77858900e-01	7.68804800e-01	6.69745821e+00
3.78856800e-01	7.94582400e-01	1.55630509e-01
3.79854700e-01	8.14603800e-01	1.52201272e-01
3.80852500e-01	8.90633500e-01	6.76033456e+00
3.81850400e-01	6.75697000e-01	6.63326931e+00
3.82848300e-01	6.84271800e-01	1.50638501e-01
3.83846200e-01	9.99975300e-01	6.78648799e+00
3.84844100e-01	6.58540000e-01	6.63236144e+00
3.85842000e-01	7.32495800e-01	1.51580945e-01
3.86839900e-01	9.67943400e-01	1.55815079e-01
3.87837700e-01	1.29355520e+00	1.63426734e-01
3.88835600e-01	8.15759900e-01	1.52174216e-01
3.89833500e-01	9.01511700e-01	3.94716748e+00
3.90831400e-01	9.55706400e-01	3.95431580e+00
3.91829300e-01	8.34557300e-01	1.51370882e-01
3.92827200e-01	7.56253800e-01	1.50998990e-01
3.93825100e-01	9.34237000e-01	1.52595250e-01
3.94822900e-01	8.28691100e-01	1.51417738e-01
3.95820800e-01	8.15223500e-01	1.51576243e-01
3.96818700e-01	1.24491350e+00	1.59569371e-01
3.97816600e-01	8.80864800e-01	1.52361853e-01
3.98814500e-01	1.01240350e+00	6.86796161e+00
3.99812400e-01	8.38273600e-01	6.77077289e+00
4.00810300e-01	1.00158670e+00	1.53325000e-01
4.01808100e-01	9.23501400e-01	1.53637271e-01
4.02806000e-01	8.39181300e-01	1.51358914e-01
4.03803900e-01	6.76636800e-01	1.46943847e-01
4.04801800e-01	9.40663300e-01	1.53702922e-01
4.05799700e-01	7.11609700e-01	6.68930023e+00
4.06797600e-01	6.98996100e-01	6.72918493e+00
4.07795500e-01	1.03811360e+00	6.89051507e+00
4.08793300e-01	8.51444200e-01	6.81089670e+00
4.09791200e-01	7.05514700e-01	1.46974195e-01
4.10789100e-01	6.60202700e-01	1.44649645e-01
4.11787000e-01	9.40212200e-01	1.52089918e-01
4.12784900e-01	8.44673800e-01	1.48414429e-01
4.13782800e-01	5.96285300e-01	1.43146056e-01
4.14780700e-01	9.11913100e-01	1.52539079e-01
4.15778500e-01	7.16503200e-01	1.43987706e-01
4.16776400e-01	7.92607400e-01	1.47807982e-01
4.17774300e-01	9.94614300e-01	6.85864798e+00
4.18772200e-01	1.12376040e+00	6.93910104e+00
4.19770100e-01	9.88743400e-01	6.88704647e+00
4.20768000e-01	8.89556800e-01	1.48305350e-01
4.21765800e-01	7.11765000e-01	1.45335171e-01
4.22763700e-01	9.01904300e-01	1.48124207e-01
4.23761600e-01	8.55624000e-01	3.96071695e+00
4.24759500e-01	1.03661180e+00	3.95979776e+00
4.25757400e-01	1.20582530e+00	3.97636992e+00
4.26755300e-01	7.54799900e-01	6.75551150e+00
4.27753200e-01	1.05547910e+00	6.91686312e+00
4.28751000e-01	8.86803500e-01	6.81731973e+00
4.29748900e-01	6.80555700e-01	6.70331565e+00
4.30746800e-01	7.78600800e-01	6.71401288e+00
4.31744700e-01	1.04483440e+00	1.50513147e-01
4.32742600e-01	8.48405100e-01	1.46198479e-01
4.33740500e-01	8.48688100e-01	1.46042464e-01
4.34738400e-01	1.04459530e+00	1.48616764e-01
4.35736200e-01	6.90192700e-01	1.43139919e-01
4.36734100e-01	8.70576900e-01	1.46385613e-01
4.37732000e-01	9.36601100e-01	1.47941417e-01
4.38729900e-01	8.56631300e-01	1.45939886e-01
4.39727800e-01	7.92870700e-01	1.42536886e-01
4.40725700e-01	9.43822500e-01	1.47751084e-01
4.41723600e-01	9.63267700e-01	1.46104598e-01
4.42721400e-01	9.26294500e-01	1.47062142e-01
4.43719300e-01	7.73057400e-01	1.42725067e-01
4.44717200e-01	1.00853770e+00	1.47519550e-01
4.45715100e-01	7.90639300e-01	6.74175071e+00
4.46713000e-01	7.35954300e-01	6.72031255e+00
4.47710900e-01	8.02063200e-01	1.43550560e-01
4.48708800e-01	5.60448200e-01	1.37542103e-01
4.49706600e-01	8.96288900e-01	1.44002670e-01
4.50704500e-01	7.34341200e-01	1.43056292e-01
4.51702400e-01	8.70532900e-01	1.42577368e-01
4.52700300e-01	7.13315700e-01	1.42782167e-01
4.53698200e-01	7.61006200e-01	6.72716020e+00
4.54696100e-01	7.43999600e-01	6.72751150e+00
4.55694000e-01	8.06065200e-01	6.76863499e+00
4.56691800e-01	8.60870600e-01	1.43328496e-01
4.57689700e-01	8.44221400e-01	1.43391503e-01
4.58687600e-01	6.97179000e-01	1.38667541e-01
4.59685500e-01	8.52727700e-01	1.42446984e-01
4.60683400e-01	1.02201660e+00	1.45123462e-01
4.61681300e-01	7.76406000e-01	1.41486855e-01
4.62679100e-01	9.23177400e-01	1.43759209e-01
4.63677000e-01	8.14851200e-01	1.40443836e-01
4.64674900e-01	7.59647700e-01	1.40797587e-01
4.65672800e-01	7.82360200e-01	1.40114074e-01
4.66670700e-01	7.49779100e-01	1.40585816e-01
4.67668600e-01	8.56634400e-01	1.41231354e-01
4.68666500e-01	9.59965200e-01	1.43821449e-01
4.69664300e-01	1.03384870e+00	1.46984778e-01
4.70662200e-01	8.74079300e-01	6.88041945e+00
4.71660100e-01	6.80734700e-01	6.73920100e+00
4.72658000e-01	9.08428500e-01	1.46420194e-01
4.73655900e-01	9.14915800e-01	1.48037638e-01
4.74653800e-01	6.69691700e-01	4.02461523e+00
4.75651700e-01	7.24478100e-01	4.04992647e+00
4.76649500e-01	7.49958100e-01	4.00562508e+00
4.77647400e-01	7.28060500e-01	1.45135814e-01
4.78645300e-01	8.77138000e-01	1.49357713e-01
4.79643200e-01	8.32138100e-01	1.48522643e-01
4.80641100e-01	9.32291200e-01	1.51343520e-01
4.81639000e-01	7.47327500e-01	6.81503389e+00
4.82636900e-01	8.49019900e-01	6.86056922e+00
4.83634700e-01	6.47768100e-01	6.74228813e+00
4.84632600e-01	7.60597000e-01	6.79575585e+00
4.85630500e-01	7.54628800e-01	1.51603337e-01
4.86628400e-01	7.60426800e-01	1.49794899e-01
4.87626300e-01	5.63090100e-01	1.46581126e-01
4.88624200e-01	5.66801300e-01	1.50578171e-01
4.89622100e-01	9.95587200e-01	1.59280137e-01
4.90619900e-01	9.50734700e-01	1.60981362e-01
4.91617800e-01	8.17099900e-01	1.58997395e-01
4.92615700e-01	1.23367870e+00	1.68945681e-01
4.93613600e-01	8.51229800e-01	1.63045813e-01
4.94611500e-01	6.79931100e-01	1.57415135e-01
4.95609400e-01	9.54137200e-01	1.65702175e-01
4.96607300e-01	1.20402080e+00	1.70677185e-01
4.97605100e-01	8.41502900e-01	1.63941636e-01
4.98603000e-01	8.11007700e-01	1.63590773e-01
4.99600900e-01	8.45075500e-01	1.63624743e-01
5.00598800e-01	7.90378200e-01	1.65603138e-01
5.01596700e-01	9.32283300e-01	1.68771401e-01
5.02594600e-01	8.62554100e-01	1.67406838e-01
5.03592400e-01	9.26778900e-01	1.67329716e-01
5.04590300e-01	7.93643200e-01	1.67982279e-01
5.05588200e-01	7.95166600e-01	1.67436316e-01
5.06586100e-01	8.96850500e-01	1.70377052e-01
5.07584000e-01	9.53174100e-01	1.72787379e-01
5.08581900e-01	7.77513700e-01	6.90036552e+00
5.09579800e-01	9.87554300e-01	7.03532688e+00
5.10577600e-01	7.93581000e-01	6.91069777e+00
5.11575500e-01	6.23679800e-01	6.82709582e+00
5.12573400e-01	8.92480800e-01	7.00189698e+00
5.13571300e-01	7.67094700e-01	6.90315813e+00
5.14569200e-01	8.42863700e-01	6.91825846e+00
5.15567100e-01	8.17204300e-01	6.96917966e+00
5.16565000e-01	9.84442200e-01	7.02241023e+00
5.17562800e-01	8.64580100e-01	6.96721771e+00
5.18560700e-01	7.34567400e-01	6.92967939e+00
5.19558600e-01	7.71083600e-01	6.91183486e+00
5.20556500e-01	9.81620200e-01	7.02031308e+00
5.21554400e-01	9.38607000e-01	7.01079221e+00
5.22552300e-01	8.64675100e-01	6.99307751e+00
5.23550200e-01	9.13369500e-01	7.03354276e+00
5.24548000e-01	7.96572600e-01	6.96987839e+00
